"time","current"
0.0,1.8310546875
0.1,0.6103515625
0.2,-2.44140625
0.3,0.6103515625
0.4,3.35693359375
0.5,-1.220703125
0.6,-1.8310546875
0.7,-1.52587890625
0.8,-1.220703125
0.9,1.8310546875
1.0,-2.13623046875
1.1,2.74658203125
1.2,0.0
1.3,-2.13623046875
1.4,1.220703125
1.5,1.52587890625
1.6,0.6103515625
1.7,-2.44140625
1.8,2.13623046875
1.9,0.91552734375
2.0,0.6103515625
2.1,-1.52587890625
2.2,-3.35693359375
2.3,-3.35693359375
2.4,0.0
2.5,1.8310546875
2.6,4.8828125
2.7,3.0517578125
2.8,3.35693359375
2.9,3.0517578125
3.0,0.0
3.1,0.6103515625
3.2,-2.44140625
3.3,-1.220703125
3.4,2.13623046875
3.5,1.52587890625
3.6,-2.13623046875
3.7,-1.8310546875
3.8,-2.13623046875
3.9,-1.8310546875
4.0,-3.662109375
4.1,-4.57763671875
4.2,-1.8310546875
4.3,0.0
4.4,-0.6103515625
4.5,-1.220703125
4.6,1.220703125
4.7,3.35693359375
4.8,-0.30517578125
4.9,0.30517578125
5.0,4.2724609375
5.1,0.30517578125
5.2,-1.52587890625
5.3,0.30517578125
5.4,3.0517578125
5.5,0.6103515625
5.6,-2.13623046875
5.7,2.44140625
5.8,1.220703125
5.9,7.9345703125
6.0,3.96728515625
6.1,1.8310546875
6.2,-1.8310546875
6.3,-1.220703125
6.4,2.13623046875
6.5,1.8310546875
6.6,-0.30517578125
6.7,-1.52587890625
6.8,0.6103515625
6.9,-2.13623046875
7.0,-0.30517578125
7.1,0.6103515625
7.2,-0.91552734375
7.3,-2.74658203125
7.4,2.74658203125
7.5,-1.8310546875
7.6,1.220703125
7.7,1.8310546875
7.8,0.30517578125
7.9,1.220703125
8.0,0.91552734375
8.1,-1.52587890625
8.2,-2.44140625
8.3,0.91552734375
8.4,1.8310546875
8.5,2.74658203125
8.6,-0.6103515625
8.7,0.0
8.8,4.57763671875
8.9,3.96728515625
9.0,0.30517578125
9.1,-2.13623046875
9.2,0.0
9.3,0.30517578125
9.4,-2.44140625
9.5,0.30517578125
9.6,-1.52587890625
9.7,-0.6103515625
9.8,3.662109375
9.9,1.52587890625
10.0,-2.13623046875
10.1,0.0
10.2,0.91552734375
10.3,2.74658203125
10.4,0.91552734375
10.5,1.8310546875
10.6,2.44140625
10.7,2.13623046875
10.8,3.96728515625
10.9,2.13623046875
11.0,3.0517578125
11.1,-0.6103515625
11.2,0.6103515625
11.3,-0.91552734375
11.4,1.8310546875
11.5,5.79833984375
11.6,1.220703125
11.7,-0.6103515625
11.8,0.30517578125
11.9,0.30517578125
12.0,-0.6103515625
12.1,-0.30517578125
12.2,-0.91552734375
12.3,0.91552734375
12.4,1.220703125
12.5,1.8310546875
12.6,1.52587890625
12.7,1.52587890625
12.8,2.74658203125
12.9,5.18798828125
13.0,4.8828125
13.1,3.35693359375
13.2,2.74658203125
13.3,0.30517578125
13.4,2.13623046875
13.5,4.57763671875
13.6,2.44140625
13.7,1.220703125
13.8,0.91552734375
13.9,1.52587890625
14.0,-2.74658203125
14.1,-2.74658203125
