Iter. Eval.  Best      Time m:s
0     12     -8.11e+09   0:00.7
1     24     -8e+09      0:01.0
2     36     -7.86e+09   0:01.3
3     48     -7.7e+09    0:01.5
20    252    -5.06e+09   0:07.2
40    492    -5.05e+09   0:12.4
60    732    -5.05e+09   0:17.7
80    972    -5.04e+09   0:23.3
100   1212   -5.01e+09   0:29.3
120   1452   -4.03e+09   0:34.9
140   1692   -3.92e+09   0:39.9
160   1932   -3.91e+09   0:44.9
180   2172   -3.91e+09   0:49.8
200   2412   -3.9e+09    0:54.9
220   2652   -3.9e+09    0:59.9
240   2892   -3.9e+09    1:05.2
260   3132   -3.88e+09   1:10.2
280   3372   -3.87e+09   1:15.0
300   3612   -3.86e+09   1:19.6
320   3852   -3.82e+09   1:24.4
340   4092   -3.79e+09   1:28.8
360   4332   -3.76e+09   1:33.8
380   4572   -3.76e+09   1:38.3
400   4812   -3.75e+09   1:42.7
420   5052   -3.74e+09   1:47.2
440   5292   -3.74e+09   1:52.0
460   5532   -3.72e+09   1:56.9
480   5772   -3.7e+09    2:01.8
500   6012   -3.69e+09   2:07.7
520   6252   -3.69e+09   2:13.9
540   6492   -3.68e+09   2:18.6
560   6732   -3.67e+09   2:23.3
580   6972   -3.66e+09   2:28.3
600   7212   -3.62e+09   2:33.3
620   7452   -3.6e+09    2:38.7
640   7692   -3.58e+09   2:44.0
660   7932   -3.54e+09   2:49.2
680   8172   -3.45e+09   2:54.1
700   8412   -3.28e+09   2:58.8
720   8652   -3.11e+09   3:03.5
740   8892   -2.95e+09   3:08.7
760   9132   -2.84e+09   3:14.9
780   9372   -2.78e+09   3:20.2
800   9612   -2.69e+09   3:25.0
820   9852   -2.66e+09   3:29.7
840   10092  -2.64e+09   3:34.3
860   10332  -2.63e+09   3:38.9
880   10572  -2.5e+09    3:43.4
900   10812  -2.41e+09   3:47.9
920   11052  -2.36e+09   3:52.4
940   11292  -2.34e+09   3:57.0
960   11532  -2.32e+09   4:01.6
980   11772  -2.3e+09    4:07.0
1000  12012  -2.19e+09   4:13.2
1020  12252  -1.97e+09   4:19.2
1040  12492  -1.91e+09   4:25.0
1060  12732  -1.89e+09   4:30.2
1080  12972  -1.88e+09   4:35.4
1100  13212  -1.87e+09   4:40.3
1120  13452  -1.87e+09   4:45.7
1140  13692  -1.87e+09   4:50.9
1160  13932  -1.87e+09   4:55.6
1180  14172  -1.87e+09   5:00.4
1200  14412  -1.87e+09   5:05.5
1220  14652  -1.87e+09   5:10.5
1240  14892  -1.87e+09   5:15.6
1260  15132  -1.87e+09   5:20.7
1280  15372  -1.87e+09   5:26.7
1300  15612  -1.87e+09   5:33.1
1320  15852  -1.86e+09   5:38.4
1340  16092  -1.85e+09   5:43.2
1360  16332  -1.84e+09   5:48.5
1380  16572  -1.82e+09   5:53.4
1400  16812  -1.81e+09   5:58.1
1420  17052  -1.81e+09   6:03.1
1440  17292  -1.81e+09   6:08.0
1460  17532  -1.81e+09   6:12.8
1480  17772  -1.81e+09   6:18.0
1500  18012  -1.81e+09   6:24.0
1520  18252  -1.8e+09    6:29.9
1540  18492  -1.8e+09    6:35.8
1560  18732  -1.8e+09    6:40.7
1580  18972  -1.8e+09    6:45.7
1600  19212  -1.79e+09   6:50.7
1620  19452  -1.77e+09   6:55.6
1640  19692  -1.53e+09   7:00.2
1660  19932  -9.45e+08   7:05.1
1680  20172  -6.61e+08   7:10.0
1700  20412  -5.31e+08   7:14.6
1720  20652  -4.2e+08    7:19.9
1740  20892  -3.5e+08    7:24.8
1760  21132  -2.79e+08   7:29.7
1780  21372  -2.12e+08   7:35.5
1800  21612  -1.65e+08   7:41.7
1820  21852  -1.18e+08   7:46.8
1840  22092  -1.05e+08   7:51.3
1860  22332  -9.33e+07   7:55.9
1880  22572  -8.85e+07   8:00.7
1900  22812  -8.56e+07   8:05.4
1920  23052  -8.46e+07   8:10.5
1940  23292  -8.41e+07   8:15.3
1960  23532  -8.38e+07   8:20.1
1980  23772  -8.21e+07   8:25.3
