Iter. Eval.  Best      Time m:s
0     12     -1.1e+10    0:00.7
1     24     -1.09e+10   0:01.0
2     36     -1.08e+10   0:01.3
3     48     -1.08e+10   0:01.7
20    252    -1.08e+10   0:06.5
40    492    -1.08e+10   0:12.3
60    732    -1.08e+10   0:17.5
80    972    -1.07e+10   0:22.5
100   1212   -1.07e+10   0:27.9
120   1452   -1.07e+10   0:33.5
140   1692   -1.07e+10   0:39.1
160   1932   -1.06e+10   0:44.5
180   2172   -1.06e+10   0:49.4
200   2412   -1.06e+10   0:54.4
220   2652   -1.06e+10   0:59.0
240   2892   -1.06e+10   1:04.4
260   3132   -1.06e+10   1:09.3
280   3372   -1.06e+10   1:13.9
300   3612   -1.06e+10   1:18.5
320   3852   -1.05e+10   1:23.1
340   4092   -1.05e+10   1:27.6
360   4332   -1.05e+10   1:32.1
380   4572   -1.05e+10   1:36.5
400   4812   -1.05e+10   1:41.3
420   5052   -1.05e+10   1:46.1
440   5292   -1.04e+10   1:50.5
460   5532   -1.03e+10   1:55.0
480   5772   -9.49e+09   1:59.6
500   6012   -7.91e+09   2:05.5
520   6252   -7.15e+09   2:11.5
540   6492   -3.32e+09   2:16.4
560   6732   -3.29e+09   2:21.2
580   6972   -3.12e+09   2:26.2
600   7212   -2.88e+09   2:31.0
620   7452   -2.79e+09   2:35.8
640   7692   -2.73e+09   2:40.6
660   7932   -2.68e+09   2:45.4
680   8172   -2.64e+09   2:50.1
700   8412   -2.63e+09   2:54.9
720   8652   -2.62e+09   2:59.6
740   8892   -2.61e+09   3:05.3
760   9132   -2.6e+09    3:10.8
780   9372   -2.59e+09   3:15.4
800   9612   -2.58e+09   3:20.0
820   9852   -2.56e+09   3:25.0
840   10092  -2.53e+09   3:29.9
860   10332  -2.48e+09   3:34.9
880   10572  -2.42e+09   3:39.7
900   10812  -2.31e+09   3:44.3
920   11052  -2.23e+09   3:49.3
940   11292  -2.21e+09   3:53.8
960   11532  -2.2e+09    3:58.3
980   11772  -2.18e+09   4:03.3
1000  12012  -2.13e+09   4:09.3
1020  12252  -2.04e+09   4:15.5
1040  12492  -1.59e+09   4:20.5
1060  12732  -1.14e+09   4:25.2
1080  12972  -9.85e+08   4:30.4
1100  13212  -9.28e+08   4:35.3
1120  13452  -7.87e+08   4:39.8
1140  13692  -7.12e+08   4:44.5
1160  13932  -6.77e+08   4:49.4
1180  14172  -6.34e+08   4:53.9
1200  14412  -6.02e+08   4:58.8
1220  14652  -5.53e+08   5:04.1
1240  14892  -5.08e+08   5:10.3
1260  15132  -5.05e+08   5:16.0
1280  15372  -4.38e+08   5:21.4
1300  15612  -3.43e+08   5:26.0
1320  15852  -2.7e+08    5:30.7
1340  16092  -1.76e+08   5:35.2
1360  16332  -1.39e+08   5:40.0
1380  16572  -1.2e+08    5:44.5
1400  16812  -1.08e+08   5:49.1
1420  17052  -9.71e+07   5:53.9
1440  17292  -8.79e+07   5:58.8
1460  17532  -8.08e+07   6:04.3
1480  17772  -7.84e+07   6:09.5
1500  18012  -7.71e+07   6:15.6
1520  18252  -7.67e+07   6:21.1
1540  18492  -7.6e+07    6:26.7
1560  18732  -7.51e+07   6:31.7
1580  18972  -7.46e+07   6:36.4
1600  19212  -7.37e+07   6:41.5
1620  19452  -7.33e+07   6:46.3
1640  19692  -7.31e+07   6:51.0
1660  19932  -7.31e+07   6:55.7
1680  20172  -7.3e+07    7:00.3
1700  20412  -7.27e+07   7:04.9
1720  20652  -7.2e+07    7:10.0
1740  20892  -7.16e+07   7:15.6
1760  21132  -7.11e+07   7:21.6
1780  21372  -7.06e+07   7:26.9
1800  21612  -6.99e+07   7:32.0
1820  21852  -6.87e+07   7:36.8
1840  22092  -6.77e+07   7:41.4
1860  22332  -6.64e+07   7:46.1
1880  22572  -6.56e+07   7:50.6
1900  22812  -6.43e+07   7:55.3
1920  23052  -6.28e+07   8:00.1
1940  23292  -6.24e+07   8:04.8
1960  23532  -6.19e+07   8:09.5
1980  23772  -6.16e+07   8:15.3
2000  24012  -6.1e+07    8:20.8
2020  24252  -6.04e+07   8:26.7
2040  24492  -5.97e+07   8:32.2
2060  24732  -5.86e+07   8:37.1
2080  24972  -5.71e+07   8:41.9
2100  25212  -5.62e+07   8:46.7
2120  25452  -5.52e+07   8:51.4
2140  25692  -5.5e+07    8:56.3
2160  25932  -5.49e+07   9:00.9
2180  26172  -5.49e+07   9:05.6
2200  26412  -5.48e+07   9:10.8
2220  26652  -5.48e+07   9:15.8
2240  26892  -5.46e+07   9:20.6
2260  27132  -5.44e+07   9:26.3
2280  27372  -5.44e+07   9:32.7
2300  27612  -5.43e+07   9:38.3
2320  27852  -5.43e+07   9:43.3
2340  28092  -5.43e+07   9:48.2
2360  28332  -5.43e+07   9:53.1
2380  28572  -5.43e+07   9:58.1
2400  28812  -5.43e+07  10:02.9
2420  29052  -5.43e+07  10:08.0
2440  29292  -5.43e+07  10:12.9
2460  29532  -5.43e+07  10:18.4
2480  29772  -5.43e+07  10:24.2
2500  30012  -5.43e+07  10:29.7
2520  30252  -5.43e+07  10:35.7
2540  30492  -5.43e+07  10:41.0
