Iter. Eval.  Best      Time m:s
0     12     -1.08e+10   0:00.7
1     24     -1.07e+10   0:01.0
2     36     -1.07e+10   0:01.3
3     48     -1.07e+10   0:01.5
20    252    -1.07e+10   0:05.8
40    492    -1.07e+10   0:10.3
60    732    -1.07e+10   0:15.1
80    972    -1.07e+10   0:20.2
100   1212   -1.07e+10   0:25.1
120   1452   -1.07e+10   0:29.7
140   1692   -1.06e+10   0:34.3
160   1932   -1.06e+10   0:38.7
180   2172   -1.06e+10   0:43.3
200   2412   -1.06e+10   0:48.0
220   2652   -1.06e+10   0:52.8
240   2892   -1.06e+10   0:57.5
260   3132   -1.06e+10   1:01.9
280   3372   -1.06e+10   1:06.4
300   3612   -1.04e+10   1:11.3
320   3852   -9.73e+09   1:16.7
340   4092   -9.3e+09    1:22.8
360   4332   -9.12e+09   1:27.5
380   4572   -8.75e+09   1:31.9
400   4812   -8.39e+09   1:36.6
420   5052   -8.17e+09   1:41.1
440   5292   -8.08e+09   1:45.8
460   5532   -7.98e+09   1:50.5
480   5772   -7.77e+09   1:55.1
500   6012   -7.38e+09   2:00.8
520   6252   -7.15e+09   2:06.9
540   6492   -6.54e+09   2:12.1
560   6732   -4.6e+09    2:16.7
580   6972   -3.13e+09   2:21.6
600   7212   -2.66e+09   2:26.8
620   7452   -2.34e+09   2:32.0
640   7692   -2.31e+09   2:36.8
660   7932   -2.19e+09   2:41.3
680   8172   -2.16e+09   2:46.9
700   8412   -2.14e+09   2:51.8
720   8652   -2.12e+09   2:56.6
740   8892   -2.1e+09    3:01.5
760   9132   -2.07e+09   3:06.6
780   9372   -2.05e+09   3:11.3
800   9612   -2.04e+09   3:16.3
820   9852   -2.01e+09   3:21.2
840   10092  -1.99e+09   3:27.4
860   10332  -1.96e+09   3:32.4
880   10572  -1.9e+09    3:37.1
900   10812  -1.69e+09   3:41.5
920   11052  -1.58e+09   3:46.1
940   11292  -1.57e+09   3:51.1
960   11532  -1.54e+09   3:55.7
980   11772  -1.52e+09   4:00.6
1000  12012  -1.5e+09    4:06.5
1020  12252  -1.48e+09   4:11.9
1040  12492  -1.46e+09   4:17.3
1060  12732  -1.43e+09   4:21.8
1080  12972  -1.34e+09   4:26.7
1100  13212  -1.33e+09   4:31.2
1120  13452  -1.32e+09   4:36.1
1140  13692  -1.32e+09   4:40.8
1160  13932  -1.31e+09   4:45.4
1180  14172  -1.3e+09    4:50.0
1200  14412  -1.29e+09   4:54.6
1220  14652  -1.28e+09   4:59.4
1240  14892  -1.27e+09   5:04.4
1260  15132  -1.27e+09   5:09.8
1280  15372  -1.26e+09   5:14.7
1300  15612  -1.26e+09   5:19.8
1320  15852  -1.26e+09   5:24.7
1340  16092  -1.26e+09   5:30.4
1360  16332  -1.26e+09   5:35.9
1380  16572  -1.21e+09   5:41.8
1400  16812  -1.16e+09   5:47.4
1420  17052  -1.1e+09    5:52.0
1440  17292  -1e+09      5:57.5
1460  17532  -9.6e+08    6:02.8
1480  17772  -9.16e+08   6:08.4
1500  18012  -8.5e+08    6:14.0
1520  18252  -8.38e+08   6:19.5
1540  18492  -8.3e+08    6:24.9
1560  18732  -8.27e+08   6:30.3
1580  18972  -8.22e+08   6:34.9
1600  19212  -8.17e+08   6:39.5
1620  19452  -8.04e+08   6:44.8
1640  19692  -7.82e+08   6:50.4
1660  19932  -6.98e+08   6:56.0
1680  20172  -5.54e+08   7:01.0
1700  20412  -3.83e+08   7:06.1
1720  20652  -3.18e+08   7:11.7
1740  20892  -2.68e+08   7:16.9
1760  21132  -2.42e+08   7:22.4
1780  21372  -2.1e+08    7:28.0
1800  21612  -1.77e+08   7:33.8
1820  21852  -1.61e+08   7:39.7
1840  22092  -1.52e+08   7:44.2
1860  22332  -1.49e+08   7:48.9
1880  22572  -1.47e+08   7:53.6
1900  22812  -1.43e+08   7:58.3
1920  23052  -1.38e+08   8:02.9
1940  23292  -1.26e+08   8:07.4
1960  23532  -1.05e+08   8:12.3
1980  23772  -9.49e+07   8:17.5
2000  24012  -9.04e+07   8:23.2
2020  24252  -8.56e+07   8:28.9
2040  24492  -8.41e+07   8:34.0
2060  24732  -8.35e+07   8:38.6
2080  24972  -8.29e+07   8:43.3
2100  25212  -8.26e+07   8:48.3
2120  25452  -8.19e+07   8:52.9
2140  25692  -8.11e+07   8:57.8
2160  25932  -8.06e+07   9:02.7
2180  26172  -8.03e+07   9:07.8
2200  26412  -7.98e+07   9:13.2
2220  26652  -7.92e+07   9:18.6
2240  26892  -7.77e+07   9:23.9
2260  27132  -7.67e+07   9:29.0
2280  27372  -7.64e+07   9:33.9
2300  27612  -7.62e+07   9:39.2
2320  27852  -7.61e+07   9:44.8
2340  28092  -7.6e+07    9:50.4
2360  28332  -7.58e+07   9:55.7
2380  28572  -7.56e+07  10:00.5
2400  28812  -7.51e+07  10:05.5
2420  29052  -7.44e+07  10:10.5
2440  29292  -7.42e+07  10:15.3
2460  29532  -7.41e+07  10:20.0
2480  29772  -7.4e+07   10:25.7
2500  30012  -7.39e+07  10:31.2
2520  30252  -7.37e+07  10:37.0
2540  30492  -7.34e+07  10:42.6
2560  30732  -7.31e+07  10:47.9
2580  30972  -7.27e+07  10:53.1
2600  31212  -7.24e+07  10:57.7
2620  31452  -7.2e+07   11:02.8
2640  31692  -7.14e+07  11:08.4
2660  31932  -7.09e+07  11:14.2
2680  32172  -7e+07     11:19.8
2700  32412  -6.89e+07  11:25.0
2720  32652  -6.78e+07  11:29.8
2740  32892  -6.66e+07  11:35.0
2760  33132  -6.52e+07  11:40.0
2780  33372  -6.4e+07   11:45.7
2800  33612  -6.24e+07  11:52.4
2820  33852  -6.14e+07  11:58.9
2840  34092  -6.01e+07  12:04.1
2860  34332  -5.84e+07  12:08.9
2880  34572  -5.77e+07  12:14.6
2900  34812  -5.67e+07  12:19.8
2920  35052  -5.63e+07  12:24.8
2940  35292  -5.6e+07   12:30.3
2960  35532  -5.57e+07  12:35.1
2980  35772  -5.55e+07  12:40.7
3000  36012  -5.51e+07  12:46.3
3020  36252  -5.48e+07  12:52.5
3040  36492  -5.46e+07  12:58.7
3060  36732  -5.45e+07  13:03.6
3080  36972  -5.44e+07  13:08.7
3100  37212  -5.43e+07  13:13.9
3120  37452  -5.43e+07  13:19.0
3140  37692  -5.43e+07  13:23.7
3160  37932  -5.43e+07  13:29.2
3180  38172  -5.43e+07  13:34.7
3200  38412  -5.43e+07  13:39.9
3220  38652  -5.43e+07  13:45.3
3240  38892  -5.43e+07  13:50.6
3260  39132  -5.43e+07  13:57.0
3280  39372  -5.43e+07  14:03.2
3300  39612  -5.43e+07  14:09.0
3320  39852  -5.43e+07  14:14.3
3340  40092  -5.43e+07  14:19.4
3360  40332  -5.43e+07  14:24.6
3380  40572  -5.43e+07  14:29.5
3400  40812  -5.43e+07  14:34.4
3420  41052  -5.43e+07  14:39.0
3440  41292  -5.43e+07  14:45.8
3460  41532  -5.43e+07  14:52.0
3480  41772  -5.43e+07  14:57.8
3500  42012  -5.43e+07  15:03.9
3520  42252  -5.43e+07  15:10.3
3540  42492  -5.43e+07  15:16.5
3560  42732  -5.43e+07  15:21.3
3580  42972  -5.43e+07  15:26.5
3600  43212  -5.43e+07  15:31.5
3620  43452  -5.43e+07  15:36.2
3640  43692  -5.43e+07  15:41.0
3650  43800  -5.43e+07  15:43.6
