Iter. Eval.  Best      Time m:s
0     12     -8.26e+09   0:00.7
1     24     -8.14e+09   0:01.1
2     36     -7.99e+09   0:01.4
3     48     -7.78e+09   0:01.7
20    252    -6.47e+09   0:05.7
40    492    -6.22e+09   0:10.3
60    732    -6.09e+09   0:15.6
80    972    -6.02e+09   0:20.6
100   1212   -5.97e+09   0:25.5
120   1452   -5.94e+09   0:30.4
140   1692   -5.87e+09   0:35.3
160   1932   -5.73e+09   0:40.2
180   2172   -5.64e+09   0:45.3
200   2412   -5.36e+09   0:50.1
220   2652   -5.08e+09   0:55.2
240   2892   -5.01e+09   0:59.9
260   3132   -5.01e+09   1:04.3
280   3372   -5e+09      1:09.7
300   3612   -4.98e+09   1:14.5
320   3852   -4.93e+09   1:19.5
340   4092   -4.87e+09   1:24.8
360   4332   -4.68e+09   1:29.5
380   4572   -4.51e+09   1:34.2
400   4812   -4.03e+09   1:38.8
420   5052   -3.41e+09   1:43.8
440   5292   -3.28e+09   1:49.0
460   5532   -3.08e+09   1:54.2
480   5772   -2.97e+09   1:58.9
500   6012   -2.91e+09   2:04.5
520   6252   -2.91e+09   2:10.5
540   6492   -2.88e+09   2:15.5
560   6732   -2.85e+09   2:20.9
580   6972   -2.83e+09   2:25.7
600   7212   -2.79e+09   2:30.7
620   7452   -2.74e+09   2:35.9
640   7692   -2.67e+09   2:41.1
660   7932   -2.65e+09   2:46.3
680   8172   -2.63e+09   2:51.6
700   8412   -2.63e+09   2:56.6
720   8652   -2.62e+09   3:01.8
740   8892   -2.59e+09   3:07.6
760   9132   -2.53e+09   3:13.8
780   9372   -2.47e+09   3:18.7
800   9612   -2.33e+09   3:23.8
820   9852   -2.13e+09   3:28.6
840   10092  -1.89e+09   3:33.5
860   10332  -1.75e+09   3:38.5
880   10572  -1.74e+09   3:42.9
900   10812  -1.72e+09   3:47.8
920   11052  -1.68e+09   3:52.5
940   11292  -1.61e+09   3:57.1
960   11532  -1.51e+09   4:01.7
980   11772  -1.41e+09   4:06.6
1000  12012  -1.34e+09   4:12.7
1020  12252  -1.26e+09   4:18.9
1040  12492  -1.19e+09   4:24.6
1060  12732  -1.12e+09   4:29.4
1080  12972  -1.11e+09   4:34.1
1100  13212  -1.1e+09    4:38.6
1120  13452  -1.06e+09   4:43.4
1140  13692  -1.03e+09   4:48.0
1160  13932  -1.01e+09   4:52.6
1180  14172  -9.99e+08   4:57.7
1200  14412  -9.89e+08   5:02.4
1220  14652  -9.38e+08   5:07.2
1240  14892  -8.5e+08    5:13.2
1260  15132  -7.47e+08   5:19.4
1280  15372  -5.65e+08   5:24.8
1300  15612  -3.94e+08   5:30.5
1320  15852  -2.64e+08   5:36.4
1340  16092  -2.19e+08   5:41.1
