Iter. Eval.  Best      Time m:s
0     12     -1.06e+10   0:00.7
1     24     -1.06e+10   0:01.0
2     36     -1.06e+10   0:01.3
3     48     -1.06e+10   0:01.5
20    252    -1.06e+10   0:06.2
40    492    -1.06e+10   0:11.4
60    732    -1.06e+10   0:16.7
80    972    -1.01e+10   0:21.9
100   1212   -9.91e+09   0:27.1
120   1452   -9.84e+09   0:32.5
140   1692   -9.69e+09   0:37.8
160   1932   -9.62e+09   0:43.1
180   2172   -9.5e+09    0:48.5
200   2412   -9.35e+09   0:53.6
220   2652   -9.22e+09   0:58.6
240   2892   -9.16e+09   1:03.4
260   3132   -9.13e+09   1:08.7
280   3372   -9.06e+09   1:13.6
300   3612   -8.99e+09   1:18.8
320   3852   -8.91e+09   1:23.9
340   4092   -8.84e+09   1:29.1
360   4332   -8.78e+09   1:34.2
380   4572   -8.71e+09   1:39.5
400   4812   -8.63e+09   1:45.2
420   5052   -8.48e+09   1:50.4
440   5292   -8.39e+09   1:55.5
460   5532   -8.31e+09   2:00.8
480   5772   -8.23e+09   2:06.4
500   6012   -8.17e+09   2:12.7
520   6252   -8.01e+09   2:18.8
540   6492   -7.69e+09   2:23.8
560   6732   -6.82e+09   2:28.8
580   6972   -6.05e+09   2:33.9
600   7212   -5.17e+09   2:39.1
620   7452   -4.68e+09   2:43.7
640   7692   -4.3e+09    2:48.8
660   7932   -4.2e+09    2:53.8
680   8172   -4.11e+09   2:58.6
700   8412   -4.05e+09   3:03.6
720   8652   -3.99e+09   3:08.5
740   8892   -3.96e+09   3:13.6
760   9132   -3.93e+09   3:18.5
780   9372   -3.89e+09   3:23.7
800   9612   -3.87e+09   3:28.6
820   9852   -3.86e+09   3:33.6
840   10092  -3.84e+09   3:38.3
860   10332  -3.84e+09   3:43.0
880   10572  -3.84e+09   3:48.0
900   10812  -3.84e+09   3:53.0
920   11052  -3.83e+09   3:58.0
940   11292  -3.83e+09   4:03.3
960   11532  -3.83e+09   4:09.0
980   11772  -3.83e+09   4:14.7
1000  12012  -3.83e+09   4:20.9
1020  12252  -3.83e+09   4:26.9
1040  12492  -3.83e+09   4:31.5
1060  12732  -3.83e+09   4:36.1
1080  12972  -3.83e+09   4:40.5
1100  13212  -3.83e+09   4:45.1
1120  13452  -3.83e+09   4:50.0
1140  13692  -3.74e+09   4:54.9
1160  13932  -3.7e+09    4:59.9
1180  14172  -3.65e+09   5:04.8
1200  14412  -3.62e+09   5:09.9
1220  14652  -3.61e+09   5:15.0
1240  14892  -3.59e+09   5:20.1
1260  15132  -3.59e+09   5:25.3
1280  15372  -3.57e+09   5:30.1
1300  15612  -3.57e+09   5:35.1
1320  15852  -3.55e+09   5:40.1
1340  16092  -3.4e+09    5:45.1
1360  16332  -2.5e+09    5:49.9
1380  16572  -2.45e+09   5:54.6
1400  16812  -2.42e+09   5:59.7
1420  17052  -2.42e+09   6:04.3
1440  17292  -2.41e+09   6:08.8
1460  17532  -2.4e+09    6:14.2
1480  17772  -2.38e+09   6:19.5
1500  18012  -2.27e+09   6:25.9
1520  18252  -2.11e+09   6:32.8
1540  18492  -1.98e+09   6:38.0
1560  18732  -1.36e+09   6:43.0
1580  18972  -9.99e+08   6:48.6
1600  19212  -8.68e+08   6:54.0
1620  19452  -7.85e+08   6:59.6
1640  19692  -7.07e+08   7:04.4
1660  19932  -5.68e+08   7:09.7
1680  20172  -3.72e+08   7:14.8
1700  20412  -3.26e+08   7:19.9
1720  20652  -2.94e+08   7:24.7
1740  20892  -2.62e+08   7:29.5
1760  21132  -2.2e+08    7:34.3
1780  21372  -1.65e+08   7:39.7
1800  21612  -1.15e+08   7:45.2
1820  21852  -9.2e+07    7:50.2
1840  22092  -7.74e+07   7:54.9
1860  22332  -6.25e+07   7:59.6
1880  22572  -5.83e+07   8:04.6
1900  22812  -5.79e+07   8:09.6
1920  23052  -5.78e+07   8:14.2
1940  23292  -5.77e+07   8:19.6
1960  23532  -5.76e+07   8:25.8
1980  23772  -5.75e+07   8:31.4
2000  24012  -5.73e+07   8:38.1
2020  24252  -5.67e+07   8:44.5
2040  24492  -5.6e+07    8:49.7
2060  24732  -5.53e+07   8:54.5
2080  24972  -5.47e+07   8:59.3
2100  25212  -5.45e+07   9:03.9
2120  25452  -5.44e+07   9:08.5
2140  25692  -5.44e+07   9:13.2
2160  25932  -5.44e+07   9:17.9
2180  26172  -5.44e+07   9:22.5
2200  26412  -5.44e+07   9:27.2
2220  26652  -5.44e+07   9:31.8
2240  26892  -5.44e+07   9:36.4
2260  27132  -5.44e+07   9:41.1
2280  27372  -5.44e+07   9:45.8
2300  27612  -5.44e+07   9:50.5
2320  27852  -5.44e+07   9:55.2
2340  28092  -5.44e+07  10:00.0
2360  28332  -5.44e+07  10:04.8
2380  28572  -5.44e+07  10:09.5
2400  28812  -5.43e+07  10:14.1
2420  29052  -5.43e+07  10:18.8
2440  29292  -5.43e+07  10:23.4
2460  29532  -5.43e+07  10:28.2
2480  29772  -5.43e+07  10:33.7
2500  30012  -5.43e+07  10:40.0
2520  30252  -5.43e+07  10:46.3
2540  30492  -5.43e+07  10:52.9
2560  30732  -5.43e+07  10:58.6
2580  30972  -5.43e+07  11:04.0
2600  31212  -5.43e+07  11:08.9
2620  31452  -5.43e+07  11:13.9
2640  31692  -5.43e+07  11:19.2
2660  31932  -5.43e+07  11:24.0
2680  32172  -5.43e+07  11:28.8
2700  32412  -5.43e+07  11:34.1
2720  32652  -5.43e+07  11:39.0
2740  32892  -5.43e+07  11:43.9
2760  33132  -5.43e+07  11:48.5
2780  33372  -5.43e+07  11:53.2
2800  33612  -5.43e+07  11:58.7
2820  33852  -5.43e+07  12:03.4
2840  34092  -5.43e+07  12:08.2
2860  34332  -5.43e+07  12:13.0
2880  34572  -5.43e+07  12:18.3
2900  34812  -5.43e+07  12:23.0
2920  35052  -5.43e+07  12:28.2
2940  35292  -5.43e+07  12:33.5
2960  35532  -5.43e+07  12:38.2
2980  35772  -5.43e+07  12:44.2
3000  36012  -5.43e+07  12:50.3
3020  36252  -5.43e+07  12:57.0
3040  36492  -5.43e+07  13:02.8
3060  36732  -5.43e+07  13:08.9
3080  36972  -5.43e+07  13:14.6
3083  36996  -5.43e+07  13:15.0
