Iter. Eval.  Best      Time m:s
0     12     -7.45e+09   0:00.6
1     24     -7.37e+09   0:00.9
2     36     -7.31e+09   0:01.2
3     48     -7.3e+09    0:01.4
20    252    -5.41e+09   0:05.5
40    492    -4.2e+09    0:10.3
60    732    -4.04e+09   0:15.4
80    972    -4.01e+09   0:20.6
100   1212   -4e+09      0:26.3
120   1452   -4e+09      0:32.0
140   1692   -4e+09      0:37.2
160   1932   -4e+09      0:42.1
180   2172   -3.99e+09   0:47.2
200   2412   -3.99e+09   0:52.4
220   2652   -3.99e+09   0:57.8
240   2892   -3.98e+09   1:03.0
260   3132   -3.82e+09   1:08.7
280   3372   -2.82e+09   1:14.8
300   3612   -2.62e+09   1:21.0
320   3852   -2.33e+09   1:26.2
340   4092   -2.19e+09   1:32.0
360   4332   -2.02e+09   1:37.5
380   4572   -1.83e+09   1:42.6
400   4812   -1.4e+09    1:47.3
420   5052   -1.25e+09   1:52.2
440   5292   -1.23e+09   1:56.9
460   5532   -1.19e+09   2:01.7
480   5772   -1.18e+09   2:06.7
500   6012   -1.16e+09   2:12.5
520   6252   -1.14e+09   2:18.5
540   6492   -1.12e+09   2:23.7
560   6732   -1.12e+09   2:29.1
580   6972   -1.11e+09   2:34.5
600   7212   -1.1e+09    2:40.0
620   7452   -1.06e+09   2:45.5
640   7692   -1.03e+09   2:51.0
660   7932   -1.02e+09   2:56.7
680   8172   -9.99e+08   3:02.1
700   8412   -9.75e+08   3:07.4
720   8652   -9.31e+08   3:12.4
740   8892   -9.18e+08   3:17.5
760   9132   -9.14e+08   3:22.6
780   9372   -9.09e+08   3:27.9
800   9612   -9.01e+08   3:33.9
820   9852   -8.99e+08   3:40.5
840   10092  -8.98e+08   3:46.2
860   10332  -8.97e+08   3:51.6
880   10572  -8.97e+08   3:57.0
900   10812  -8.96e+08   4:02.1
920   11052  -8.95e+08   4:07.6
940   11292  -8.93e+08   4:13.0
960   11532  -8.86e+08   4:18.5
980   11772  -8.8e+08    4:23.8
1000  12012  -8.73e+08   4:29.6
1020  12252  -8.69e+08   4:35.8
1040  12492  -8.59e+08   4:41.3
1060  12732  -8.16e+08   4:46.7
1080  12972  -7.7e+08    4:52.3
1100  13212  -7.41e+08   4:58.3
1120  13452  -6.9e+08    5:04.9
1140  13692  -5.29e+08   5:11.6
1160  13932  -3.08e+08   5:17.5
1180  14172  -1.96e+08   5:23.3
1200  14412  -1.59e+08   5:29.3
1220  14652  -1.31e+08   5:35.0
1240  14892  -1.05e+08   5:40.8
1260  15132  -9.9e+07    5:47.3
1280  15372  -9.61e+07   5:53.8
1300  15612  -9.46e+07   6:00.6
1320  15852  -9.31e+07   6:06.7
1340  16092  -9.04e+07   6:12.3
1360  16332  -8.97e+07   6:18.4
1380  16572  -8.89e+07   6:24.3
1400  16812  -8.83e+07   6:30.1
1420  17052  -8.72e+07   6:36.1
1440  17292  -8.63e+07   6:42.0
1460  17532  -8.55e+07   6:47.9
1480  17772  -8.42e+07   6:54.3
1500  18012  -8.23e+07   7:00.1
1520  18252  -7.81e+07   7:06.0
1540  18492  -7.55e+07   7:11.9
