Iter. Eval.  Best      Time m:s
0     12     -1.8e+10    0:00.7
1     24     -8.49e+09   0:01.0
2     36     -4.9e+09    0:01.3
3     48     -4.4e+09    0:01.5
20    252    -2.79e+09   0:05.4
40    492    -2.79e+09   0:10.2
60    732    -2.78e+09   0:14.9
80    972    -2.73e+09   0:19.9
100   1212   -2.73e+09   0:25.0
120   1452   -2.73e+09   0:29.7
140   1692   -2.72e+09   0:34.4
160   1932   -2.7e+09    0:39.2
180   2172   -2.69e+09   0:44.0
200   2412   -2.69e+09   0:48.6
220   2652   -2.69e+09   0:53.1
240   2892   -2.69e+09   0:58.0
260   3132   -2.69e+09   1:02.7
280   3372   -2.69e+09   1:07.8
300   3612   -2.69e+09   1:13.4
320   3852   -2.69e+09   1:19.5
340   4092   -2.69e+09   1:24.8
360   4332   -2.69e+09   1:29.5
380   4572   -2.69e+09   1:34.1
400   4812   -2.68e+09   1:39.3
420   5052   -2.68e+09   1:44.1
440   5292   -2.68e+09   1:48.9
460   5532   -2.68e+09   1:54.0
480   5772   -2.67e+09   1:59.1
500   6012   -2.65e+09   2:04.9
520   6252   -2.64e+09   2:10.9
540   6492   -2.63e+09   2:16.0
560   6732   -2.62e+09   2:21.1
580   6972   -2.62e+09   2:25.9
600   7212   -2.6e+09    2:30.7
620   7452   -2.59e+09   2:35.3
640   7692   -2.57e+09   2:40.3
660   7932   -2.52e+09   2:45.1
680   8172   -2.49e+09   2:50.0
700   8412   -2.45e+09   2:54.8
720   8652   -2.41e+09   2:59.8
740   8892   -2.37e+09   3:04.6
760   9132   -2.33e+09   3:09.4
780   9372   -2.28e+09   3:15.0
800   9612   -2.27e+09   3:21.0
820   9852   -2.19e+09   3:26.0
840   10092  -2.12e+09   3:30.8
860   10332  -2.04e+09   3:35.6
880   10572  -2.03e+09   3:40.2
900   10812  -2.01e+09   3:44.9
920   11052  -2e+09      3:49.6
940   11292  -1.95e+09   3:54.3
960   11532  -1.91e+09   3:59.3
980   11772  -1.75e+09   4:04.6
1000  12012  -1.41e+09   4:10.4
1020  12252  -1.33e+09   4:16.3
1040  12492  -1.29e+09   4:21.7
1060  12732  -1.26e+09   4:27.0
1080  12972  -1.22e+09   4:31.8
1100  13212  -1.21e+09   4:36.6
1120  13452  -1.2e+09    4:41.3
1140  13692  -1.2e+09    4:46.1
1160  13932  -1.2e+09    4:51.0
1180  14172  -1.2e+09    4:55.8
1200  14412  -1.19e+09   5:00.6
1220  14652  -1.18e+09   5:05.2
1240  14892  -1.16e+09   5:09.8
1260  15132  -1.05e+09   5:14.5
1280  15372  -1.01e+09   5:20.3
1300  15612  -9.83e+08   5:27.0
1320  15852  -9.65e+08   5:32.3
1340  16092  -9.58e+08   5:37.3
1360  16332  -9.36e+08   5:42.2
1380  16572  -9.22e+08   5:47.1
1400  16812  -8.85e+08   5:52.1
1420  17052  -8.42e+08   5:57.1
1440  17292  -8.21e+08   6:01.9
1460  17532  -7.73e+08   6:06.7
