Iter. Eval.  Best      Time m:s
0     12     -3.19e+13   0:00.7
1     24     -3.18e+13   0:01.0
2     36     -3.17e+13   0:01.3
3     48     -3.16e+13   0:01.6
20    252    -2.83e+13   0:07.3
40    492    -3.82e+12   0:12.8
60    732    -2.62e+12   0:18.2
80    972    -1.82e+12   0:23.5
100   1212   -1.33e+12   0:29.1
120   1452   -6.96e+11   0:34.6
140   1692   -6.69e+09   0:39.7
160   1932   -4.11e+09   0:45.0
180   2172   -3.8e+09    0:50.2
200   2412   -3.47e+09   0:55.6
220   2652   -3.43e+09   1:01.1
240   2892   -3.41e+09   1:06.6
260   3132   -3.39e+09   1:12.1
280   3372   -3.39e+09   1:17.4
300   3612   -3.38e+09   1:23.1
320   3852   -3.38e+09   1:28.7
340   4092   -3.38e+09   1:34.0
360   4332   -3.38e+09   1:39.9
380   4572   -3.38e+09   1:45.2
400   4812   -3.38e+09   1:50.9
420   5052   -3.38e+09   1:56.3
440   5292   -3.38e+09   2:01.7
460   5532   -3.38e+09   2:07.3
480   5772   -3.38e+09   2:13.9
500   6012   -3.37e+09   2:20.4
520   6252   -3.35e+09   2:26.9
540   6492   -3.34e+09   2:32.7
560   6732   -3.34e+09   2:38.4
580   6972   -3.33e+09   2:43.9
600   7212   -3.33e+09   2:49.8
620   7452   -3.33e+09   2:55.9
640   7692   -3.33e+09   3:01.8
660   7932   -3.33e+09   3:07.8
680   8172   -3.33e+09   3:13.6
700   8412   -3.33e+09   3:19.4
720   8652   -3.33e+09   3:25.0
740   8892   -3.33e+09   3:30.6
760   9132   -3.33e+09   3:36.3
780   9372   -3.33e+09   3:42.1
800   9612   -3.33e+09   3:48.3
820   9852   -3.32e+09   3:54.3
840   10092  -3.25e+09   3:59.6
860   10332  -3.23e+09   4:05.0
880   10572  -3.21e+09   4:10.4
900   10812  -3.19e+09   4:15.4
920   11052  -3.18e+09   4:20.7
940   11292  -3.17e+09   4:25.5
960   11532  -3.16e+09   4:31.0
980   11772  -3.15e+09   4:37.5
1000  12012  -3.12e+09   4:43.7
1020  12252  -3.09e+09   4:50.8
1040  12492  -2.89e+09   4:55.2
1060  12732  -2.89e+09   4:55.3
1080  12972  -2.89e+09   4:55.3
1100  13212  -2.89e+09   4:55.4
1120  13452  -2.89e+09   4:55.5
1140  13692  -2.89e+09   4:55.6
1160  13932  -2.89e+09   4:55.7
1180  14172  -2.89e+09   4:55.8
1200  14412  -2.89e+09   4:55.8
1220  14652  -2.89e+09   4:55.9
1237  14844  -2.89e+09   4:56.0
