Iter. Eval.  Best      Time m:s
0     11     -7.75e+09   0:00.7
1     22     -7.75e+09   0:01.0
2     33     -7.75e+09   0:01.2
3     44     -7.75e+09   0:01.4
20    231    -6.33e+09   0:06.2
40    451    -3.94e+09   0:11.1
60    671    -3.65e+09   0:15.8
80    891    -3.06e+09   0:20.5
100   1111   -3.01e+09   0:25.4
120   1331   -2.96e+09   0:30.1
140   1551   -2.92e+09   0:35.6
160   1771   -2.89e+09   0:40.5
180   1991   -2.83e+09   0:45.4
200   2211   -2.43e+09   0:50.2
220   2431   -2.11e+09   0:55.2
240   2651   -2.07e+09   1:00.3
260   2871   -2.02e+09   1:06.0
280   3091   -1.96e+09   1:11.2
300   3311   -1.89e+09   1:15.9
320   3531   -1.85e+09   1:20.7
340   3751   -1.77e+09   1:25.6
360   3971   -1.63e+09   1:30.9
380   4191   -1.57e+09   1:36.2
400   4411   -1.56e+09   1:41.2
420   4631   -1.54e+09   1:46.1
440   4851   -1.53e+09   1:50.7
460   5071   -1.53e+09   1:55.9
480   5291   -1.52e+09   2:00.9
500   5511   -1.51e+09   2:06.5
520   5731   -1.48e+09   2:12.4
540   5951   -1.47e+09   2:17.8
560   6171   -1.46e+09   2:23.2
580   6391   -1.45e+09   2:28.3
600   6611   -1.45e+09   2:32.8
620   6831   -1.44e+09   2:37.2
640   7051   -1.44e+09   2:41.6
660   7271   -1.4e+09    2:46.1
680   7491   -1.3e+09    2:50.7
700   7711   -1.26e+09   2:55.3
720   7931   -1.25e+09   2:59.9
740   8151   -1.23e+09   3:04.5
760   8371   -1.22e+09   3:09.6
780   8591   -1.21e+09   3:15.0
800   8811   -1.19e+09   3:20.4
820   9031   -1.17e+09   3:25.1
840   9251   -1.17e+09   3:30.1
860   9471   -1.16e+09   3:34.7
880   9691   -1.16e+09   3:40.2
900   9911   -1.16e+09   3:44.8
920   10131  -1.15e+09   3:49.6
940   10351  -1.15e+09   3:54.4
960   10571  -1.15e+09   3:59.1
980   10791  -1.14e+09   4:04.1
1000  11011  -1.14e+09   4:09.2
1020  11231  -1.14e+09   4:14.8
1040  11451  -1.14e+09   4:20.0
1060  11671  -1.14e+09   4:24.8
1080  11891  -1.14e+09   4:30.3
1100  12111  -1.14e+09   4:36.2
1120  12331  -1.14e+09   4:41.0
1140  12551  -1.14e+09   4:45.4
1160  12771  -1.13e+09   4:50.2
1180  12991  -1.12e+09   4:55.0
1200  13211  -1.07e+09   4:59.7
1220  13431  -9.43e+08   5:04.6
1240  13651  -9.02e+08   5:09.6
1260  13871  -8.11e+08   5:14.6
1280  14091  -7.35e+08   5:19.5
1300  14311  -6.96e+08   5:24.8
1320  14531  -6.57e+08   5:30.0
1340  14751  -6.23e+08   5:35.2
1360  14971  -5.62e+08   5:40.3
1380  15191  -5.2e+08    5:45.8
1400  15411  -3.44e+08   5:51.0
1420  15631  -2.18e+08   5:56.4
1440  15851  -1.69e+08   6:01.5
1460  16071  -1.28e+08   6:06.6
1480  16291  -1.03e+08   6:12.1
1500  16511  -9.52e+07   6:18.0
1520  16731  -8.56e+07   6:24.7
1540  16951  -7.5e+07    6:31.4
1560  17171  -6.24e+07   6:37.6
1580  17391  -5.62e+07   6:43.2
1600  17611  -5.24e+07   6:48.7
1620  17831  -4.83e+07   6:54.8
1640  18051  -4.05e+07   7:01.2
1660  18271  -2.77e+07   7:06.6
1680  18491  -2.23e+07   7:12.1
1700  18711  -1.93e+07   7:17.4
1720  18931  -1.6e+07    7:22.8
1740  19151  -1.43e+07   7:28.3
1760  19371  -1.38e+07   7:33.7
1780  19591  -1.34e+07   7:39.5
1800  19811  -1.32e+07   7:45.2
1820  20031  -1.31e+07   7:50.9
1840  20251  -1.29e+07   7:56.5
1860  20471  -1.26e+07   8:02.2
1880  20691  -1.21e+07   8:07.8
1900  20911  -1.18e+07   8:13.8
1920  21131  -1.12e+07   8:18.9
1940  21351  -9937424    8:24.3
1960  21571  -8922577    8:29.9
1980  21791  -8328083    8:35.8
2000  22011  -8252505    8:42.6
2020  22231  -8207678    8:48.7
2040  22451  -8183415    8:54.1
2060  22671  -8174155    9:00.1
2080  22891  -8169092    9:05.8
2100  23111  -8166344    9:11.0
2120  23331  -8162658    9:16.6
2140  23551  -8161314    9:22.3
2160  23771  -8161132    9:27.9
2180  23991  -8161090    9:33.2
2200  24211  -8161005    9:38.3
2220  24431  -8160645    9:43.5
2240  24651  -8157598    9:48.8
2260  24871  -8134577    9:54.2
2280  25091  -8093240    9:59.5
2300  25311  -8048941   10:05.1
2320  25531  -8018383   10:10.5
2340  25751  -7972891   10:16.1
2360  25971  -7937763   10:21.5
2380  26191  -7895870   10:27.2
2400  26411  -7837690   10:32.6
2420  26631  -7781175   10:38.4
2440  26851  -7727901   10:43.6
2460  27071  -7695614   10:48.7
2480  27291  -7683588   10:53.8
2500  27511  -7677798   10:59.8
2520  27731  -7677228   11:05.7
2540  27951  -7677082   11:11.7
2560  28171  -7677076   11:16.8
2580  28391  -7677074   11:21.8
2600  28611  -7677074   11:26.9
2620  28831  -7677074   11:32.4
2640  29051  -7677074   11:37.7
2660  29271  -7677074   11:43.5
2680  29491  -7677074   11:48.8
2700  29711  -7677074   11:54.0
2720  29931  -7677074   11:59.2
2740  30151  -7677074   12:04.3
2760  30371  -7677073   12:09.5
2780  30591  -7677073   12:14.6
2800  30811  -7677073   12:19.6
2820  31031  -7677073   12:25.6
2840  31251  -7677073   12:31.1
2860  31471  -7677073   12:36.7
2880  31691  -7677073   12:42.6
2900  31911  -7677073   12:49.0
2920  32131  -7677073   12:54.6
2940  32351  -7677073   13:00.3
2960  32571  -7677073   13:05.6
2980  32791  -7677073   13:11.4
2988  32868  -7677073   13:13.5
