Iter. Eval.  Best      Time m:s
0     12     -7.62e+10   0:00.7
1     24     -3.61e+10   0:01.0
2     36     -2.38e+10   0:01.3
3     48     -1.86e+10   0:01.6
20    252    -5.81e+09   0:06.5
40    492    -5.26e+09   0:11.7
60    732    -5.05e+09   0:16.5
80    972    -4.09e+09   0:21.3
100   1212   -3.94e+09   0:26.5
120   1452   -3.85e+09   0:31.7
140   1692   -3.85e+09   0:36.7
160   1932   -3.8e+09    0:41.4
180   2172   -3.79e+09   0:46.4
200   2412   -3.77e+09   0:51.7
220   2652   -3.77e+09   0:56.8
240   2892   -3.77e+09   1:01.9
260   3132   -3.76e+09   1:07.7
280   3372   -3.76e+09   1:13.5
300   3612   -3.75e+09   1:19.4
320   3852   -3.74e+09   1:24.5
340   4092   -3.69e+09   1:29.2
360   4332   -3.59e+09   1:34.4
380   4572   -3.35e+09   1:39.0
400   4812   -3.25e+09   1:43.5
420   5052   -3.15e+09   1:48.5
440   5292   -3.1e+09    1:53.3
460   5532   -2.92e+09   1:58.6
480   5772   -2.61e+09   2:03.5
500   6012   -2.53e+09   2:09.5
520   6252   -2.47e+09   2:15.4
540   6492   -2.45e+09   2:20.7
560   6732   -2.43e+09   2:25.4
580   6972   -2.41e+09   2:30.2
600   7212   -2.4e+09    2:35.1
620   7452   -2.39e+09   2:39.9
640   7692   -2.39e+09   2:44.5
660   7932   -2.38e+09   2:49.2
680   8172   -2.38e+09   2:54.0
700   8412   -2.38e+09   2:59.2
720   8652   -2.38e+09   3:04.1
740   8892   -2.38e+09   3:08.7
760   9132   -2.38e+09   3:13.7
780   9372   -2.38e+09   3:19.7
800   9612   -2.38e+09   3:25.5
820   9852   -2.38e+09   3:30.8
840   10092  -2.38e+09   3:35.8
860   10332  -2.36e+09   3:40.9
880   10572  -2.36e+09   3:45.8
900   10812  -2.35e+09   3:50.3
920   11052  -2.35e+09   3:54.9
940   11292  -2.35e+09   3:59.5
960   11532  -2.35e+09   4:04.2
980   11772  -2.35e+09   4:08.9
1000  12012  -2.35e+09   4:14.6
1020  12252  -2.35e+09   4:21.0
1040  12492  -2.35e+09   4:26.1
1060  12732  -2.34e+09   4:30.8
1080  12972  -2.34e+09   4:35.7
1100  13212  -2.34e+09   4:40.5
1120  13452  -2.34e+09   4:45.4
1140  13692  -2.34e+09   4:50.8
1160  13932  -2.34e+09   4:55.6
1180  14172  -2.34e+09   5:00.4
1200  14412  -2.34e+09   5:05.7
1220  14652  -2.34e+09   5:10.8
1240  14892  -2.34e+09   5:16.1
1260  15132  -2.34e+09   5:22.3
1280  15372  -2.34e+09   5:27.8
1300  15612  -2.34e+09   5:33.1
1320  15852  -2.34e+09   5:37.7
1340  16092  -2.34e+09   5:42.6
1360  16332  -2.34e+09   5:47.9
1380  16572  -2.34e+09   5:53.0
1400  16812  -2.34e+09   5:58.1
1420  17052  -2.34e+09   6:02.9
1440  17292  -2.34e+09   6:08.0
1460  17532  -2.34e+09   6:13.6
1480  17772  -2.34e+09   6:18.3
1500  18012  -2.34e+09   6:24.6
1520  18252  -2.34e+09   6:30.4
1540  18492  -2.34e+09   6:35.8
1560  18732  -2.34e+09   6:41.2
1580  18972  -2.34e+09   6:46.0
1600  19212  -2.34e+09   6:50.8
1620  19452  -2.34e+09   6:56.1
1640  19692  -2.34e+09   7:01.1
1660  19932  -2.34e+09   7:05.9
1680  20172  -2.34e+09   7:10.9
1700  20412  -2.34e+09   7:15.8
1720  20652  -2.34e+09   7:20.9
1740  20892  -2.34e+09   7:26.3
1760  21132  -2.34e+09   7:32.6
1780  21372  -2.34e+09   7:38.1
1800  21612  -2.34e+09   7:43.3
1820  21852  -2.34e+09   7:47.9
1840  22092  -2.34e+09   7:52.5
1860  22332  -2.34e+09   7:57.3
1880  22572  -2.34e+09   8:01.8
1900  22812  -2.34e+09   8:06.3
1920  23052  -2.34e+09   8:11.2
1940  23292  -2.34e+09   8:15.8
1960  23532  -2.34e+09   8:20.9
1980  23772  -2.34e+09   8:25.6
2000  24012  -2.34e+09   8:31.9
2020  24252  -2.34e+09   8:37.8
2040  24492  -2.34e+09   8:43.3
2060  24732  -2.34e+09   8:47.9
2080  24972  -2.34e+09   8:53.3
2086  25032  -2.34e+09   8:54.5
