Iter. Eval.  Best      Time m:s
0     12     -1.1e+10    0:00.7
1     24     -1.1e+10    0:01.0
2     36     -1.1e+10    0:01.3
3     48     -1.1e+10    0:01.6
20    252    -1.1e+10    0:05.6
40    492    -8.22e+09   0:10.5
60    732    -7.74e+09   0:15.1
80    972    -6.93e+09   0:19.7
100   1212   -6.87e+09   0:24.3
120   1452   -6.83e+09   0:29.0
140   1692   -6.81e+09   0:33.6
160   1932   -6.8e+09    0:38.2
180   2172   -6.79e+09   0:42.6
200   2412   -6.77e+09   0:47.4
220   2652   -6.64e+09   0:53.2
240   2892   -6.56e+09   0:58.8
260   3132   -6.21e+09   1:03.5
280   3372   -4.69e+09   1:08.1
300   3612   -4.37e+09   1:12.6
320   3852   -4.26e+09   1:17.1
340   4092   -4.16e+09   1:21.8
360   4332   -4.08e+09   1:26.3
380   4572   -4.06e+09   1:30.7
400   4812   -4.04e+09   1:35.4
420   5052   -4.02e+09   1:40.1
440   5292   -4.01e+09   1:44.6
460   5532   -4e+09      1:49.1
480   5772   -3.99e+09   1:53.6
500   6012   -3.99e+09   1:59.4
520   6252   -3.99e+09   2:05.0
540   6492   -3.99e+09   2:09.8
560   6732   -3.99e+09   2:14.5
580   6972   -3.99e+09   2:19.2
600   7212   -3.98e+09   2:24.1
620   7452   -3.98e+09   2:28.9
640   7692   -3.98e+09   2:33.7
660   7932   -3.98e+09   2:38.3
680   8172   -3.98e+09   2:42.8
700   8412   -3.98e+09   2:47.7
720   8652   -3.97e+09   2:53.7
740   8892   -3.89e+09   2:59.1
760   9132   -3.78e+09   3:03.8
780   9372   -3.77e+09   3:08.5
800   9612   -3.76e+09   3:13.5
820   9852   -3.76e+09   3:18.3
840   10092  -3.75e+09   3:23.2
860   10332  -3.75e+09   3:27.7
880   10572  -3.75e+09   3:32.3
900   10812  -3.74e+09   3:37.1
920   11052  -3.74e+09   3:41.7
940   11292  -3.74e+09   3:46.2
960   11532  -3.74e+09   3:51.0
980   11772  -3.72e+09   3:55.9
1000  12012  -3.71e+09   4:01.5
1020  12252  -3.7e+09    4:06.8
1040  12492  -3.63e+09   4:12.1
1060  12732  -3.62e+09   4:16.6
1080  12972  -3.57e+09   4:21.1
1100  13212  -3.55e+09   4:25.9
1120  13452  -3.53e+09   4:30.6
1140  13692  -3.52e+09   4:35.2
1160  13932  -3.51e+09   4:39.9
1180  14172  -3.51e+09   4:44.7
1200  14412  -3.5e+09    4:49.7
1220  14652  -3.49e+09   4:55.2
1240  14892  -3.49e+09   5:01.4
1260  15132  -3.47e+09   5:06.5
1280  15372  -3.41e+09   5:11.1
1300  15612  -3.23e+09   5:15.5
1320  15852  -2.93e+09   5:20.1
1340  16092  -2.92e+09   5:25.2
1360  16332  -2.9e+09    5:30.3
1380  16572  -2.89e+09   5:35.1
1400  16812  -2.89e+09   5:40.0
1420  17052  -2.88e+09   5:45.3
1440  17292  -2.88e+09   5:50.4
1460  17532  -2.88e+09   5:55.9
1480  17772  -2.87e+09   6:00.7
1500  18012  -2.85e+09   6:06.7
1520  18252  -2.83e+09   6:11.6
1540  18492  -2.81e+09   6:17.2
1560  18732  -2.8e+09    6:21.8
1580  18972  -2.78e+09   6:26.7
1600  19212  -2.77e+09   6:31.7
1620  19452  -2.76e+09   6:36.3
1640  19692  -2.74e+09   6:40.7
1660  19932  -2.69e+09   6:45.9
1680  20172  -2.6e+09    6:50.8
1700  20412  -2.52e+09   6:55.4
1720  20652  -2.18e+09   7:00.2
1740  20892  -2.02e+09   7:05.3
1760  21132  -1.97e+09   7:09.8
1780  21372  -1.53e+09   7:14.8
1800  21612  -1.39e+09   7:20.9
1820  21852  -1.35e+09   7:27.1
1840  22092  -1.33e+09   7:34.5
1860  22332  -1.31e+09   7:41.5
1880  22572  -1.29e+09   7:49.0
1900  22812  -1.27e+09   7:57.0
1920  23052  -1.26e+09   8:05.4
1940  23292  -1.12e+09   8:13.7
1960  23532  -6.33e+08   8:21.7
1980  23772  -3.62e+08   8:30.4
2000  24012  -2.52e+08   8:39.9
2020  24252  -2e+08      8:48.9
2040  24492  -1.99e+08   8:57.9
2060  24732  -1.89e+08   9:06.4
2080  24972  -1.72e+08   9:14.7
2100  25212  -1.3e+08    9:23.0
2120  25452  -1.07e+08   9:31.2
2140  25692  -1.05e+08   9:38.8
2160  25932  -1.02e+08   9:47.1
2180  26172  -1e+08      9:54.6
2200  26412  -8.93e+07  10:02.0
2220  26652  -7.69e+07  10:08.3
2240  26892  -7.35e+07  10:14.6
2260  27132  -7.18e+07  10:20.5
2280  27372  -7.15e+07  10:25.3
2300  27612  -7.13e+07  10:30.8
2320  27852  -7.1e+07   10:35.4
2340  28092  -7.06e+07  10:40.7
2360  28332  -7.05e+07  10:45.8
2380  28572  -7.04e+07  10:50.5
2400  28812  -7.04e+07  10:55.0
