Iter. Eval.  Best      Time m:s
0     12     -1.12e+10   0:00.7
1     24     -1.06e+10   0:01.1
2     36     -1.03e+10   0:01.5
3     48     -1.01e+10   0:01.8
20    252    -9.17e+09   0:06.6
40    492    -9.04e+09   0:12.3
60    732    -8.91e+09   0:18.2
80    972    -8.82e+09   0:23.9
100   1212   -8.72e+09   0:29.9
120   1452   -8.68e+09   0:35.5
140   1692   -8.64e+09   0:40.8
160   1932   -8.56e+09   0:46.3
180   2172   -8.34e+09   0:51.9
200   2412   -8.1e+09    0:57.3
220   2652   -8.1e+09    1:02.7
240   2892   -8.06e+09   1:08.5
260   3132   -7.99e+09   1:13.7
280   3372   -7.92e+09   1:18.9
300   3612   -7.7e+09    1:24.3
320   3852   -6.97e+09   1:29.5
340   4092   -5.97e+09   1:34.7
360   4332   -5.04e+09   1:40.2
380   4572   -4.52e+09   1:45.2
400   4812   -4.37e+09   1:50.1
420   5052   -4.14e+09   1:55.4
440   5292   -4.07e+09   2:00.3
460   5532   -3.94e+09   2:05.6
480   5772   -3.62e+09   2:10.8
500   6012   -3.35e+09   2:16.9
520   6252   -2.85e+09   2:23.0
540   6492   -1.22e+09   2:27.9
560   6732   -8.37e+08   2:33.0
580   6972   -7.61e+08   2:38.2
600   7212   -7.12e+08   2:43.4
620   7452   -6.06e+08   2:48.7
640   7692   -5.22e+08   2:53.6
660   7932   -4.8e+08    2:58.7
680   8172   -4.5e+08    3:03.5
700   8412   -4.2e+08    3:08.8
720   8652   -3.86e+08   3:14.4
740   8892   -2.94e+08   3:20.7
760   9132   -1.38e+08   3:26.8
780   9372   -1.07e+08   3:31.9
800   9612   -9.66e+07   3:36.9
820   9852   -8.73e+07   3:41.9
840   10092  -8.08e+07   3:47.3
860   10332  -7.47e+07   3:52.4
880   10572  -7.24e+07   3:57.8
900   10812  -7.14e+07   4:03.0
920   11052  -7.12e+07   4:08.0
940   11292  -7.04e+07   4:12.9
960   11532  -6.88e+07   4:18.2
980   11772  -6.48e+07   4:23.1
1000  12012  -5.89e+07   4:29.9
1020  12252  -5.7e+07    4:36.2
1040  12492  -5.56e+07   4:42.0
1060  12732  -5.5e+07    4:46.8
1080  12972  -5.46e+07   4:52.1
1100  13212  -5.44e+07   4:57.8
1120  13452  -5.43e+07   5:03.4
1140  13692  -5.43e+07   5:08.5
1160  13932  -5.43e+07   5:13.9
1180  14172  -5.43e+07   5:19.1
1200  14412  -5.43e+07   5:24.1
1220  14652  -5.43e+07   5:30.3
1240  14892  -5.43e+07   5:36.5
1260  15132  -5.43e+07   5:42.4
1280  15372  -5.43e+07   5:47.5
1300  15612  -5.43e+07   5:52.5
1320  15852  -5.43e+07   5:57.4
1340  16092  -5.43e+07   6:02.3
1360  16332  -5.43e+07   6:07.1
1380  16572  -5.43e+07   6:11.7
1400  16812  -5.43e+07   6:16.4
1420  17052  -5.43e+07   6:21.1
1440  17292  -5.43e+07   6:25.9
1460  17532  -5.43e+07   6:30.7
1480  17772  -5.43e+07   6:36.0
1500  18012  -5.43e+07   6:42.4
1520  18252  -5.43e+07   6:48.1
1540  18492  -5.43e+07   6:53.5
1560  18732  -5.43e+07   6:58.2
1580  18972  -5.43e+07   7:02.9
1599  19188  -5.43e+07   7:07.2
