Iter. Eval.  Best      Time m:s
0     12     -1.11e+10   0:00.6
1     24     -1.11e+10   0:01.0
2     36     -1.11e+10   0:01.3
3     48     -1.11e+10   0:01.6
20    252    -1.05e+10   0:05.9
40    492    -1.05e+10   0:10.6
60    732    -1.04e+10   0:15.1
80    972    -1.01e+10   0:19.5
100   1212   -9.82e+09   0:24.3
120   1452   -9.77e+09   0:28.8
140   1692   -9.76e+09   0:33.3
160   1932   -9.74e+09   0:38.0
180   2172   -9.73e+09   0:42.8
200   2412   -9.67e+09   0:48.0
220   2652   -9.53e+09   0:54.1
240   2892   -9.44e+09   1:00.2
260   3132   -9.28e+09   1:05.7
280   3372   -9.07e+09   1:11.4
300   3612   -8.85e+09   1:16.6
320   3852   -8.64e+09   1:22.0
340   4092   -7.36e+09   1:27.4
360   4332   -5.52e+09   1:32.4
380   4572   -3.85e+09   1:37.5
400   4812   -3.24e+09   1:42.3
420   5052   -2.92e+09   1:46.9
440   5292   -2.77e+09   1:51.7
460   5532   -2.71e+09   1:56.6
480   5772   -2.68e+09   2:01.4
500   6012   -2.67e+09   2:07.2
520   6252   -2.66e+09   2:13.3
540   6492   -2.64e+09   2:18.0
560   6732   -2.62e+09   2:23.0
580   6972   -2.6e+09    2:27.8
600   7212   -2.59e+09   2:32.4
620   7452   -2.59e+09   2:37.1
640   7692   -2.58e+09   2:42.0
660   7932   -2.57e+09   2:46.7
680   8172   -2.55e+09   2:51.2
700   8412   -2.53e+09   2:55.8
720   8652   -2.51e+09   3:01.5
740   8892   -2.5e+09    3:07.7
760   9132   -2.5e+09    3:12.6
780   9372   -2.45e+09   3:17.8
800   9612   -2.41e+09   3:22.5
820   9852   -2.4e+09    3:27.1
840   10092  -2.4e+09    3:31.6
860   10332  -2.4e+09    3:36.5
880   10572  -2.4e+09    3:41.4
900   10812  -2.4e+09    3:45.9
920   11052  -2.4e+09    3:50.7
940   11292  -2.39e+09   3:55.9
960   11532  -2.39e+09   4:00.9
980   11772  -2.39e+09   4:06.1
1000  12012  -2.38e+09   4:12.0
1020  12252  -2.38e+09   4:17.6
1040  12492  -2.38e+09   4:23.3
1060  12732  -2.38e+09   4:27.9
1080  12972  -2.38e+09   4:32.6
1100  13212  -2.38e+09   4:37.1
1120  13452  -2.38e+09   4:41.6
1140  13692  -2.37e+09   4:46.2
1160  13932  -2.36e+09   4:51.0
1180  14172  -2.36e+09   4:56.2
1200  14412  -2.36e+09   5:01.2
1220  14652  -2.36e+09   5:06.8
1240  14892  -2.36e+09   5:12.2
1260  15132  -2.35e+09   5:17.5
1280  15372  -2.35e+09   5:22.5
1300  15612  -2.35e+09   5:27.5
1320  15852  -2.35e+09   5:32.3
1340  16092  -2.35e+09   5:37.3
1360  16332  -2.35e+09   5:42.2
1380  16572  -2.35e+09   5:47.0
1400  16812  -2.35e+09   5:51.6
1420  17052  -2.35e+09   5:56.2
1440  17292  -2.35e+09   6:00.8
1460  17532  -2.35e+09   6:05.4
1480  17772  -2.35e+09   6:10.3
1500  18012  -2.35e+09   6:16.7
1520  18252  -2.35e+09   6:22.3
1540  18492  -2.35e+09   6:28.1
1560  18732  -2.35e+09   6:33.5
1580  18972  -2.35e+09   6:38.6
1600  19212  -2.34e+09   6:43.7
1620  19452  -2.34e+09   6:48.4
1640  19692  -2.34e+09   6:53.1
1660  19932  -2.34e+09   6:58.1
1680  20172  -2.34e+09   7:03.0
1700  20412  -2.34e+09   7:08.0
1720  20652  -2.34e+09   7:12.9
1740  20892  -2.34e+09   7:19.2
1760  21132  -2.34e+09   7:25.3
1780  21372  -2.34e+09   7:30.6
1800  21612  -2.34e+09   7:35.4
1820  21852  -2.34e+09   7:40.2
1840  22092  -2.34e+09   7:44.6
1860  22332  -2.34e+09   7:49.3
1880  22572  -2.34e+09   7:53.7
1900  22812  -2.34e+09   7:58.3
1920  23052  -2.34e+09   8:02.7
1940  23292  -2.34e+09   8:07.1
1960  23532  -2.34e+09   8:11.6
1980  23772  -2.34e+09   8:18.0
2000  24012  -2.34e+09   8:24.5
2020  24252  -2.34e+09   8:30.6
2040  24492  -2.34e+09   8:36.3
2060  24732  -2.34e+09   8:41.9
2080  24972  -2.34e+09   8:47.0
2100  25212  -2.34e+09   8:51.6
2120  25452  -2.34e+09   8:56.3
2140  25692  -2.34e+09   9:02.0
2160  25932  -2.34e+09   9:07.1
2180  26172  -2.34e+09   9:11.7
2200  26412  -2.34e+09   9:16.2
2220  26652  -2.34e+09   9:20.7
2240  26892  -2.34e+09   9:26.0
2260  27132  -2.34e+09   9:31.3
2280  27372  -2.34e+09   9:36.0
2300  27612  -2.34e+09   9:41.3
2320  27852  -2.34e+09   9:46.2
2340  28092  -2.34e+09   9:50.6
2360  28332  -2.34e+09   9:55.9
2373  28476  -2.34e+09   9:59.3
