Iter. Eval.  Best      Time m:s
0     12     -2.64e+10   0:00.5
1     24     -2.21e+10   0:00.8
2     36     -1.79e+10   0:01.0
3     48     -1.2e+10    0:01.2
20    252    -2.88e+09   0:04.6
40    492    -2.57e+09   0:09.0
60    732    -2.45e+09   0:12.5
80    972    -2.31e+09   0:16.3
100   1212   -2.15e+09   0:20.1
120   1452   -2.04e+09   0:23.7
140   1692   -1.99e+09   0:27.1
160   1932   -1.98e+09   0:30.7
180   2172   -1.96e+09   0:34.4
200   2412   -1.94e+09   0:37.9
220   2652   -1.9e+09    0:41.8
240   2892   -1.83e+09   0:46.1
260   3132   -1.76e+09   0:49.7
280   3372   -1.7e+09    0:53.3
300   3612   -1.61e+09   0:56.9
320   3852   -1.47e+09   1:00.6
340   4092   -1.24e+09   1:04.1
360   4332   -1.08e+09   1:07.9
380   4572   -1.03e+09   1:11.5
400   4812   -1.02e+09   1:15.2
420   5052   -1e+09      1:19.0
440   5292   -9.77e+08   1:23.1
460   5532   -8.77e+08   1:27.1
480   5772   -8.14e+08   1:30.6
500   6012   -8.11e+08   1:35.2
520   6252   -8.06e+08   1:39.4
540   6492   -8.01e+08   1:43.2
560   6732   -7.98e+08   1:46.6
580   6972   -7.95e+08   1:51.1
600   7212   -7.59e+08   1:54.9
620   7452   -7.24e+08   1:58.5
640   7692   -7.04e+08   2:02.2
660   7932   -6.97e+08   2:05.9
680   8172   -6.86e+08   2:09.5
700   8412   -6.66e+08   2:13.2
720   8652   -5.79e+08   2:17.4
740   8892   -3.88e+08   2:21.4
760   9132   -3.33e+08   2:25.3
780   9372   -3.09e+08   2:29.1
800   9612   -2.31e+08   2:32.8
820   9852   -1.77e+08   2:36.5
840   10092  -1.27e+08   2:40.1
860   10332  -9.49e+07   2:44.0
880   10572  -8.93e+07   2:47.7
900   10812  -8.76e+07   2:51.5
920   11052  -8.68e+07   2:55.2
940   11292  -8.55e+07   2:58.7
960   11532  -8.39e+07   3:02.3
980   11772  -8.08e+07   3:05.9
1000  12012  -7.73e+07   3:10.5
1020  12252  -7.2e+07    3:14.9
1040  12492  -6.76e+07   3:18.7
1060  12732  -5.81e+07   3:22.7
1080  12972  -5.46e+07   3:27.3
1100  13212  -4.41e+07   3:31.3
1120  13452  -3.4e+07    3:35.0
1140  13692  -2.42e+07   3:38.7
1160  13932  -2.19e+07   3:42.4
1180  14172  -1.86e+07   3:46.1
1200  14412  -1.74e+07   3:49.7
1220  14652  -1.66e+07   3:53.4
