Iter. Eval.  Best      Time m:s
0     12     -1.1e+10    0:00.7
1     24     -1.1e+10    0:01.1
2     36     -1.1e+10    0:01.4
3     48     -1.1e+10    0:01.6
20    252    -1.1e+10    0:06.3
40    492    -1.09e+10   0:11.3
60    732    -1.07e+10   0:15.9
80    972    -1.07e+10   0:21.0
100   1212   -1.07e+10   0:25.7
120   1452   -1.07e+10   0:31.1
140   1692   -1.07e+10   0:35.9
160   1932   -1.07e+10   0:40.8
180   2172   -1.07e+10   0:45.5
200   2412   -1.07e+10   0:50.0
220   2652   -1.07e+10   0:55.2
240   2892   -1.07e+10   1:00.1
260   3132   -1.07e+10   1:05.3
280   3372   -1.06e+10   1:10.2
300   3612   -1.06e+10   1:15.3
320   3852   -1.06e+10   1:20.9
340   4092   -1.06e+10   1:26.2
360   4332   -1.06e+10   1:31.6
380   4572   -1.06e+10   1:36.8
400   4812   -1.06e+10   1:41.7
420   5052   -1.06e+10   1:46.2
440   5292   -1.05e+10   1:50.6
460   5532   -1.01e+10   1:55.1
480   5772   -9.95e+09   1:59.8
500   6012   -9.81e+09   2:05.5
520   6252   -9.54e+09   2:11.1
540   6492   -9.47e+09   2:15.5
560   6732   -9.3e+09    2:20.1
580   6972   -8.93e+09   2:24.5
600   7212   -7.66e+09   2:29.8
620   7452   -5.27e+09   2:35.8
640   7692   -4.5e+09    2:41.3
660   7932   -3.94e+09   2:45.9
680   8172   -3.09e+09   2:50.4
700   8412   -2.89e+09   2:55.0
720   8652   -2.7e+09    2:59.5
740   8892   -2.6e+09    3:04.2
760   9132   -2.51e+09   3:08.6
780   9372   -2.34e+09   3:13.2
800   9612   -2.27e+09   3:17.9
820   9852   -2.12e+09   3:22.8
840   10092  -2.07e+09   3:27.3
860   10332  -2.06e+09   3:31.9
880   10572  -2.05e+09   3:36.4
900   10812  -2.04e+09   3:41.0
920   11052  -2.04e+09   3:45.5
940   11292  -2.04e+09   3:50.1
960   11532  -2.03e+09   3:54.5
980   11772  -2.03e+09   3:59.5
1000  12012  -2.03e+09   4:05.0
1020  12252  -2.02e+09   4:10.9
1040  12492  -2.01e+09   4:16.1
1060  12732  -1.95e+09   4:20.7
1080  12972  -1.92e+09   4:25.4
1100  13212  -1.9e+09    4:30.2
1120  13452  -1.89e+09   4:36.1
1140  13692  -1.89e+09   4:41.7
1160  13932  -1.88e+09   4:47.0
1180  14172  -1.88e+09   4:51.8
1200  14412  -1.88e+09   4:56.4
1220  14652  -1.87e+09   5:00.9
1240  14892  -1.85e+09   5:05.6
1260  15132  -1.84e+09   5:10.2
1280  15372  -1.82e+09   5:14.6
1300  15612  -1.79e+09   5:19.3
1320  15852  -1.7e+09    5:24.3
1340  16092  -1.64e+09   5:29.5
1360  16332  -1.6e+09    5:34.2
1380  16572  -1.59e+09   5:39.2
1400  16812  -1.58e+09   5:44.2
1420  17052  -1.58e+09   5:48.6
1440  17292  -1.58e+09   5:53.2
1460  17532  -1.57e+09   5:58.5
1480  17772  -1.53e+09   6:03.0
1500  18012  -1.51e+09   6:09.3
1520  18252  -1.49e+09   6:14.7
1540  18492  -1.46e+09   6:20.2
1560  18732  -1.39e+09   6:25.1
1580  18972  -1.33e+09   6:29.8
1600  19212  -1.17e+09   6:34.6
1620  19452  -8.65e+08   6:40.5
1640  19692  -6.43e+08   6:46.7
1660  19932  -3.68e+08   6:52.3
1680  20172  -3.15e+08   6:57.3
1700  20412  -2.45e+08   7:02.3
1720  20652  -1.05e+08   7:07.8
1740  20892  -9.09e+07   7:12.9
1760  21132  -8.57e+07   7:18.1
1780  21372  -8.29e+07   7:23.7
1800  21612  -8.09e+07   7:28.6
1820  21852  -7.97e+07   7:33.6
1840  22092  -7.93e+07   7:38.7
1860  22332  -7.87e+07   7:44.0
1880  22572  -7.81e+07   7:49.0
1900  22812  -7.72e+07   7:53.8
1920  23052  -7.64e+07   7:58.5
