Iter. Eval.  Best      Time m:s
0     12     -1.8e+10    0:00.7
1     24     -8.49e+09   0:01.0
2     36     -4.9e+09    0:01.2
3     48     -4.4e+09    0:01.5
20    252    -2.79e+09   0:05.5
40    492    -2.79e+09   0:10.2
60    732    -2.78e+09   0:15.0
80    972    -2.73e+09   0:19.7
100   1212   -2.73e+09   0:24.4
120   1452   -2.73e+09   0:29.0
140   1692   -2.72e+09   0:33.8
160   1932   -2.7e+09    0:38.6
180   2172   -2.69e+09   0:43.3
200   2412   -2.69e+09   0:48.9
220   2652   -2.69e+09   0:53.9
240   2892   -2.69e+09   0:59.1
260   3132   -2.69e+09   1:03.8
280   3372   -2.69e+09   1:08.5
300   3612   -2.69e+09   1:12.9
320   3852   -2.69e+09   1:17.6
340   4092   -2.69e+09   1:22.5
360   4332   -2.69e+09   1:27.5
380   4572   -2.69e+09   1:32.2
400   4812   -2.68e+09   1:37.1
420   5052   -2.68e+09   1:41.9
440   5292   -2.68e+09   1:46.6
460   5532   -2.68e+09   1:51.2
480   5772   -2.67e+09   1:55.7
500   6012   -2.65e+09   2:01.8
520   6252   -2.64e+09   2:07.7
540   6492   -2.63e+09   2:12.5
560   6732   -2.62e+09   2:17.0
580   6972   -2.62e+09   2:21.6
600   7212   -2.6e+09    2:26.6
620   7452   -2.59e+09   2:31.1
640   7692   -2.57e+09   2:35.9
660   7932   -2.52e+09   2:40.4
680   8172   -2.49e+09   2:45.3
700   8412   -2.45e+09   2:50.6
720   8652   -2.41e+09   2:56.8
740   8892   -2.37e+09   3:02.0
760   9132   -2.33e+09   3:07.4
780   9372   -2.28e+09   3:12.8
800   9612   -2.27e+09   3:17.9
820   9852   -2.19e+09   3:22.9
840   10092  -2.12e+09   3:27.7
860   10332  -2.04e+09   3:32.2
880   10572  -2.03e+09   3:36.8
900   10812  -2.01e+09   3:41.6
920   11052  -2e+09      3:46.6
940   11292  -1.95e+09   3:51.6
960   11532  -1.91e+09   3:56.3
980   11772  -1.75e+09   4:01.3
1000  12012  -1.41e+09   4:06.8
1020  12252  -1.33e+09   4:12.8
1040  12492  -1.29e+09   4:17.7
1060  12732  -1.26e+09   4:22.6
1080  12972  -1.22e+09   4:27.3
1100  13212  -1.21e+09   4:32.0
1120  13452  -1.2e+09    4:36.7
1140  13692  -1.2e+09    4:41.5
1160  13932  -1.2e+09    4:46.2
1180  14172  -1.2e+09    4:51.1
1200  14412  -1.19e+09   4:55.8
1220  14652  -1.18e+09   5:02.2
1240  14892  -1.16e+09   5:08.8
1260  15132  -1.05e+09   5:14.1
1280  15372  -1.01e+09   5:19.6
1300  15612  -9.83e+08   5:25.0
1320  15852  -9.65e+08   5:30.0
1340  16092  -9.58e+08   5:35.3
1360  16332  -9.36e+08   5:40.2
1380  16572  -9.22e+08   5:44.9
1400  16812  -8.85e+08   5:50.0
1420  17052  -8.42e+08   5:55.5
1440  17292  -8.21e+08   6:00.9
1460  17532  -7.73e+08   6:06.2
