Iter. Eval.  Best      Time m:s
0     11     -8.36e+11   0:00.6
1     22     -5.92e+11   0:00.9
2     33     -2.64e+11   0:01.2
3     44     -1.59e+11   0:01.4
20    231    -7.87e+09   0:05.3
40    451    -3.84e+09   0:09.9
60    671    -2.82e+09   0:14.8
80    891    -1.97e+09   0:19.7
100   1111   -1.63e+09   0:24.6
120   1331   -1.43e+09   0:29.3
140   1551   -1.34e+09   0:34.1
160   1771   -1.34e+09   0:38.9
180   1991   -1.33e+09   0:43.7
200   2211   -1.32e+09   0:48.7
220   2431   -1.32e+09   0:53.8
240   2651   -1.32e+09   0:59.2
260   2871   -1.32e+09   1:04.2
280   3091   -1.32e+09   1:09.1
300   3311   -1.32e+09   1:14.8
320   3531   -1.32e+09   1:19.9
340   3751   -1.32e+09   1:24.7
360   3971   -1.32e+09   1:29.8
380   4191   -1.32e+09   1:35.5
400   4411   -1.32e+09   1:40.7
420   4631   -1.32e+09   1:46.4
440   4851   -1.32e+09   1:51.9
460   5071   -1.32e+09   1:58.0
480   5291   -1.32e+09   2:03.5
500   5511   -1.32e+09   2:09.1
520   5731   -1.32e+09   2:14.9
540   5951   -1.32e+09   2:20.5
560   6171   -1.29e+09   2:26.4
580   6391   -1.28e+09   2:31.9
600   6611   -1.26e+09   2:37.4
620   6831   -1.25e+09   2:42.5
640   7051   -1.23e+09   2:47.6
660   7271   -1.21e+09   2:53.1
680   7491   -1.16e+09   2:58.6
700   7711   -1.13e+09   3:03.5
720   7931   -1.12e+09   3:08.9
740   8151   -1.11e+09   3:14.6
760   8371   -1.1e+09    3:19.6
780   8591   -1.09e+09   3:24.4
800   8811   -1.07e+09   3:29.3
820   9031   -1.06e+09   3:34.2
840   9251   -1.03e+09   3:39.3
860   9471   -9.99e+08   3:44.2
880   9691   -9.95e+08   3:49.7
900   9911   -9.92e+08   3:55.5
920   10131  -9.86e+08   4:00.9
940   10351  -9.61e+08   4:06.0
960   10571  -9.58e+08   4:11.3
980   10791  -9.56e+08   4:16.8
1000  11011  -9.55e+08   4:22.5
1020  11231  -9.48e+08   4:27.8
1040  11451  -9.36e+08   4:32.8
1060  11671  -9.18e+08   4:37.5
1080  11891  -8.83e+08   4:42.3
1100  12111  -6.84e+08   4:46.9
1120  12331  -4.24e+08   4:51.4
1140  12551  -3.78e+08   4:56.2
1160  12771  -3.13e+08   5:01.4
1180  12991  -2.72e+08   5:06.3
1200  13211  -2.57e+08   5:11.6
1220  13431  -2.52e+08   5:16.6
1240  13651  -2.45e+08   5:21.0
1260  13871  -2.37e+08   5:25.5
1280  14091  -2.1e+08    5:30.6
1300  14311  -2.02e+08   5:35.5
1320  14531  -1.97e+08   5:40.5
1340  14751  -1.87e+08   5:45.1
1360  14971  -1.56e+08   5:50.5
1380  15191  -1.46e+08   5:55.6
1400  15411  -1.35e+08   6:00.6
1420  15631  -1.23e+08   6:05.7
1440  15851  -9.66e+07   6:11.0
1460  16071  -6.22e+07   6:15.9
1480  16291  -3.2e+07    6:21.0
1500  16511  -1.91e+07   6:26.8
1520  16731  -1.5e+07    6:32.4
1540  16951  -1.3e+07    6:37.4
1560  17171  -1.22e+07   6:42.4
1580  17391  -1.2e+07    6:47.3
1600  17611  -1.18e+07   6:52.3
1620  17831  -1.17e+07   6:57.4
1640  18051  -1.16e+07   7:02.9
1660  18271  -1.16e+07   7:08.5
1680  18491  -1.16e+07   7:13.8
1700  18711  -1.16e+07   7:19.2
1720  18931  -1.16e+07   7:24.1
1740  19151  -1.08e+07   7:28.7
1760  19371  -9871241    7:33.4
1780  19591  -9485526    7:38.2
1800  19811  -9216190    7:42.8
1820  20031  -9033464    7:47.5
1840  20251  -8887692    7:52.2
1860  20471  -8814095    7:57.2
1880  20691  -8752783    8:02.0
1900  20911  -8723381    8:06.8
1920  21131  -8667445    8:11.9
1940  21351  -8476986    8:17.2
1960  21571  -8352904    8:22.3
1980  21791  -8272610    8:27.6
2000  22011  -8223911    8:33.1
2020  22231  -8190420    8:39.1
2040  22451  -8155399    8:44.4
2060  22671  -8105602    8:49.3
2080  22891  -8077522    8:54.7
2100  23111  -8029808    9:00.3
2120  23331  -8007976    9:05.6
2140  23551  -7969672    9:11.2
2160  23771  -7935121    9:16.7
2180  23991  -7902308    9:22.2
2200  24211  -7865423    9:27.9
2220  24431  -7805420    9:33.3
2240  24651  -7713726    9:38.6
2260  24871  -7688559    9:44.0
2280  25091  -7680618    9:48.8
2300  25311  -7677697    9:53.8
2320  25531  -7676906    9:58.5
2340  25751  -7676756   10:03.4
2360  25971  -7676746   10:08.3
2380  26191  -7676745   10:13.4
2400  26411  -7676745   10:18.9
2420  26631  -7676744   10:23.8
2440  26851  -7676743   10:28.8
2460  27071  -7676743   10:34.0
2480  27291  -7676743   10:39.2
2500  27511  -7676743   10:44.9
2520  27731  -7676743   10:51.2
2540  27951  -7676743   10:56.8
2560  28171  -7676743   11:01.8
2580  28391  -7676743   11:07.0
2600  28611  -7676743   11:12.0
2620  28831  -7676743   11:16.9
2631  28941  -7676743   11:19.6
