Iter. Eval.  Best      Time m:s
0     12     -1.7e+13    0:00.6
1     24     -1.69e+13   0:01.0
2     36     -1.68e+13   0:01.3
3     48     -1.68e+13   0:01.6
20    252    -1.26e+13   0:06.7
40    492    -8.81e+12   0:12.1
60    732    -5.52e+12   0:17.2
80    972    -3.3e+11    0:22.4
100   1212   -1.9e+09    0:27.3
120   1452   -1.65e+09   0:32.7
140   1692   -1.64e+09   0:37.7
160   1932   -1.63e+09   0:42.8
180   2172   -1.59e+09   0:49.7
200   2412   -1.57e+09   0:56.9
220   2652   -1.56e+09   1:03.0
240   2892   -1.55e+09   1:09.2
260   3132   -1.54e+09   1:15.4
280   3372   -1.54e+09   1:22.5
300   3612   -1.54e+09   1:28.7
320   3852   -1.54e+09   1:34.9
340   4092   -1.54e+09   1:41.2
360   4332   -1.54e+09   1:47.5
380   4572   -1.54e+09   1:53.7
400   4812   -1.54e+09   2:00.0
420   5052   -1.54e+09   2:05.9
440   5292   -1.54e+09   2:12.2
460   5532   -1.54e+09   2:18.3
480   5772   -1.53e+09   2:24.2
500   6012   -1.53e+09   2:31.8
520   6252   -1.53e+09   2:38.8
540   6492   -1.52e+09   2:44.9
560   6732   -1.52e+09   2:51.3
580   6972   -1.51e+09   2:57.7
600   7212   -1.51e+09   3:04.0
620   7452   -1.51e+09   3:10.1
640   7692   -1.5e+09    3:16.7
660   7932   -1.5e+09    3:22.9
680   8172   -1.49e+09   3:29.1
700   8412   -1.49e+09   3:35.1
720   8652   -1.48e+09   3:41.3
740   8892   -1.47e+09   3:48.5
760   9132   -1.46e+09   3:55.3
780   9372   -1.46e+09   4:01.9
800   9612   -1.46e+09   4:08.0
820   9852   -1.46e+09   4:13.6
840   10092  -1.46e+09   4:19.7
860   10332  -1.46e+09   4:26.0
880   10572  -1.46e+09   4:32.3
900   10812  -1.46e+09   4:38.7
920   11052  -1.46e+09   4:44.7
940   11292  -1.46e+09   4:50.7
960   11532  -1.46e+09   4:56.7
980   11772  -1.46e+09   5:03.3
1000  12012  -1.46e+09   5:10.8
1020  12252  -1.46e+09   5:17.8
1040  12492  -1.46e+09   5:24.4
1060  12732  -1.46e+09   5:30.6
1080  12972  -1.46e+09   5:36.6
1100  13212  -1.46e+09   5:42.2
1120  13452  -1.45e+09   5:47.7
1140  13692  -1.45e+09   5:53.5
