Iter. Eval.  Best      Time m:s
0     12     -7.75e+09   0:00.5
1     24     -7.75e+09   0:00.7
2     36     -7.75e+09   0:00.9
3     48     -7.75e+09   0:01.0
20    252    -7.44e+09   0:04.1
40    492    -7.39e+09   0:07.4
60    732    -7.36e+09   0:11.2
80    972    -7.36e+09   0:15.4
100   1212   -7.36e+09   0:19.3
120   1452   -7.36e+09   0:22.8
140   1692   -7.36e+09   0:26.4
160   1932   -7.36e+09   0:30.0
180   2172   -7.36e+09   0:33.6
200   2412   -7.36e+09   0:37.1
220   2652   -7.36e+09   0:40.6
240   2892   -7.35e+09   0:44.2
260   3132   -7.35e+09   0:47.7
280   3372   -7.35e+09   0:51.4
300   3612   -7.35e+09   0:54.9
320   3852   -7.35e+09   0:58.6
340   4092   -7.35e+09   1:03.1
360   4332   -7.35e+09   1:07.1
380   4572   -7.35e+09   1:10.7
400   4812   -7.33e+09   1:14.1
420   5052   -7.26e+09   1:17.3
440   5292   -7.08e+09   1:20.6
460   5532   -6.91e+09   1:23.8
480   5772   -6.82e+09   1:27.2
500   6012   -6.62e+09   1:31.7
520   6252   -6.11e+09   1:35.6
540   6492   -5.43e+09   1:39.0
560   6732   -4.21e+09   1:42.6
580   6972   -2.67e+09   1:46.7
600   7212   -2.33e+09   1:50.8
620   7452   -1.68e+09   1:54.5
640   7692   -1.57e+09   1:58.1
660   7932   -1.42e+09   2:01.7
680   8172   -1.37e+09   2:05.2
700   8412   -1.35e+09   2:08.8
720   8652   -1.33e+09   2:12.4
740   8892   -1.32e+09   2:16.0
760   9132   -1.29e+09   2:19.7
780   9372   -1.22e+09   2:23.2
800   9612   -1.18e+09   2:26.8
820   9852   -1.16e+09   2:30.7
840   10092  -1.15e+09   2:34.6
860   10332  -1.14e+09   2:39.4
880   10572  -1.14e+09   2:43.5
900   10812  -1.14e+09   2:47.2
920   11052  -1.14e+09   2:50.8
940   11292  -1.14e+09   2:54.5
960   11532  -1.14e+09   2:58.3
980   11772  -1.14e+09   3:02.1
1000  12012  -1.14e+09   3:06.3
1020  12252  -1.14e+09   3:10.6
1040  12492  -1.14e+09   3:14.3
1060  12732  -1.14e+09   3:18.1
1080  12972  -1.14e+09   3:22.2
1100  13212  -1.14e+09   3:26.1
1120  13452  -1.14e+09   3:29.5
1140  13692  -1.14e+09   3:33.0
1160  13932  -1.14e+09   3:36.6
1180  14172  -1.13e+09   3:40.2
1200  14412  -1.11e+09   3:43.6
1220  14652  -1.08e+09   3:47.3
1240  14892  -1.07e+09   3:50.8
1260  15132  -1.05e+09   3:54.5
1280  15372  -1.05e+09   3:58.0
1300  15612  -1.04e+09   4:01.6
1320  15852  -1.03e+09   4:05.3
1340  16092  -1.02e+09   4:09.8
1360  16332  -1.01e+09   4:14.3
1380  16572  -9.89e+08   4:18.3
1400  16812  -9.7e+08    4:21.8
1420  17052  -9.58e+08   4:25.3
1440  17292  -9.44e+08   4:28.9
1460  17532  -9.34e+08   4:32.7
1480  17772  -9.19e+08   4:36.4
1500  18012  -8.98e+08   4:40.6
1520  18252  -8.25e+08   4:44.8
1540  18492  -7.58e+08   4:48.5
1560  18732  -7.12e+08   4:52.2
1580  18972  -6.95e+08   4:55.8
1600  19212  -6.73e+08   4:59.3
1620  19452  -6.53e+08   5:03.0
1640  19692  -6.28e+08   5:06.8
1660  19932  -6.05e+08   5:10.4
1680  20172  -5.96e+08   5:14.1
1700  20412  -5.83e+08   5:17.7
1720  20652  -5.68e+08   5:21.4
1740  20892  -5.54e+08   5:25.1
1760  21132  -4.99e+08   5:28.9
1780  21372  -4.53e+08   5:32.8
1800  21612  -4.23e+08   5:37.1
1820  21852  -3.91e+08   5:40.6
1840  22092  -3.62e+08   5:44.5
1860  22332  -3.25e+08   5:49.1
1880  22572  -2.92e+08   5:53.4
1900  22812  -2.65e+08   5:57.4
1920  23052  -2.53e+08   6:01.3
1940  23292  -2.26e+08   6:05.1
1960  23532  -1.27e+08   6:09.1
1980  23772  -4.41e+07   6:13.1
2000  24012  -3.93e+07   6:17.5
2020  24252  -3.52e+07   6:22.2
2040  24492  -3.35e+07   6:26.0
2060  24732  -3.16e+07   6:29.7
2080  24972  -2.69e+07   6:33.3
2100  25212  -2.33e+07   6:37.0
2120  25452  -2.12e+07   6:40.6
2140  25692  -1.8e+07    6:44.4
2160  25932  -1.6e+07    6:48.0
2180  26172  -1.48e+07   6:51.7
2200  26412  -1.42e+07   6:55.2
2220  26652  -1.33e+07   6:58.8
2240  26892  -1.29e+07   7:02.8
2260  27132  -1.26e+07   7:07.0
2280  27372  -1.23e+07   7:10.6
2300  27612  -1.22e+07   7:14.2
2320  27852  -1.21e+07   7:17.8
2340  28092  -1.2e+07    7:21.4
2360  28332  -1.19e+07   7:25.1
2380  28572  -1.19e+07   7:29.8
2400  28812  -1.18e+07   7:33.6
2420  29052  -1.18e+07   7:37.9
2440  29292  -1.18e+07   7:41.3
2460  29532  -1.18e+07   7:44.9
2480  29772  -1.17e+07   7:48.7
2500  30012  -1.17e+07   7:52.8
2520  30252  -1.17e+07   7:56.9
2540  30492  -1.17e+07   8:00.4
2560  30732  -1.17e+07   8:04.0
2580  30972  -1.16e+07   8:07.3
2600  31212  -1.16e+07   8:11.0
2620  31452  -1.16e+07   8:14.4
2640  31692  -1.16e+07   8:18.1
2660  31932  -1.16e+07   8:21.7
2680  32172  -1.16e+07   8:25.3
2700  32412  -1.16e+07   8:29.0
2720  32652  -1.16e+07   8:32.7
2740  32892  -1.13e+07   8:36.3
2760  33132  -1.12e+07   8:39.9
2780  33372  -1.12e+07   8:43.6
2800  33612  -1.12e+07   8:47.3
2820  33852  -1.12e+07   8:50.9
2840  34092  -1.12e+07   8:55.1
2860  34332  -1.12e+07   8:59.1
2880  34572  -1.12e+07   9:03.1
2900  34812  -1.12e+07   9:07.3
2920  35052  -1.12e+07   9:10.8
2940  35292  -1.12e+07   9:14.1
2960  35532  -1.12e+07   9:17.5
2980  35772  -1.12e+07   9:21.1
3000  36012  -1.12e+07   9:25.2
3020  36252  -1.12e+07   9:29.3
3040  36492  -1.12e+07   9:32.7
3060  36732  -1.12e+07   9:36.3
