Iter. Eval.  Best      Time m:s
0     12     -8.26e+09   0:00.7
1     24     -8.14e+09   0:01.0
2     36     -7.99e+09   0:01.3
3     48     -7.78e+09   0:01.5
20    252    -6.47e+09   0:05.6
40    492    -6.22e+09   0:10.0
60    732    -6.09e+09   0:14.6
80    972    -6.02e+09   0:19.2
100   1212   -5.97e+09   0:23.7
120   1452   -5.94e+09   0:28.2
140   1692   -5.87e+09   0:32.7
160   1932   -5.73e+09   0:37.1
180   2172   -5.64e+09   0:41.5
200   2412   -5.36e+09   0:45.9
220   2652   -5.08e+09   0:50.5
240   2892   -5.01e+09   0:55.6
260   3132   -5.01e+09   1:01.1
280   3372   -5e+09      1:06.5
300   3612   -4.98e+09   1:11.7
320   3852   -4.93e+09   1:16.7
340   4092   -4.87e+09   1:21.9
360   4332   -4.68e+09   1:26.6
380   4572   -4.51e+09   1:31.5
400   4812   -4.03e+09   1:36.3
420   5052   -3.41e+09   1:41.2
440   5292   -3.28e+09   1:46.0
460   5532   -3.08e+09   1:50.8
480   5772   -2.97e+09   1:55.7
500   6012   -2.91e+09   2:01.3
520   6252   -2.91e+09   2:07.5
540   6492   -2.88e+09   2:12.7
560   6732   -2.85e+09   2:17.6
580   6972   -2.83e+09   2:22.4
600   7212   -2.79e+09   2:26.9
620   7452   -2.74e+09   2:31.6
640   7692   -2.67e+09   2:36.2
660   7932   -2.65e+09   2:40.7
680   8172   -2.63e+09   2:45.2
700   8412   -2.63e+09   2:49.8
720   8652   -2.62e+09   2:54.4
740   8892   -2.59e+09   2:59.3
760   9132   -2.53e+09   3:05.0
780   9372   -2.47e+09   3:11.1
800   9612   -2.33e+09   3:16.9
820   9852   -2.13e+09   3:21.6
840   10092  -1.89e+09   3:26.7
860   10332  -1.75e+09   3:32.0
880   10572  -1.74e+09   3:37.5
900   10812  -1.72e+09   3:42.8
920   11052  -1.68e+09   3:47.9
940   11292  -1.61e+09   3:52.7
960   11532  -1.51e+09   3:57.4
980   11772  -1.41e+09   4:02.2
1000  12012  -1.34e+09   4:07.9
1020  12252  -1.26e+09   4:13.9
1040  12492  -1.19e+09   4:19.9
1060  12732  -1.12e+09   4:26.0
1080  12972  -1.11e+09   4:32.0
1100  13212  -1.1e+09    4:37.3
1120  13452  -1.06e+09   4:42.0
1140  13692  -1.03e+09   4:46.9
1160  13932  -1.01e+09   4:51.4
1180  14172  -9.99e+08   4:55.9
1200  14412  -9.89e+08   5:00.5
1220  14652  -9.38e+08   5:05.5
1240  14892  -8.5e+08    5:10.5
1260  15132  -7.47e+08   5:16.4
1280  15372  -5.65e+08   5:22.6
1300  15612  -3.94e+08   5:28.3
1320  15852  -2.64e+08   5:33.3
1340  16092  -2.19e+08   5:38.9
1360  16332  -1.98e+08   5:44.7
1380  16572  -1.7e+08    5:50.2
1400  16812  -1.66e+08   5:55.8
1420  17052  -1.61e+08   6:01.0
1440  17292  -1.61e+08   6:06.2
1460  17532  -1.6e+08    6:11.6
1480  17772  -1.6e+08    6:17.3
1500  18012  -1.59e+08   6:23.3
1520  18252  -1.59e+08   6:29.0
1540  18492  -1.59e+08   6:34.3
1560  18732  -1.58e+08   6:39.4
1580  18972  -1.55e+08   6:44.5
1600  19212  -1.52e+08   6:49.4
1620  19452  -1.48e+08   6:54.4
1640  19692  -1.34e+08   6:59.3
1660  19932  -1.25e+08   7:04.4
1680  20172  -1.07e+08   7:09.3
1700  20412  -8.87e+07   7:14.5
1720  20652  -8.53e+07   7:20.0
1740  20892  -8.17e+07   7:25.1
1760  21132  -8.04e+07   7:30.9
1780  21372  -7.91e+07   7:36.3
1800  21612  -7.65e+07   7:41.7
1820  21852  -7.31e+07   7:46.6
1840  22092  -7.27e+07   7:51.7
1860  22332  -7.24e+07   7:57.0
1880  22572  -7.22e+07   8:02.0
1900  22812  -7.21e+07   8:07.4
1920  23052  -7.2e+07    8:12.1
1940  23292  -7.18e+07   8:17.0
1960  23532  -7.13e+07   8:21.8
1980  23772  -7.09e+07   8:27.5
2000  24012  -7.05e+07   8:32.8
2020  24252  -7e+07      8:39.2
2040  24492  -6.91e+07   8:44.1
2060  24732  -6.76e+07   8:49.8
2080  24972  -6.65e+07   8:54.8
2100  25212  -6.54e+07   9:00.1
2120  25452  -6.46e+07   9:05.2
2140  25692  -6.34e+07   9:09.9
2160  25932  -6.17e+07   9:14.5
2180  26172  -5.99e+07   9:19.4
2200  26412  -5.8e+07    9:24.9
2220  26652  -5.7e+07    9:31.0
2240  26892  -5.63e+07   9:37.0
2260  27132  -5.55e+07   9:42.6
2280  27372  -5.49e+07   9:48.1
2300  27612  -5.43e+07   9:52.8
2320  27852  -5.41e+07   9:58.2
2340  28092  -5.39e+07  10:03.3
2360  28332  -5.38e+07  10:08.2
2380  28572  -5.37e+07  10:13.6
2400  28812  -5.37e+07  10:18.8
2420  29052  -5.37e+07  10:23.7
2440  29292  -5.37e+07  10:28.6
2460  29532  -5.37e+07  10:33.6
2480  29772  -5.36e+07  10:39.3
2500  30012  -5.34e+07  10:44.6
2520  30252  -5.33e+07  10:51.1
2540  30492  -5.32e+07  10:56.6
2560  30732  -5.32e+07  11:01.3
2580  30972  -5.32e+07  11:06.3
2600  31212  -5.32e+07  11:11.8
2620  31452  -5.32e+07  11:17.4
2640  31692  -5.32e+07  11:22.7
2660  31932  -5.32e+07  11:27.5
2680  32172  -5.32e+07  11:32.1
2700  32412  -5.32e+07  11:37.5
2720  32652  -5.31e+07  11:43.7
2740  32892  -5.31e+07  11:49.2
2760  33132  -5.31e+07  11:55.6
2780  33372  -5.31e+07  12:01.7
2800  33612  -5.31e+07  12:07.3
2820  33852  -5.31e+07  12:12.3
2840  34092  -5.31e+07  12:17.2
2860  34332  -5.31e+07  12:22.1
2880  34572  -5.31e+07  12:27.5
2900  34812  -5.31e+07  12:32.8
2920  35052  -5.31e+07  12:38.1
2940  35292  -5.31e+07  12:43.1
2960  35532  -5.31e+07  12:49.1
2980  35772  -5.31e+07  12:55.9
3000  36012  -5.31e+07  13:01.7
3020  36252  -5.31e+07  13:08.2
3040  36492  -5.31e+07  13:13.7
3060  36732  -5.31e+07  13:19.1
3080  36972  -5.31e+07  13:24.1
3100  37212  -5.31e+07  13:28.9
3120  37452  -5.31e+07  13:33.8
3140  37692  -5.31e+07  13:39.5
3160  37932  -5.31e+07  13:44.7
3180  38172  -5.31e+07  13:49.7
3200  38412  -5.31e+07  13:55.3
3220  38652  -5.31e+07  13:59.9
3238  38856  -5.31e+07  14:04.2
