Iter. Eval.  Best      Time m:s
0     12     -1.1e+10    0:00.6
1     24     -1.09e+10   0:01.0
2     36     -1.08e+10   0:01.3
3     48     -1.08e+10   0:01.6
20    252    -1.08e+10   0:06.0
40    492    -1.08e+10   0:10.8
60    732    -1.08e+10   0:15.9
80    972    -1.07e+10   0:20.3
100   1212   -1.07e+10   0:24.9
120   1452   -1.07e+10   0:29.5
140   1692   -1.07e+10   0:34.6
160   1932   -1.06e+10   0:39.3
180   2172   -1.06e+10   0:44.1
200   2412   -1.06e+10   0:48.6
220   2652   -1.06e+10   0:53.4
240   2892   -1.06e+10   0:57.9
260   3132   -1.06e+10   1:03.6
280   3372   -1.06e+10   1:09.2
300   3612   -1.06e+10   1:14.2
320   3852   -1.05e+10   1:19.2
340   4092   -1.05e+10   1:24.0
360   4332   -1.05e+10   1:28.6
380   4572   -1.05e+10   1:33.3
400   4812   -1.05e+10   1:38.0
420   5052   -1.05e+10   1:42.4
440   5292   -1.04e+10   1:46.9
460   5532   -1.03e+10   1:51.4
480   5772   -9.49e+09   1:56.1
500   6012   -7.91e+09   2:01.9
520   6252   -7.15e+09   2:07.7
540   6492   -3.32e+09   2:12.3
560   6732   -3.29e+09   2:17.2
580   6972   -3.12e+09   2:22.3
600   7212   -2.88e+09   2:27.1
620   7452   -2.79e+09   2:31.8
640   7692   -2.73e+09   2:36.3
660   7932   -2.68e+09   2:41.0
680   8172   -2.64e+09   2:45.8
700   8412   -2.63e+09   2:50.5
720   8652   -2.62e+09   2:55.4
740   8892   -2.61e+09   3:00.5
760   9132   -2.6e+09    3:06.7
780   9372   -2.59e+09   3:12.7
800   9612   -2.58e+09   3:17.7
820   9852   -2.56e+09   3:22.6
840   10092  -2.53e+09   3:27.4
860   10332  -2.48e+09   3:32.1
880   10572  -2.42e+09   3:36.8
900   10812  -2.31e+09   3:41.8
920   11052  -2.23e+09   3:46.6
940   11292  -2.21e+09   3:51.2
960   11532  -2.2e+09    3:56.1
980   11772  -2.18e+09   4:01.1
1000  12012  -2.13e+09   4:06.9
