Iter. Eval.  Best      Time m:s
0     12     -7.73e+09   0:00.6
1     24     -7.72e+09   0:00.8
2     36     -7.7e+09    0:01.0
3     48     -7.66e+09   0:01.1
20    252    -4.35e+09   0:03.0
40    492    -3.55e+09   0:05.2
60    732    -2.74e+09   0:07.3
80    972    -2.53e+09   0:09.4
100   1212   -2.46e+09   0:11.6
120   1452   -2.44e+09   0:13.7
140   1692   -2.43e+09   0:15.9
160   1932   -2.42e+09   0:18.0
180   2172   -2.34e+09   0:20.1
200   2412   -2.23e+09   0:22.4
220   2652   -2.11e+09   0:24.6
240   2892   -1.91e+09   0:26.9
260   3132   -1.27e+09   0:28.9
280   3372   -1.14e+09   0:31.0
300   3612   -1.06e+09   0:33.2
320   3852   -1.04e+09   0:35.4
340   4092   -1.03e+09   0:37.4
360   4332   -1.01e+09   0:39.5
380   4572   -9.95e+08   0:41.6
400   4812   -9.82e+08   0:43.6
420   5052   -9.66e+08   0:45.7
440   5292   -9.55e+08   0:47.9
460   5532   -9.26e+08   0:49.9
480   5772   -8.5e+08    0:52.0
500   6012   -7.99e+08   0:55.3
520   6252   -7.67e+08   0:58.5
540   6492   -7.33e+08   1:00.6
560   6732   -6.88e+08   1:02.8
580   6972   -6.34e+08   1:05.1
600   7212   -5.76e+08   1:07.3
620   7452   -5.46e+08   1:09.4
640   7692   -5.38e+08   1:11.8
660   7932   -5.34e+08   1:13.9
680   8172   -5.27e+08   1:16.2
700   8412   -5.25e+08   1:18.4
720   8652   -5.18e+08   1:20.5
740   8892   -5.12e+08   1:22.7
760   9132   -4.83e+08   1:24.8
780   9372   -4.56e+08   1:27.0
800   9612   -4.26e+08   1:29.2
820   9852   -3.94e+08   1:31.4
840   10092  -3.34e+08   1:33.5
860   10332  -2.62e+08   1:35.7
880   10572  -1.9e+08    1:37.9
900   10812  -1.56e+08   1:40.1
920   11052  -1.38e+08   1:42.3
940   11292  -1.22e+08   1:44.5
960   11532  -1.13e+08   1:46.7
980   11772  -1.1e+08    1:49.3
1000  12012  -1.08e+08   1:52.4
1020  12252  -1.06e+08   1:56.0
1040  12492  -1.03e+08   1:58.3
1060  12732  -9.83e+07   2:00.5
1080  12972  -9.45e+07   2:02.7
1100  13212  -9.27e+07   2:04.9
1120  13452  -9.08e+07   2:07.1
1140  13692  -8.58e+07   2:09.3
1160  13932  -8.3e+07    2:11.4
1180  14172  -8.25e+07   2:13.6
1200  14412  -8.16e+07   2:15.8
1220  14652  -8.08e+07   2:18.0
1240  14892  -7.9e+07    2:20.2
1260  15132  -7.75e+07   2:22.3
1280  15372  -7.7e+07    2:24.4
1300  15612  -7.54e+07   2:26.6
1320  15852  -7.32e+07   2:28.9
1340  16092  -6.94e+07   2:31.2
