Iter. Eval.  Best      Time m:s
0     12     -3.26e+10   0:00.8
1     24     -2.95e+10   0:01.2
2     36     -1.82e+10   0:01.5
3     48     -1.73e+10   0:01.9
20    252    -6.17e+09   0:07.5
40    492    -4.97e+09   0:12.9
60    732    -4.97e+09   0:18.1
80    972    -4.97e+09   0:23.6
100   1212   -4.97e+09   0:28.7
120   1452   -4.97e+09   0:33.9
140   1692   -4.97e+09   0:39.6
160   1932   -4.95e+09   0:45.4
180   2172   -4.76e+09   0:51.7
200   2412   -4.76e+09   0:56.9
220   2652   -4.73e+09   1:02.3
240   2892   -4.72e+09   1:07.6
260   3132   -4.72e+09   1:12.7
280   3372   -4.71e+09   1:17.9
300   3612   -4.71e+09   1:23.6
320   3852   -4.7e+09    1:29.1
340   4092   -4.7e+09    1:34.7
360   4332   -4.7e+09    1:39.9
380   4572   -4.69e+09   1:45.1
400   4812   -4.68e+09   1:50.2
420   5052   -4.68e+09   1:55.4
440   5292   -4.66e+09   2:00.9
460   5532   -4.65e+09   2:06.3
480   5772   -4.63e+09   2:11.6
500   6012   -4.61e+09   2:18.2
520   6252   -4.55e+09   2:23.8
540   6492   -4.25e+09   2:29.1
560   6732   -4.18e+09   2:34.2
580   6972   -4.11e+09   2:39.1
600   7212   -4.06e+09   2:44.1
620   7452   -3.98e+09   2:49.1
640   7692   -3.87e+09   2:54.4
660   7932   -3.77e+09   3:00.7
680   8172   -3.76e+09   3:05.7
700   8412   -3.75e+09   3:10.5
720   8652   -3.75e+09   3:15.5
740   8892   -3.74e+09   3:20.3
760   9132   -3.74e+09   3:25.7
780   9372   -3.73e+09   3:30.8
800   9612   -3.72e+09   3:35.6
820   9852   -3.69e+09   3:40.4
840   10092  -3.65e+09   3:45.1
860   10332  -3.62e+09   3:49.8
880   10572  -3.56e+09   3:55.3
900   10812  -3.49e+09   4:00.7
920   11052  -3.39e+09   4:05.5
940   11292  -3.21e+09   4:10.6
960   11532  -2.96e+09   4:15.4
980   11772  -2.61e+09   4:20.1
1000  12012  -2.44e+09   4:26.2
1020  12252  -2.44e+09   4:32.4
1040  12492  -2.38e+09   4:37.1
1060  12732  -2.35e+09   4:41.9
1080  12972  -2.31e+09   4:46.7
1100  13212  -2.3e+09    4:51.3
1120  13452  -2.25e+09   4:56.1
1140  13692  -2.06e+09   5:00.7
1160  13932  -1.97e+09   5:07.2
1180  14172  -1.95e+09   5:13.0
1200  14412  -1.93e+09   5:17.9
1220  14652  -1.91e+09   5:22.5
1240  14892  -1.9e+09    5:27.0
