Iter. Eval.  Best      Time m:s
0     12     -2.5e+10    0:00.7
1     24     -1.78e+10   0:01.0
2     36     -1.54e+10   0:01.3
3     48     -1.45e+10   0:01.6
20    252    -9.89e+09   0:05.9
40    492    -9.84e+09   0:11.0
60    732    -9.74e+09   0:16.0
80    972    -9.67e+09   0:20.8
100   1212   -9.59e+09   0:25.9
120   1452   -9.56e+09   0:30.9
140   1692   -9.54e+09   0:36.2
160   1932   -9.54e+09   0:41.2
180   2172   -9.53e+09   0:46.2
200   2412   -9.52e+09   0:51.2
220   2652   -9.51e+09   0:56.4
240   2892   -9.48e+09   1:01.3
260   3132   -9.41e+09   1:06.0
280   3372   -9.15e+09   1:10.8
300   3612   -6.73e+09   1:15.9
320   3852   -5.17e+09   1:20.9
340   4092   -4.83e+09   1:25.8
360   4332   -4.81e+09   1:30.9
380   4572   -4.63e+09   1:36.0
400   4812   -4.22e+09   1:40.8
420   5052   -3.84e+09   1:45.7
440   5292   -3.75e+09   1:50.6
460   5532   -3.75e+09   1:55.4
480   5772   -3.73e+09   2:01.0
500   6012   -3.73e+09   2:07.2
520   6252   -3.73e+09   2:13.0
540   6492   -3.71e+09   2:17.6
560   6732   -3.71e+09   2:22.2
580   6972   -3.7e+09    2:26.8
600   7212   -3.7e+09    2:31.5
620   7452   -3.7e+09    2:36.2
640   7692   -3.69e+09   2:40.9
660   7932   -3.69e+09   2:45.8
680   8172   -3.69e+09   2:50.3
700   8412   -3.68e+09   2:54.9
720   8652   -3.65e+09   2:59.9
740   8892   -3.64e+09   3:04.9
760   9132   -3.64e+09   3:09.5
780   9372   -3.63e+09   3:14.1
800   9612   -3.63e+09   3:18.5
820   9852   -3.63e+09   3:23.0
840   10092  -3.63e+09   3:27.6
860   10332  -3.63e+09   3:32.3
880   10572  -3.63e+09   3:36.8
900   10812  -3.63e+09   3:41.5
920   11052  -3.63e+09   3:45.9
940   11292  -3.63e+09   3:50.2
960   11532  -3.63e+09   3:54.6
980   11772  -3.63e+09   3:59.7
1000  12012  -3.62e+09   4:05.4
1020  12252  -3.41e+09   4:12.5
1040  12492  -3.39e+09   4:18.0
1060  12732  -3.33e+09   4:23.2
1080  12972  -3.29e+09   4:28.5
