Iter. Eval.  Best      Time m:s
0     12     -1.32e+11   0:00.6
1     24     -9.2e+10    0:01.0
2     36     -4.69e+10   0:01.3
3     48     -3.91e+10   0:01.6
20    252    -4.13e+09   0:05.7
40    492    -3.04e+09   0:10.4
60    732    -2.98e+09   0:15.0
80    972    -2.87e+09   0:19.8
100   1212   -2.85e+09   0:24.4
120   1452   -2.85e+09   0:29.4
140   1692   -2.84e+09   0:33.9
160   1932   -2.83e+09   0:38.5
180   2172   -2.81e+09   0:43.1
200   2412   -2.74e+09   0:47.8
220   2652   -2.68e+09   0:52.3
240   2892   -2.61e+09   0:57.0
260   3132   -2.43e+09   1:01.6
280   3372   -2.12e+09   1:06.2
300   3612   -2.08e+09   1:10.8
320   3852   -2.03e+09   1:15.4
340   4092   -1.99e+09   1:19.8
360   4332   -1.93e+09   1:24.2
380   4572   -1.92e+09   1:28.7
400   4812   -1.9e+09    1:33.1
420   5052   -1.9e+09    1:37.7
440   5292   -1.89e+09   1:42.3
460   5532   -1.88e+09   1:47.1
480   5772   -1.88e+09   1:51.6
500   6012   -1.86e+09   1:57.7
520   6252   -1.84e+09   2:04.6
540   6492   -1.81e+09   2:10.4
560   6732   -1.78e+09   2:15.0
580   6972   -1.75e+09   2:20.0
600   7212   -1.75e+09   2:24.9
620   7452   -1.74e+09   2:30.0
640   7692   -1.74e+09   2:34.9
660   7932   -1.74e+09   2:40.0
680   8172   -1.74e+09   2:45.3
700   8412   -1.73e+09   2:50.1
720   8652   -1.69e+09   2:55.4
740   8892   -1.6e+09    3:00.7
760   9132   -1.51e+09   3:06.4
780   9372   -1.44e+09   3:11.8
800   9612   -1.38e+09   3:17.1
820   9852   -1.36e+09   3:22.1
840   10092  -1.35e+09   3:27.2
860   10332  -1.34e+09   3:31.9
880   10572  -1.34e+09   3:37.0
900   10812  -1.33e+09   3:41.8
920   11052  -1.31e+09   3:46.6
940   11292  -1.3e+09    3:51.4
960   11532  -1.3e+09    3:56.3
980   11772  -1.3e+09    4:01.2
1000  12012  -1.3e+09    4:07.4
1020  12252  -1.3e+09    4:13.8
1040  12492  -1.3e+09    4:19.4
1060  12732  -1.3e+09    4:24.5
1080  12972  -1.3e+09    4:29.7
1100  13212  -1.3e+09    4:34.8
1120  13452  -1.3e+09    4:39.7
1140  13692  -1.3e+09    4:44.7
1160  13932  -1.3e+09    4:49.6
1180  14172  -1.3e+09    4:54.8
1200  14412  -1.3e+09    4:59.8
1220  14652  -1.3e+09    5:05.0
1240  14892  -1.3e+09    5:10.2
1260  15132  -1.3e+09    5:15.3
1280  15372  -1.3e+09    5:20.4
1300  15612  -1.3e+09    5:25.3
1320  15852  -1.3e+09    5:30.5
1340  16092  -1.3e+09    5:35.8
1360  16332  -1.3e+09    5:40.8
1380  16572  -1.3e+09    5:45.7
1400  16812  -1.3e+09    5:50.5
1420  17052  -1.3e+09    5:55.7
1440  17292  -1.3e+09    6:01.2
1460  17532  -1.3e+09    6:06.0
1480  17772  -1.3e+09    6:11.2
1500  18012  -1.3e+09    6:17.6
1520  18252  -1.3e+09    6:23.7
1540  18492  -1.3e+09    6:30.0
1560  18732  -1.3e+09    6:35.2
1580  18972  -1.3e+09    6:40.5
1600  19212  -1.3e+09    6:45.4
1620  19452  -1.3e+09    6:50.3
1640  19692  -1.3e+09    6:55.2
1660  19932  -1.3e+09    6:59.7
1680  20172  -1.3e+09    7:04.4
1700  20412  -1.3e+09    7:09.6
1720  20652  -1.3e+09    7:14.4
1740  20892  -1.3e+09    7:19.0
1760  21132  -1.3e+09    7:23.8
1780  21372  -1.3e+09    7:28.9
1800  21612  -1.3e+09    7:34.4
1820  21852  -1.3e+09    7:39.1
1840  22092  -1.3e+09    7:43.5
1860  22332  -1.3e+09    7:48.6
1880  22572  -1.3e+09    7:53.8
1900  22812  -1.3e+09    7:58.8
1920  23052  -1.3e+09    8:03.6
1940  23292  -1.3e+09    8:07.9
1945  23340  -1.3e+09    8:08.8
