Iter. Eval.  Best      Time m:s
0     12     -3.57e+10   0:00.5
1     24     -7.36e+09   0:00.8
2     36     -3.98e+09   0:00.9
3     48     -3.48e+09   0:01.0
20    252    -3.14e+09   0:02.6
40    492    -3e+09      0:04.7
60    732    -2.94e+09   0:06.7
80    972    -2.87e+09   0:08.7
100   1212   -2.83e+09   0:10.7
120   1452   -2.75e+09   0:12.8
140   1692   -2.75e+09   0:14.8
160   1932   -2.73e+09   0:16.8
180   2172   -2.72e+09   0:18.8
200   2412   -2.71e+09   0:21.0
220   2652   -2.7e+09    0:23.1
240   2892   -2.68e+09   0:25.2
260   3132   -2.66e+09   0:27.2
280   3372   -2.65e+09   0:29.3
300   3612   -2.64e+09   0:31.4
320   3852   -2.62e+09   0:33.4
340   4092   -1.95e+09   0:35.5
360   4332   -1.88e+09   0:37.6
380   4572   -1.85e+09   0:39.7
400   4812   -1.84e+09   0:41.7
420   5052   -1.83e+09   0:43.8
440   5292   -1.82e+09   0:45.9
460   5532   -1.81e+09   0:48.1
480   5772   -1.8e+09    0:50.2
500   6012   -1.76e+09   0:53.1
520   6252   -1.62e+09   0:56.3
540   6492   -1.58e+09   0:58.8
560   6732   -1.57e+09   1:00.9
580   6972   -1.56e+09   1:03.1
600   7212   -1.55e+09   1:05.3
620   7452   -1.53e+09   1:07.4
640   7692   -1.48e+09   1:09.6
660   7932   -1.47e+09   1:11.8
680   8172   -1.46e+09   1:14.1
700   8412   -1.46e+09   1:16.2
720   8652   -1.46e+09   1:18.4
740   8892   -1.46e+09   1:20.5
760   9132   -1.46e+09   1:23.0
780   9372   -1.45e+09   1:25.3
800   9612   -1.44e+09   1:27.4
820   9852   -1.42e+09   1:29.6
840   10092  -1.4e+09    1:31.7
860   10332  -1.39e+09   1:34.0
880   10572  -1.38e+09   1:36.1
900   10812  -1.38e+09   1:38.4
920   11052  -1.36e+09   1:40.6
940   11292  -1.35e+09   1:42.8
960   11532  -1.31e+09   1:45.0
980   11772  -1.26e+09   1:47.6
1000  12012  -1.24e+09   1:50.9
1020  12252  -1.24e+09   1:53.9
1040  12492  -1.24e+09   1:56.2
1060  12732  -1.24e+09   1:58.4
1080  12972  -1.23e+09   2:00.6
1100  13212  -1.23e+09   2:02.8
1120  13452  -1.23e+09   2:05.1
1140  13692  -1.23e+09   2:07.3
1160  13932  -1.21e+09   2:09.6
1180  14172  -1.17e+09   2:11.8
1200  14412  -1.14e+09   2:14.1
1220  14652  -1.12e+09   2:16.3
1240  14892  -1.11e+09   2:18.5
1260  15132  -1.1e+09    2:20.7
1280  15372  -1.09e+09   2:22.9
1300  15612  -1.03e+09   2:25.1
1320  15852  -7.68e+08   2:27.3
1340  16092  -6.1e+08    2:29.4
1360  16332  -3.51e+08   2:31.6
1380  16572  -2.28e+08   2:33.8
1400  16812  -1.68e+08   2:36.0
1420  17052  -8.64e+07   2:38.2
