Iter. Eval.  Best      Time m:s
0     12     -2.53e+13   0:00.5
1     24     -2.39e+13   0:00.8
2     36     -2.18e+13   0:00.9
3     48     -1.88e+13   0:01.0
20    252    -1.3e+10    0:03.2
40    492    -9.28e+09   0:05.3
60    732    -8.7e+09    0:07.4
80    972    -8.4e+09    0:09.7
100   1212   -8.06e+09   0:12.0
120   1452   -7.29e+09   0:15.3
140   1692   -6.71e+09   0:18.3
160   1932   -6.2e+09    0:20.6
180   2172   -5.84e+09   0:23.0
200   2412   -5.67e+09   0:25.4
220   2652   -5.53e+09   0:27.6
240   2892   -5.47e+09   0:30.0
260   3132   -5.45e+09   0:32.4
280   3372   -5.43e+09   0:34.8
300   3612   -5.41e+09   0:37.1
320   3852   -5.38e+09   0:39.7
340   4092   -5.35e+09   0:42.1
360   4332   -5.35e+09   0:44.4
380   4572   -5.32e+09   0:46.8
400   4812   -5.24e+09   0:49.2
420   5052   -5.2e+09    0:51.5
440   5292   -5.08e+09   0:53.7
460   5532   -4.76e+09   0:56.1
480   5772   -3.01e+09   0:58.4
500   6012   -2.2e+09    1:01.7
520   6252   -1.94e+09   1:05.3
540   6492   -1.68e+09   1:07.8
560   6732   -1.66e+09   1:10.2
580   6972   -1.65e+09   1:12.6
600   7212   -1.63e+09   1:15.0
620   7452   -1.57e+09   1:18.3
640   7692   -1.44e+09   1:21.7
660   7932   -1.26e+09   1:24.0
680   8172   -1.14e+09   1:26.2
700   8412   -1.11e+09   1:28.3
720   8652   -1.11e+09   1:30.5
740   8892   -1.1e+09    1:32.6
760   9132   -1.09e+09   1:34.8
780   9372   -1.09e+09   1:37.0
800   9612   -1.09e+09   1:39.2
820   9852   -1.09e+09   1:41.5
840   10092  -1.09e+09   1:43.8
860   10332  -1.09e+09   1:46.0
880   10572  -1.09e+09   1:48.1
900   10812  -1.08e+09   1:50.4
920   11052  -1.08e+09   1:52.7
940   11292  -1.07e+09   1:54.8
960   11532  -1.03e+09   1:56.9
980   11772  -9.99e+08   1:59.6
1000  12012  -9.95e+08   2:02.8
1020  12252  -9.91e+08   2:06.4
1040  12492  -9.89e+08   2:09.3
1060  12732  -9.88e+08   2:11.6
1080  12972  -9.86e+08   2:13.8
1100  13212  -9.85e+08   2:16.6
1120  13452  -9.79e+08   2:19.6
1140  13692  -9.44e+08   2:22.5
1160  13932  -8.68e+08   2:25.5
1180  14172  -8.39e+08   2:27.8
1200  14412  -8.05e+08   2:30.0
1220  14652  -7.62e+08   2:32.4
1240  14892  -7.47e+08   2:34.6
1260  15132  -7.24e+08   2:36.7
1280  15372  -6.8e+08    2:38.9
1300  15612  -6.45e+08   2:41.3
1320  15852  -6.14e+08   2:43.5
1340  16092  -5.1e+08    2:45.7
1360  16332  -3.67e+08   2:47.8
1380  16572  -2.5e+08    2:49.9
1400  16812  -2.27e+08   2:52.0
1420  17052  -2.21e+08   2:54.1
1440  17292  -2.15e+08   2:56.6
1460  17532  -1.99e+08   2:58.8
1480  17772  -1.81e+08   3:01.7
1500  18012  -9.32e+07   3:05.1
1520  18252  -5.66e+07   3:08.7
1540  18492  -4.19e+07   3:10.9
1560  18732  -3.5e+07    3:13.6
1580  18972  -3.02e+07   3:16.4
1600  19212  -2.86e+07   3:19.9
1620  19452  -2.71e+07   3:23.1
1640  19692  -2.49e+07   3:25.4
1660  19932  -2.3e+07    3:27.5
1680  20172  -2.16e+07   3:29.6
1700  20412  -2.02e+07   3:31.8
1720  20652  -1.78e+07   3:34.0
1740  20892  -1.64e+07   3:36.1
1760  21132  -1.46e+07   3:38.2
1780  21372  -1.3e+07    3:40.3
1800  21612  -1.21e+07   3:42.4
1820  21852  -1.17e+07   3:44.5
1840  22092  -1.16e+07   3:46.7
1860  22332  -1.16e+07   3:48.9
1880  22572  -1.15e+07   3:51.0
1900  22812  -1.15e+07   3:53.2
1920  23052  -1.14e+07   3:55.3
1940  23292  -1.13e+07   3:58.0
1960  23532  -1.13e+07   4:01.0
1980  23772  -1.12e+07   4:04.2
2000  24012  -1.12e+07   4:08.1
2020  24252  -1.12e+07   4:11.3
2040  24492  -1.12e+07   4:14.4
2060  24732  -1.12e+07   4:18.0
2080  24972  -1.12e+07   4:21.3
2100  25212  -1.12e+07   4:24.0
2120  25452  -1.12e+07   4:26.8
2140  25692  -1.12e+07   4:29.4
2160  25932  -1.12e+07   4:32.1
2180  26172  -1.12e+07   4:34.6
2200  26412  -1.12e+07   4:37.2
2220  26652  -1.12e+07   4:39.6
2240  26892  -1.12e+07   4:42.0
2260  27132  -1.12e+07   4:44.2
2280  27372  -1.12e+07   4:46.7
2300  27612  -1.12e+07   4:49.1
2320  27852  -1.12e+07   4:51.8
2340  28092  -1.12e+07   4:54.2
2360  28332  -1.12e+07   4:56.8
2380  28572  -1.12e+07   4:59.7
2400  28812  -1.12e+07   5:01.8
2420  29052  -1.12e+07   5:04.0
2440  29292  -1.12e+07   5:06.4
2460  29532  -1.12e+07   5:08.7
2480  29772  -1.12e+07   5:11.6
2500  30012  -1.12e+07   5:15.2
2520  30252  -1.12e+07   5:18.8
2540  30492  -1.12e+07   5:22.4
2560  30732  -1.12e+07   5:25.8
