Iter. Eval.  Best      Time m:s
0     12     -2.92e+13   0:00.7
1     24     -2.92e+13   0:01.1
2     36     -2.92e+13   0:01.4
3     48     -2.92e+13   0:01.8
20    252    -2.67e+13   0:06.2
40    492    -1.16e+13   0:11.3
60    732    -6.71e+12   0:16.0
80    972    -9.4e+11    0:20.7
100   1212   -7.41e+11   0:24.4
120   1452   -3.57e+11   0:29.8
140   1692   -5.26e+09   0:35.4
160   1932   -4.76e+09   0:40.1
180   2172   -4.5e+09    0:44.6
200   2412   -4.37e+09   0:49.4
220   2652   -4.32e+09   0:54.1
240   2892   -4.28e+09   0:58.7
260   3132   -3.66e+09   1:03.3
280   3372   -3.6e+09    1:08.1
300   3612   -3.5e+09    1:13.2
320   3852   -3.5e+09    1:18.2
340   4092   -3.5e+09    1:23.1
360   4332   -3.49e+09   1:27.8
380   4572   -3.49e+09   1:32.5
400   4812   -3.49e+09   1:37.1
420   5052   -3.49e+09   1:41.8
440   5292   -3.49e+09   1:46.5
460   5532   -3.49e+09   1:51.4
480   5772   -3.49e+09   1:56.1
500   6012   -3.49e+09   2:02.3
520   6252   -3.49e+09   2:07.9
540   6492   -3.49e+09   2:12.5
560   6732   -3.49e+09   2:17.1
580   6972   -3.49e+09   2:21.9
600   7212   -3.49e+09   2:27.8
620   7452   -3.49e+09   2:33.6
640   7692   -3.49e+09   2:38.7
660   7932   -3.48e+09   2:43.2
680   8172   -3.48e+09   2:47.9
700   8412   -3.48e+09   2:52.6
720   8652   -3.48e+09   2:57.2
740   8892   -3.48e+09   3:01.7
760   9132   -3.46e+09   3:06.3
780   9372   -3.4e+09    3:10.9
800   9612   -3.4e+09    3:15.8
820   9852   -3.4e+09    3:20.7
840   10092  -3.4e+09    3:25.9
860   10332  -3.39e+09   3:31.1
880   10572  -3.36e+09   3:36.0
900   10812  -3.35e+09   3:41.0
920   11052  -3.35e+09   3:46.1
940   11292  -3.34e+09   3:51.0
960   11532  -3.33e+09   3:55.9
980   11772  -3.32e+09   4:01.2
1000  12012  -3.32e+09   4:06.9
1020  12252  -3.32e+09   4:13.0
1040  12492  -3.31e+09   4:17.9
1060  12732  -3.31e+09   4:23.2
1080  12972  -3.31e+09   4:28.1
1100  13212  -3.31e+09   4:34.2
1120  13452  -3.3e+09    4:39.7
1140  13692  -3.28e+09   4:45.0
1160  13932  -3.27e+09   4:50.0
1180  14172  -3.26e+09   4:54.5
1200  14412  -3.24e+09   4:59.2
1220  14652  -3.23e+09   5:04.0
1240  14892  -3.23e+09   5:08.8
1260  15132  -3.22e+09   5:13.7
1280  15372  -3.21e+09   5:18.3
1300  15612  -3.2e+09    5:23.3
1320  15852  -3.2e+09    5:28.3
1340  16092  -3.19e+09   5:33.6
1360  16332  -3.19e+09   5:38.9
1380  16572  -3.19e+09   5:44.2
1400  16812  -3.18e+09   5:49.6
1420  17052  -3.18e+09   5:54.5
1440  17292  -3.09e+09   5:59.5
1460  17532  -2.89e+09   6:04.5
1480  17772  -2.36e+09   6:09.7
1500  18012  -2.24e+09   6:15.8
1520  18252  -2.12e+09   6:21.3
1540  18492  -2.04e+09   6:27.0
1560  18732  -2.01e+09   6:32.8
1580  18972  -1.97e+09   6:39.2
1600  19212  -1.88e+09   6:45.5
1620  19452  -1.87e+09   6:51.4
1640  19692  -1.86e+09   6:57.4
1660  19932  -1.86e+09   7:03.3
1680  20172  -1.86e+09   7:09.6
1700  20412  -1.86e+09   7:15.7
1720  20652  -1.85e+09   7:21.9
1740  20892  -1.82e+09   7:27.0
1760  21132  -1.81e+09   7:31.9
1780  21372  -1.81e+09   7:36.9
1800  21612  -1.8e+09    7:41.6
1820  21852  -1.79e+09   7:46.4
1840  22092  -1.78e+09   7:51.4
1860  22332  -1.73e+09   7:56.4
1880  22572  -1.66e+09   8:01.2
1900  22812  -1.6e+09    8:06.3
1920  23052  -1.42e+09   8:11.4
1940  23292  -7.82e+08   8:16.2
1960  23532  -6.16e+08   8:21.2
1980  23772  -5.29e+08   8:26.4
2000  24012  -4.34e+08   8:32.7
2020  24252  -3.73e+08   8:38.8
2040  24492  -2.56e+08   8:44.5
2060  24732  -2.02e+08   8:50.0
2080  24972  -1.8e+08    8:56.5
2100  25212  -1.24e+08   9:02.2
2120  25452  -1.07e+08   9:07.7
2140  25692  -9.69e+07   9:12.5
2160  25932  -8.89e+07   9:17.6
2180  26172  -8.66e+07   9:22.6
2200  26412  -8.44e+07   9:28.0
2220  26652  -8.23e+07   9:32.7
2240  26892  -8.12e+07   9:37.3
2260  27132  -7.95e+07   9:42.3
2280  27372  -7.81e+07   9:47.7
2300  27612  -7.66e+07   9:53.1
2320  27852  -7.57e+07   9:57.8
2340  28092  -7.51e+07  10:02.6
2360  28332  -7.48e+07  10:07.4
2380  28572  -7.48e+07  10:12.2
2400  28812  -7.47e+07  10:17.8
2420  29052  -7.47e+07  10:23.2
2440  29292  -7.46e+07  10:28.2
2460  29532  -7.31e+07  10:33.1
2480  29772  -7.21e+07  10:38.3
2500  30012  -7.17e+07  10:44.2
2520  30252  -7.13e+07  10:50.4
2540  30492  -7.1e+07   10:56.3
2560  30732  -7.08e+07  11:01.8
2580  30972  -7.07e+07  11:08.0
2600  31212  -7.07e+07  11:14.5
2620  31452  -7.07e+07  11:20.1
2640  31692  -7.07e+07  11:25.4
2660  31932  -7.06e+07  11:30.2
2680  32172  -7.06e+07  11:34.9
2700  32412  -7.05e+07  11:39.9
2720  32652  -7.04e+07  11:45.7
2740  32892  -7.03e+07  11:50.3
2760  33132  -7.03e+07  11:55.4
2780  33372  -7.03e+07  12:00.4
2800  33612  -7.03e+07  12:05.1
2820  33852  -7.03e+07  12:09.7
2840  34092  -7.03e+07  12:14.4
2860  34332  -7.03e+07  12:19.2
2880  34572  -7.03e+07  12:24.2
2900  34812  -7.03e+07  12:29.0
2920  35052  -7.03e+07  12:34.0
2940  35292  -7.03e+07  12:39.0
2960  35532  -7.03e+07  12:43.6
2980  35772  -7.02e+07  12:49.2
3000  36012  -7.02e+07  12:55.7
3020  36252  -7.01e+07  13:01.4
3040  36492  -7e+07     13:06.5
3060  36732  -7e+07     13:11.9
3080  36972  -6.99e+07  13:17.3
3100  37212  -6.99e+07  13:23.0
3120  37452  -6.99e+07  13:27.9
3140  37692  -6.98e+07  13:32.9
3160  37932  -6.98e+07  13:37.6
3180  38172  -6.98e+07  13:42.2
3200  38412  -6.98e+07  13:46.8
3220  38652  -6.98e+07  13:51.5
3240  38892  -6.98e+07  13:56.2
3260  39132  -6.98e+07  14:00.8
3280  39372  -6.98e+07  14:05.4
3300  39612  -6.98e+07  14:10.2
3320  39852  -6.98e+07  14:14.8
3340  40092  -6.98e+07  14:19.5
3360  40332  -6.98e+07  14:24.1
3380  40572  -6.98e+07  14:28.8
3400  40812  -6.98e+07  14:33.4
3420  41052  -6.98e+07  14:38.2
3440  41292  -6.98e+07  14:43.1
3460  41532  -6.98e+07  14:47.8
3480  41772  -6.98e+07  14:53.1
3500  42012  -6.98e+07  14:59.1
3520  42252  -6.98e+07  15:05.0
3540  42492  -6.98e+07  15:10.6
3560  42732  -6.98e+07  15:16.2
3580  42972  -6.98e+07  15:21.5
3600  43212  -6.98e+07  15:26.4
3620  43452  -6.98e+07  15:32.9
3640  43692  -6.98e+07  15:39.2
3660  43932  -6.98e+07  15:45.2
3680  44172  -6.98e+07  15:50.7
3700  44412  -6.98e+07  15:56.2
3720  44652  -6.98e+07  16:00.9
3740  44892  -6.98e+07  16:05.9
3760  45132  -6.98e+07  16:10.9
3780  45372  -6.98e+07  16:16.0
3800  45612  -6.98e+07  16:21.7
3820  45852  -6.98e+07  16:26.4
3840  46092  -6.98e+07  16:31.2
3860  46332  -6.98e+07  16:36.8
3880  46572  -6.98e+07  16:41.7
3900  46812  -6.98e+07  16:46.7
3920  47052  -6.98e+07  16:52.5
3940  47292  -6.98e+07  16:57.6
3945  47340  -6.98e+07  16:58.5
