Iter. Eval.  Best      Time m:s
0     11     -5.65e+12   0:00.6
1     22     -3.66e+12   0:00.9
2     33     -1.25e+12   0:01.2
3     44     -8.06e+11   0:01.4
20    231    -2.62e+09   0:05.8
40    451    -1.98e+09   0:10.6
60    671    -1.95e+09   0:15.7
80    891    -1.93e+09   0:20.3
100   1111   -1.92e+09   0:25.4
120   1331   -1.92e+09   0:30.5
140   1551   -1.92e+09   0:35.5
160   1771   -1.92e+09   0:40.5
180   1991   -1.92e+09   0:45.5
200   2211   -1.91e+09   0:51.1
220   2431   -1.91e+09   0:56.6
240   2651   -1.88e+09   1:01.7
260   2871   -1.82e+09   1:06.7
280   3091   -1.77e+09   1:11.6
300   3311   -1.7e+09    1:16.7
320   3531   -1.67e+09   1:22.2
340   3751   -1.66e+09   1:27.9
360   3971   -1.64e+09   1:33.4
380   4191   -1.62e+09   1:39.4
400   4411   -1.6e+09    1:45.1
420   4631   -1.56e+09   1:51.0
440   4851   -1.47e+09   1:56.8
460   5071   -1.44e+09   2:02.8
480   5291   -1.32e+09   2:08.5
500   5511   -1.25e+09   2:15.2
520   5731   -1.22e+09   2:21.3
540   5951   -1.2e+09    2:27.3
560   6171   -1.19e+09   2:32.9
580   6391   -1.19e+09   2:38.2
600   6611   -1.18e+09   2:44.0
620   6831   -1.17e+09   2:49.5
640   7051   -1.15e+09   2:54.7
660   7271   -1.15e+09   3:00.6
680   7491   -1.14e+09   3:06.8
700   7711   -1.14e+09   3:12.4
720   7931   -1.13e+09   3:17.5
740   8151   -1.13e+09   3:22.5
760   8371   -1.12e+09   3:27.5
780   8591   -1.12e+09   3:32.8
800   8811   -1.12e+09   3:38.2
820   9031   -1.12e+09   3:43.5
840   9251   -1.11e+09   3:48.6
860   9471   -1.1e+09    3:54.1
880   9691   -1.1e+09    3:59.7
900   9911   -1.1e+09    4:04.9
920   10131  -1.1e+09    4:10.4
940   10351  -1.09e+09   4:15.8
960   10571  -1.09e+09   4:21.1
980   10791  -1.09e+09   4:26.3
1000  11011  -1.08e+09   4:31.8
1020  11231  -1.08e+09   4:37.4
1040  11451  -1.08e+09   4:43.5
1060  11671  -1.08e+09   4:49.1
1080  11891  -1.08e+09   4:53.7
1100  12111  -1.08e+09   4:58.2
1120  12331  -1.08e+09   5:03.5
1140  12551  -1.08e+09   5:08.2
1160  12771  -1.08e+09   5:13.3
1180  12991  -1.07e+09   5:18.3
1200  13211  -1.07e+09   5:23.0
1220  13431  -1.07e+09   5:28.0
1240  13651  -1.07e+09   5:32.7
1260  13871  -1.07e+09   5:37.4
1280  14091  -1.07e+09   5:42.0
1300  14311  -1.07e+09   5:46.8
1320  14531  -1.07e+09   5:51.6
1340  14751  -1.07e+09   5:56.3
1360  14971  -1.07e+09   6:01.0
