Iter. Eval.  Best      Time m:s
0     12     -3.19e+13   0:00.7
1     24     -3.18e+13   0:01.1
2     36     -3.17e+13   0:01.3
3     48     -3.16e+13   0:01.7
20    252    -2.83e+13   0:06.2
40    492    -3.82e+12   0:11.2
60    732    -2.62e+12   0:16.3
80    972    -1.82e+12   0:21.3
100   1212   -1.33e+12   0:26.5
120   1452   -6.96e+11   0:31.4
140   1692   -6.69e+09   0:36.3
160   1932   -4.11e+09   0:41.0
180   2172   -3.8e+09    0:45.9
200   2412   -3.47e+09   0:50.8
220   2652   -3.43e+09   0:55.7
240   2892   -3.41e+09   1:00.7
260   3132   -3.39e+09   1:05.7
280   3372   -3.39e+09   1:10.7
300   3612   -3.38e+09   1:15.8
320   3852   -3.38e+09   1:20.6
340   4092   -3.38e+09   1:25.5
360   4332   -3.38e+09   1:30.5
380   4572   -3.38e+09   1:35.4
400   4812   -3.38e+09   1:40.3
420   5052   -3.38e+09   1:45.4
440   5292   -3.38e+09   1:50.2
460   5532   -3.38e+09   1:55.1
480   5772   -3.38e+09   1:59.9
500   6012   -3.37e+09   2:06.3
520   6252   -3.35e+09   2:12.9
540   6492   -3.34e+09   2:20.3
560   6732   -3.34e+09   2:25.7
580   6972   -3.33e+09   2:31.4
600   7212   -3.33e+09   2:37.3
620   7452   -3.33e+09   2:43.2
640   7692   -3.33e+09   2:49.3
660   7932   -3.33e+09   2:55.0
680   8172   -3.33e+09   3:00.7
700   8412   -3.33e+09   3:06.5
720   8652   -3.33e+09   3:12.3
740   8892   -3.33e+09   3:18.3
760   9132   -3.33e+09   3:24.2
780   9372   -3.33e+09   3:30.0
800   9612   -3.33e+09   3:36.0
820   9852   -3.32e+09   3:41.8
840   10092  -3.25e+09   3:47.4
860   10332  -3.23e+09   3:52.3
880   10572  -3.21e+09   3:57.9
900   10812  -3.19e+09   4:03.3
920   11052  -3.18e+09   4:08.6
940   11292  -3.17e+09   4:13.6
960   11532  -3.16e+09   4:18.7
980   11772  -3.15e+09   4:24.1
1000  12012  -3.12e+09   4:30.3
1020  12252  -3.09e+09   4:36.4
1040  12492  -2.89e+09   4:42.0
1060  12732  -2.89e+09   4:42.1
1080  12972  -2.89e+09   4:42.1
1100  13212  -2.89e+09   4:42.2
1120  13452  -2.89e+09   4:42.3
1140  13692  -2.89e+09   4:42.4
1160  13932  -2.89e+09   4:42.5
1180  14172  -2.89e+09   4:42.5
1200  14412  -2.89e+09   4:42.6
1220  14652  -2.89e+09   4:42.7
1237  14844  -2.89e+09   4:42.8
