Iter. Eval.  Best      Time m:s
0     12     -1.11e+10   0:00.7
1     24     -1.11e+10   0:01.1
2     36     -1.11e+10   0:01.3
3     48     -1.11e+10   0:01.6
20    252    -1.08e+10   0:05.7
40    492    -1.02e+10   0:11.3
60    732    -1e+10      0:17.0
80    972    -9.84e+09   0:22.1
100   1212   -9.72e+09   0:27.0
120   1452   -9.3e+09    0:32.0
140   1692   -9.23e+09   0:37.4
160   1932   -9.13e+09   0:43.0
180   2172   -9.12e+09   0:48.4
200   2412   -9.1e+09    0:54.0
220   2652   -9.1e+09    0:59.3
240   2892   -9.09e+09   1:04.9
260   3132   -9.09e+09   1:10.9
280   3372   -9.09e+09   1:16.1
300   3612   -9.08e+09   1:21.6
320   3852   -9.08e+09   1:27.1
340   4092   -9.08e+09   1:32.4
360   4332   -9.07e+09   1:38.0
380   4572   -9.05e+09   1:43.6
400   4812   -8.89e+09   1:49.0
420   5052   -8.32e+09   1:54.1
440   5292   -5.95e+09   1:59.1
460   5532   -4.74e+09   2:04.1
480   5772   -4.41e+09   2:09.4
500   6012   -4.15e+09   2:15.2
520   6252   -3.97e+09   2:21.1
540   6492   -3.8e+09    2:25.6
560   6732   -3.72e+09   2:30.3
580   6972   -3.66e+09   2:35.2
600   7212   -3.61e+09   2:40.0
620   7452   -3.58e+09   2:44.9
640   7692   -3.54e+09   2:49.8
660   7932   -3.37e+09   2:55.1
680   8172   -3.14e+09   2:59.9
700   8412   -3.09e+09   3:05.4
720   8652   -3.08e+09   3:10.1
740   8892   -3.06e+09   3:15.1
760   9132   -3.05e+09   3:21.4
780   9372   -3.03e+09   3:27.3
800   9612   -3.02e+09   3:32.3
820   9852   -3.01e+09   3:37.8
840   10092  -2.99e+09   3:42.7
860   10332  -2.98e+09   3:47.6
880   10572  -2.96e+09   3:53.2
900   10812  -2.92e+09   3:58.3
920   11052  -2.9e+09    4:03.0
940   11292  -2.84e+09   4:07.7
960   11532  -2.77e+09   4:12.5
980   11772  -2.55e+09   4:18.1
1000  12012  -2.32e+09   4:24.7
1020  12252  -2.18e+09   4:30.3
1040  12492  -2.08e+09   4:35.7
1060  12732  -2.02e+09   4:40.8
1080  12972  -1.99e+09   4:45.7
1100  13212  -1.95e+09   4:50.6
1120  13452  -1.93e+09   4:56.1
1140  13692  -1.91e+09   5:01.6
1160  13932  -1.91e+09   5:06.5
1180  14172  -1.91e+09   5:11.4
1200  14412  -1.9e+09    5:16.7
1220  14652  -1.89e+09   5:21.4
1240  14892  -1.89e+09   5:27.6
1260  15132  -1.88e+09   5:33.4
1280  15372  -1.87e+09   5:38.7
1300  15612  -1.86e+09   5:43.8
1320  15852  -1.86e+09   5:48.6
1340  16092  -1.85e+09   5:53.3
1360  16332  -1.85e+09   5:58.0
1380  16572  -1.84e+09   6:03.1
1400  16812  -1.84e+09   6:08.1
1420  17052  -1.83e+09   6:13.0
1440  17292  -1.82e+09   6:18.1
1460  17532  -1.76e+09   6:23.0
1480  17772  -1.69e+09   6:28.7
1500  18012  -1.62e+09   6:34.5
1520  18252  -1.58e+09   6:40.4
1540  18492  -1.57e+09   6:45.8
1560  18732  -1.57e+09   6:51.0
1580  18972  -1.55e+09   6:56.0
1600  19212  -1.48e+09   7:00.8
1620  19452  -1.43e+09   7:05.6
1640  19692  -1.39e+09   7:10.5
1660  19932  -1.37e+09   7:15.4
1680  20172  -1.36e+09   7:20.2
1700  20412  -1.35e+09   7:25.0
1720  20652  -1.34e+09   7:30.1
1740  20892  -1.33e+09   7:36.1
1760  21132  -1.33e+09   7:41.6
1780  21372  -1.32e+09   7:47.1
1800  21612  -1.31e+09   7:52.3
1820  21852  -1.31e+09   7:57.3
1840  22092  -1.14e+09   8:02.4
1860  22332  -7.71e+08   8:09.2
1880  22572  -5.8e+08    8:17.1
1900  22812  -5.62e+08   8:25.6
1920  23052  -5.31e+08   8:33.7
1940  23292  -4.73e+08   8:42.4
1960  23532  -2.63e+08   8:50.3
1980  23772  -1.63e+08   8:57.7
2000  24012  -1.33e+08   9:06.1
