Iter. Eval.  Best      Time m:s
0     12     -7.69e+09   0:00.6
1     24     -7.68e+09   0:00.9
2     36     -7.66e+09   0:01.1
3     48     -7.64e+09   0:01.2
20    252    -6.59e+09   0:04.9
40    492    -6.42e+09   0:09.2
60    732    -6.34e+09   0:13.5
80    972    -6.28e+09   0:17.8
100   1212   -6.21e+09   0:22.2
120   1452   -6.11e+09   0:26.6
140   1692   -5.45e+09   0:31.4
160   1932   -3.75e+09   0:35.7
180   2172   -2.98e+09   0:39.9
200   2412   -2.78e+09   0:44.6
220   2652   -2.64e+09   0:49.1
240   2892   -2.59e+09   0:53.5
260   3132   -2.57e+09   0:57.9
280   3372   -2.56e+09   1:02.3
300   3612   -2.55e+09   1:06.9
320   3852   -2.54e+09   1:11.1
340   4092   -2.52e+09   1:15.1
360   4332   -2.48e+09   1:19.3
380   4572   -2.43e+09   1:24.3
400   4812   -1.99e+09   1:28.8
420   5052   -9.06e+08   1:33.1
440   5292   -8.4e+08    1:37.4
460   5532   -8.27e+08   1:41.7
480   5772   -8.25e+08   1:46.4
500   6012   -8.07e+08   1:51.2
520   6252   -7.53e+08   1:56.1
540   6492   -6.99e+08   2:00.4
560   6732   -6.28e+08   2:04.8
580   6972   -4.34e+08   2:09.0
600   7212   -2.72e+08   2:13.4
620   7452   -2.08e+08   2:18.1
640   7692   -1.61e+08   2:23.2
660   7932   -1.46e+08   2:28.0
680   8172   -1.15e+08   2:32.3
700   8412   -8.99e+07   2:36.6
720   8652   -8.4e+07    2:41.2
740   8892   -7.93e+07   2:46.0
760   9132   -7.13e+07   2:50.7
780   9372   -5.97e+07   2:55.4
800   9612   -4.42e+07   3:00.6
820   9852   -3.81e+07   3:05.6
840   10092  -3.12e+07   3:10.6
860   10332  -2.52e+07   3:15.1
880   10572  -1.94e+07   3:19.3
900   10812  -1.51e+07   3:23.6
920   11052  -1.42e+07   3:28.1
940   11292  -1.39e+07   3:33.3
960   11532  -1.39e+07   3:37.7
980   11772  -1.38e+07   3:42.2
1000  12012  -1.38e+07   3:47.6
1020  12252  -1.38e+07   3:52.6
1040  12492  -1.38e+07   3:56.9
1060  12732  -1.38e+07   4:01.7
1080  12972  -1.38e+07   4:06.1
1100  13212  -1.38e+07   4:10.7
1120  13452  -1.38e+07   4:15.2
1140  13692  -1.38e+07   4:19.8
1160  13932  -1.38e+07   4:24.1
1180  14172  -1.38e+07   4:28.4
1200  14412  -1.38e+07   4:32.5
1220  14652  -1.38e+07   4:36.7
1240  14892  -1.38e+07   4:41.0
1260  15132  -1.38e+07   4:45.4
1280  15372  -1.38e+07   4:49.8
1300  15612  -1.38e+07   4:55.5
1320  15852  -1.37e+07   5:00.3
1340  16092  -1.36e+07   5:04.7
1360  16332  -1.36e+07   5:09.0
1380  16572  -1.36e+07   5:13.3
1400  16812  -1.36e+07   5:17.6
1420  17052  -1.36e+07   5:22.4
1440  17292  -1.36e+07   5:26.9
1460  17532  -1.36e+07   5:31.1
1480  17772  -1.36e+07   5:35.6
1500  18012  -1.36e+07   5:40.8
1520  18252  -1.36e+07   5:45.6
1540  18492  -1.36e+07   5:50.1
1560  18732  -1.36e+07   5:54.4
1580  18972  -1.36e+07   5:58.8
1600  19212  -1.36e+07   6:03.4
1620  19452  -1.36e+07   6:07.9
1640  19692  -1.36e+07   6:12.4
1660  19932  -1.36e+07   6:17.1
1680  20172  -1.36e+07   6:22.0
1700  20412  -1.36e+07   6:26.6
1720  20652  -1.36e+07   6:31.0
1740  20892  -1.36e+07   6:35.7
1760  21132  -1.36e+07   6:40.0
1780  21372  -1.36e+07   6:44.5
1800  21612  -1.36e+07   6:50.0
1820  21852  -1.36e+07   6:55.3
1840  22092  -1.36e+07   6:59.5
1860  22332  -1.36e+07   7:03.9
1880  22572  -1.36e+07   7:08.2
1900  22812  -1.36e+07   7:12.6
1920  23052  -1.36e+07   7:17.3
1940  23292  -1.36e+07   7:21.7
1960  23532  -1.36e+07   7:26.0
1980  23772  -1.36e+07   7:30.1
2000  24012  -1.36e+07   7:35.4
2020  24252  -1.36e+07   7:40.2
2025  24300  -1.36e+07   7:41.1
