Iter. Eval.  Best      Time m:s
0     12     -5.04e+11   0:00.7
1     24     -4.6e+11    0:01.1
2     36     -3.92e+11   0:01.5
3     48     -3.5e+11    0:01.8
20    252    -1.19e+10   0:07.9
40    492    -9.96e+09   0:12.9
60    732    -8.18e+09   0:18.1
80    972    -6.06e+09   0:22.8
100   1212   -4.52e+09   0:27.8
120   1452   -3.6e+09    0:32.5
140   1692   -3.54e+09   0:37.3
160   1932   -3.45e+09   0:42.2
180   2172   -3.39e+09   0:46.9
200   2412   -3.38e+09   0:51.7
220   2652   -3.37e+09   0:57.1
240   2892   -3.37e+09   1:03.2
260   3132   -3.37e+09   1:08.0
280   3372   -3.37e+09   1:12.5
300   3612   -3.37e+09   1:17.5
320   3852   -3.37e+09   1:22.2
340   4092   -3.37e+09   1:27.0
360   4332   -3.36e+09   1:31.6
380   4572   -3.36e+09   1:36.2
400   4812   -3.36e+09   1:40.9
420   5052   -3.36e+09   1:45.9
440   5292   -3.36e+09   1:50.8
460   5532   -3.36e+09   1:56.0
480   5772   -3.36e+09   2:00.7
500   6012   -3.36e+09   2:06.6
520   6252   -3.36e+09   2:12.6
540   6492   -3.35e+09   2:17.5
560   6732   -3.35e+09   2:22.1
580   6972   -3.35e+09   2:26.7
600   7212   -3.35e+09   2:31.1
620   7452   -3.35e+09   2:35.7
640   7692   -3.33e+09   2:40.3
660   7932   -3.11e+09   2:45.1
680   8172   -2.71e+09   2:50.0
700   8412   -2.64e+09   2:55.2
720   8652   -2.38e+09   3:00.2
740   8892   -2.16e+09   3:06.0
760   9132   -2.03e+09   3:11.6
780   9372   -1.9e+09    3:16.7
800   9612   -1.81e+09   3:21.5
820   9852   -1.73e+09   3:26.3
840   10092  -1.63e+09   3:31.2
860   10332  -1.32e+09   3:35.9
880   10572  -1.2e+09    3:40.8
900   10812  -1.02e+09   3:45.5
920   11052  -9.67e+08   3:50.3
940   11292  -9.45e+08   3:55.5
960   11532  -9.34e+08   4:01.1
980   11772  -9.02e+08   4:07.0
1000  12012  -8.31e+08   4:13.4
1020  12252  -6.65e+08   4:19.9
1040  12492  -5.24e+08   4:25.2
1060  12732  -2.52e+08   4:30.1
1080  12972  -1.96e+08   4:35.2
1100  13212  -1.6e+08    4:40.1
1120  13452  -1.03e+08   4:44.8
1140  13692  -9.64e+07   4:49.6
1160  13932  -8.94e+07   4:54.7
1180  14172  -8.59e+07   4:59.4
1200  14412  -8.32e+07   5:03.9
1220  14652  -8.15e+07   5:09.7
1240  14892  -8.06e+07   5:16.7
1260  15132  -8.02e+07   5:22.5
1280  15372  -8.01e+07   5:28.0
1300  15612  -7.98e+07   5:33.4
1320  15852  -7.64e+07   5:38.7
1340  16092  -7.55e+07   5:43.9
1360  16332  -7.48e+07   5:48.5
1380  16572  -7.41e+07   5:53.6
1400  16812  -7.38e+07   5:58.7
1420  17052  -7.37e+07   6:04.4
1440  17292  -7.33e+07   6:09.7
1460  17532  -7.28e+07   6:15.2
1480  17772  -7.22e+07   6:20.5
1500  18012  -7.14e+07   6:26.4
1520  18252  -7.12e+07   6:32.4
1540  18492  -7.11e+07   6:37.6
1560  18732  -7.11e+07   6:42.6
1580  18972  -7.11e+07   6:47.4
1600  19212  -7.1e+07    6:52.3
1620  19452  -7.1e+07    6:56.9
1640  19692  -7.09e+07   7:01.7
1660  19932  -7.09e+07   7:06.2
1680  20172  -7.09e+07   7:11.9
1700  20412  -7.08e+07   7:16.8
1720  20652  -7.08e+07   7:21.9
1740  20892  -7.08e+07   7:27.8
1760  21132  -7.08e+07   7:33.8
1780  21372  -7.08e+07   7:38.7
1800  21612  -7.08e+07   7:43.6
1820  21852  -7.08e+07   7:48.5
1840  22092  -7.08e+07   7:53.1
1860  22332  -7.08e+07   7:57.8
1880  22572  -7.08e+07   8:02.3
1900  22812  -7.08e+07   8:06.9
1920  23052  -7.08e+07   8:12.5
1940  23292  -7.08e+07   8:18.0
1960  23532  -7.08e+07   8:22.8
1980  23772  -7.08e+07   8:28.1
2000  24012  -7.08e+07   8:34.4
2020  24252  -7.08e+07   8:41.0
2040  24492  -7.08e+07   8:46.5
2060  24732  -7.07e+07   8:51.7
2080  24972  -7.07e+07   8:57.3
2100  25212  -7.05e+07   9:02.4
2120  25452  -7.01e+07   9:07.6
2140  25692  -6.85e+07   9:12.4
2160  25932  -6.76e+07   9:17.5
2180  26172  -6.72e+07   9:22.6
2200  26412  -6.69e+07   9:27.4
2220  26652  -6.68e+07   9:32.1
2240  26892  -6.64e+07   9:37.6
2260  27132  -6.58e+07   9:43.9
2280  27372  -6.42e+07   9:50.0
2300  27612  -6.23e+07   9:55.3
2320  27852  -6.19e+07  10:00.7
2340  28092  -6.18e+07  10:06.0
2360  28332  -6.18e+07  10:10.9
2380  28572  -6.17e+07  10:15.8
2400  28812  -6.17e+07  10:20.5
2420  29052  -6.17e+07  10:25.5
2440  29292  -6.17e+07  10:30.3
2460  29532  -6.17e+07  10:35.2
2480  29772  -6.17e+07  10:40.4
2500  30012  -6.17e+07  10:46.0
2520  30252  -6.17e+07  10:51.9
2540  30492  -6.17e+07  10:57.0
2560  30732  -6.16e+07  11:02.0
2580  30972  -6.16e+07  11:06.7
2600  31212  -6.15e+07  11:12.1
2620  31452  -6.13e+07  11:17.3
2640  31692  -6.09e+07  11:22.5
2660  31932  -6.04e+07  11:27.4
2680  32172  -5.97e+07  11:32.1
2700  32412  -5.91e+07  11:37.2
2720  32652  -5.88e+07  11:42.2
2740  32892  -5.86e+07  11:47.9
2760  33132  -5.85e+07  11:53.2
2780  33372  -5.83e+07  11:59.0
2800  33612  -5.82e+07  12:03.8
2820  33852  -5.8e+07   12:08.8
2840  34092  -5.74e+07  12:13.5
2860  34332  -5.62e+07  12:18.7
2880  34572  -5.57e+07  12:23.8
2900  34812  -5.53e+07  12:28.6
2920  35052  -5.5e+07   12:33.5
2940  35292  -5.47e+07  12:39.2
2960  35532  -5.44e+07  12:44.3
2980  35772  -5.44e+07  12:49.8
3000  36012  -5.44e+07  12:56.1
3020  36252  -5.43e+07  13:02.0
3040  36492  -5.43e+07  13:07.9
3060  36732  -5.43e+07  13:12.9
3080  36972  -5.42e+07  13:19.0
3100  37212  -5.39e+07  13:24.1
3120  37452  -5.38e+07  13:30.2
3140  37692  -5.37e+07  13:35.4
3160  37932  -5.37e+07  13:40.8
3180  38172  -5.37e+07  13:45.8
3200  38412  -5.36e+07  13:51.1
