Iter. Eval.  Best      Time m:s
0     12     -1.7e+13    0:00.7
1     24     -1.69e+13   0:01.0
2     36     -1.68e+13   0:01.3
3     48     -1.68e+13   0:01.6
20    252    -1.26e+13   0:06.2
40    492    -8.81e+12   0:10.8
60    732    -5.52e+12   0:15.5
80    972    -3.3e+11    0:20.6
100   1212   -1.9e+09    0:25.5
120   1452   -1.65e+09   0:31.0
140   1692   -1.64e+09   0:36.0
160   1932   -1.63e+09   0:41.1
180   2172   -1.59e+09   0:46.5
200   2412   -1.57e+09   0:52.8
220   2652   -1.56e+09   0:58.6
240   2892   -1.55e+09   1:04.5
260   3132   -1.54e+09   1:11.4
280   3372   -1.54e+09   1:18.6
300   3612   -1.54e+09   1:25.2
320   3852   -1.54e+09   1:31.6
340   4092   -1.54e+09   1:37.9
360   4332   -1.54e+09   1:44.3
380   4572   -1.54e+09   1:50.6
400   4812   -1.54e+09   1:56.8
420   5052   -1.54e+09   2:03.0
440   5292   -1.54e+09   2:09.3
460   5532   -1.54e+09   2:15.4
480   5772   -1.53e+09   2:21.7
500   6012   -1.53e+09   2:28.9
520   6252   -1.53e+09   2:36.0
540   6492   -1.52e+09   2:41.9
560   6732   -1.52e+09   2:47.7
580   6972   -1.51e+09   2:53.5
600   7212   -1.51e+09   2:59.6
620   7452   -1.51e+09   3:05.5
640   7692   -1.5e+09    3:11.7
660   7932   -1.5e+09    3:17.4
680   8172   -1.49e+09   3:23.3
700   8412   -1.49e+09   3:28.9
720   8652   -1.48e+09   3:34.5
740   8892   -1.47e+09   3:40.2
760   9132   -1.46e+09   3:46.0
780   9372   -1.46e+09   3:52.9
800   9612   -1.46e+09   3:59.2
820   9852   -1.46e+09   4:04.8
840   10092  -1.46e+09   4:10.0
860   10332  -1.46e+09   4:15.8
880   10572  -1.46e+09   4:21.2
900   10812  -1.46e+09   4:26.7
920   11052  -1.46e+09   4:32.0
940   11292  -1.46e+09   4:37.6
960   11532  -1.46e+09   4:42.9
980   11772  -1.46e+09   4:48.9
1000  12012  -1.46e+09   4:55.6
1020  12252  -1.46e+09   5:02.1
1040  12492  -1.46e+09   5:08.3
1060  12732  -1.46e+09   5:13.6
1080  12972  -1.46e+09   5:19.0
1100  13212  -1.46e+09   5:24.6
1120  13452  -1.45e+09   5:30.1
1140  13692  -1.45e+09   5:35.4
1160  13932  -1.42e+09   5:40.5
1180  14172  -1.4e+09    5:45.4
1200  14412  -6.86e+08   5:50.3
1220  14652  -5.44e+08   5:55.6
1240  14892  -4.17e+08   6:01.7
1260  15132  -2.61e+08   6:07.7
1280  15372  -1.9e+08    6:14.5
1300  15612  -1.73e+08   6:22.1
1320  15852  -1.63e+08   6:28.7
1340  16092  -1.55e+08   6:35.1
1360  16332  -1.45e+08   6:41.0
1380  16572  -1.39e+08   6:46.6
1400  16812  -1.33e+08   6:52.3
1420  17052  -1.24e+08   6:57.7
1440  17292  -1.19e+08   7:02.8
1460  17532  -1.15e+08   7:08.0
1480  17772  -1.13e+08   7:13.4
1500  18012  -1.07e+08   7:19.7
1520  18252  -9.31e+07   7:25.9
1540  18492  -8.69e+07   7:31.5
1560  18732  -8.28e+07   7:36.2
1580  18972  -7.94e+07   7:41.2
1600  19212  -7.66e+07   7:46.0
1620  19452  -7.61e+07   7:50.8
1640  19692  -7.56e+07   7:56.5
1660  19932  -7.54e+07   8:01.7
1680  20172  -7.5e+07    8:07.2
1700  20412  -7.45e+07   8:12.4
1720  20652  -7.43e+07   8:17.8
1740  20892  -7.4e+07    8:22.6
1760  21132  -7.39e+07   8:28.3
1780  21372  -7.36e+07   8:33.9
1800  21612  -6.79e+07   8:40.3
1820  21852  -6.39e+07   8:46.2
1840  22092  -6.15e+07   8:51.1
1860  22332  -6.09e+07   8:56.5
1880  22572  -6.06e+07   9:01.9
1900  22812  -5.99e+07   9:07.2
1920  23052  -5.94e+07   9:12.1
1940  23292  -5.93e+07   9:16.8
1960  23532  -5.92e+07   9:22.2
1980  23772  -5.92e+07   9:27.9
2000  24012  -5.92e+07   9:33.3
2020  24252  -5.92e+07   9:39.4
2040  24492  -5.92e+07   9:44.5
2060  24732  -5.92e+07   9:49.4
2080  24972  -5.92e+07   9:54.3
2100  25212  -5.92e+07   9:59.1
2120  25452  -5.91e+07  10:03.7
2140  25692  -5.91e+07  10:08.8
2160  25932  -5.91e+07  10:13.8
2180  26172  -5.91e+07  10:18.4
2200  26412  -5.91e+07  10:23.1
2220  26652  -5.91e+07  10:27.8
2240  26892  -5.91e+07  10:32.8
2260  27132  -5.9e+07   10:38.4
2280  27372  -5.9e+07   10:44.2
2300  27612  -5.9e+07   10:50.1
2320  27852  -5.9e+07   10:55.2
2340  28092  -5.9e+07   11:00.8
2360  28332  -5.9e+07   11:05.8
2380  28572  -5.9e+07   11:10.9
2400  28812  -5.9e+07   11:15.8
2420  29052  -5.9e+07   11:20.7
2440  29292  -5.9e+07   11:25.4
2460  29532  -5.9e+07   11:30.6
2480  29772  -5.9e+07   11:35.6
2500  30012  -5.9e+07   11:41.3
2520  30252  -5.9e+07   11:46.9
2540  30492  -5.9e+07   11:52.6
2560  30732  -5.9e+07   11:57.8
2580  30972  -5.9e+07   12:03.0
2600  31212  -5.9e+07   12:08.0
2620  31452  -5.9e+07   12:13.4
2640  31692  -5.9e+07   12:18.6
2660  31932  -5.9e+07   12:23.4
2680  32172  -5.9e+07   12:28.8
2700  32412  -5.9e+07   12:33.7
2720  32652  -5.9e+07   12:38.7
2740  32892  -5.9e+07   12:44.5
2760  33132  -5.9e+07   12:49.8
2780  33372  -5.9e+07   12:55.8
2800  33612  -5.9e+07   13:01.3
2820  33852  -5.9e+07   13:07.4
2840  34092  -5.9e+07   13:12.6
2860  34332  -5.9e+07   13:17.5
2880  34572  -5.9e+07   13:22.4
2900  34812  -5.9e+07   13:27.6
2920  35052  -5.9e+07   13:33.3
2940  35292  -5.9e+07   13:39.8
2960  35532  -5.9e+07   13:45.9
2980  35772  -5.9e+07   13:52.0
3000  36012  -5.9e+07   13:58.1
3020  36252  -5.9e+07   14:03.9
3040  36492  -5.9e+07   14:09.9
3060  36732  -5.9e+07   14:15.2
3080  36972  -5.9e+07   14:20.4
3100  37212  -5.9e+07   14:25.6
3120  37452  -5.9e+07   14:31.1
3140  37692  -5.9e+07   14:36.6
3150  37800  -5.9e+07   14:38.8
