Iter. Eval.  Best      Time m:s
0     12     -6.85e+09   0:00.4
1     24     -6.26e+09   0:00.7
2     36     -5.55e+09   0:00.8
3     48     -5.19e+09   0:01.0
20    252    -3.61e+09   0:03.1
40    492    -3.58e+09   0:05.5
60    732    -3.56e+09   0:09.2
80    972    -3.55e+09   0:11.6
100   1212   -3.55e+09   0:14.4
120   1452   -3.54e+09   0:16.8
140   1692   -3.54e+09   0:19.3
160   1932   -3.53e+09   0:21.8
180   2172   -3.52e+09   0:24.0
200   2412   -3.51e+09   0:26.3
220   2652   -3.45e+09   0:28.7
240   2892   -3.36e+09   0:31.2
260   3132   -3.28e+09   0:33.6
280   3372   -3.26e+09   0:35.9
300   3612   -3.24e+09   0:38.2
320   3852   -3.23e+09   0:40.7
340   4092   -3.21e+09   0:43.1
360   4332   -3.19e+09   0:45.7
380   4572   -3.15e+09   0:48.2
400   4812   -3.1e+09    0:50.4
420   5052   -3.03e+09   0:52.9
440   5292   -2.94e+09   0:55.4
460   5532   -2.86e+09   0:57.7
480   5772   -2.84e+09   1:00.7
500   6012   -2.83e+09   1:04.1
520   6252   -2.81e+09   1:08.2
540   6492   -2.8e+09    1:11.9
560   6732   -2.78e+09   1:15.3
580   6972   -2.77e+09   1:18.0
600   7212   -2.75e+09   1:20.7
620   7452   -2.72e+09   1:23.2
640   7692   -2.71e+09   1:26.1
660   7932   -2.71e+09   1:28.9
680   8172   -2.7e+09    1:31.5
700   8412   -2.7e+09    1:33.9
720   8652   -2.69e+09   1:36.3
740   8892   -2.63e+09   1:38.8
760   9132   -2.6e+09    1:41.2
780   9372   -2.58e+09   1:43.4
800   9612   -2.57e+09   1:45.9
820   9852   -2.56e+09   1:48.4
840   10092  -2.56e+09   1:50.8
860   10332  -2.56e+09   1:53.4
880   10572  -2.41e+09   1:56.0
900   10812  -2.29e+09   1:58.6
920   11052  -2.13e+09   2:01.2
940   11292  -2.04e+09   2:04.2
960   11532  -1.95e+09   2:06.6
980   11772  -1.87e+09   2:09.6
1000  12012  -1.8e+09    2:13.6
1020  12252  -1.71e+09   2:17.6
1040  12492  -1.58e+09   2:20.6
1060  12732  -1.5e+09    2:22.8
1080  12972  -1.43e+09   2:24.9
1100  13212  -1.41e+09   2:27.3
1120  13452  -1.38e+09   2:30.1
1140  13692  -1.35e+09   2:32.8
1160  13932  -1.33e+09   2:35.0
1180  14172  -1.3e+09    2:37.1
1200  14412  -1.27e+09   2:39.3
1220  14652  -1.23e+09   2:41.6
1240  14892  -1.22e+09   2:43.6
1260  15132  -1.22e+09   2:45.6
1280  15372  -1.21e+09   2:47.6
1300  15612  -1.17e+09   2:49.6
1320  15852  -1.13e+09   2:51.6
1340  16092  -1.11e+09   2:53.7
1360  16332  -1.1e+09    2:55.8
1380  16572  -1.09e+09   2:58.0
1400  16812  -1.09e+09   3:00.0
1420  17052  -1.09e+09   3:02.1
1440  17292  -1.08e+09   3:04.2
1460  17532  -1.07e+09   3:06.3
1480  17772  -1.07e+09   3:09.1
1500  18012  -1.07e+09   3:12.2
1520  18252  -1.07e+09   3:15.6
1540  18492  -1.07e+09   3:17.9
1560  18732  -1.07e+09   3:20.5
1580  18972  -1.05e+09   3:23.6
1600  19212  -9.97e+08   3:26.8
1620  19452  -8.27e+08   3:30.0
1640  19692  -3.19e+08   3:32.2
1660  19932  -1.74e+08   3:34.4
1680  20172  -1.11e+08   3:36.5
1700  20412  -7.35e+07   3:38.6
1720  20652  -4.97e+07   3:40.8
1740  20892  -3.67e+07   3:42.8
1760  21132  -3.11e+07   3:44.8
1780  21372  -2.8e+07    3:46.8
1800  21612  -2.46e+07   3:48.9
1820  21852  -1.79e+07   3:51.0
1840  22092  -1.47e+07   3:53.1
1860  22332  -1.39e+07   3:55.2
1880  22572  -1.37e+07   3:57.3
1900  22812  -1.36e+07   3:59.3
1920  23052  -1.35e+07   4:01.3
1940  23292  -1.32e+07   4:03.3
1960  23532  -1.24e+07   4:05.7
1980  23772  -1.17e+07   4:07.8
2000  24012  -1.16e+07   4:11.4
2020  24252  -1.15e+07   4:15.3
2040  24492  -1.14e+07   4:18.3
2060  24732  -1.11e+07   4:20.6
2080  24972  -1.05e+07   4:23.2
2100  25212  -1.01e+07   4:26.7
2120  25452  -9597711    4:29.7
2140  25692  -9426459    4:31.8
2160  25932  -9203253    4:33.9
2180  26172  -8977583    4:36.5
2200  26412  -8801998    4:38.7
2220  26652  -8671028    4:40.7
2240  26892  -8481178    4:43.1
2260  27132  -8367815    4:45.3
2280  27372  -8288378    4:47.6
2300  27612  -8253655    4:49.8
2320  27852  -8229227    4:52.1
2340  28092  -8220131    4:54.2
2360  28332  -8216593    4:56.5
2380  28572  -8215797    4:58.6
2400  28812  -8215393    5:00.8
2420  29052  -8214722    5:03.0
2440  29292  -8212322    5:05.1
2460  29532  -8205945    5:07.7
2480  29772  -8075958    5:09.9
2500  30012  -8047224    5:13.2
2520  30252  -8039986    5:16.9
2540  30492  -8038618    5:19.1
2560  30732  -8037525    5:21.2
2580  30972  -8035108    5:23.2
2600  31212  -7992960    5:26.1
2620  31452  -7910880    5:29.0
2640  31692  -7872935    5:31.3
2660  31932  -7852917    5:33.4
2680  32172  -7849412    5:35.4
2700  32412  -7847432    5:37.4
2720  32652  -7846689    5:39.4
2740  32892  -7845596    5:41.5
2760  33132  -7843153    5:43.7
2780  33372  -7842030    5:46.0
2800  33612  -7840910    5:48.2
2820  33852  -7840168    5:50.5
2840  34092  -7838819    5:53.5
2860  34332  -7838438    5:56.4
2880  34572  -7838293    5:58.7
2900  34812  -7838256    6:00.7
2920  35052  -7838236    6:02.9
2940  35292  -7838225    6:05.0
2960  35532  -7838222    6:07.6
2980  35772  -7838218    6:10.4
3000  36012  -7838215    6:13.9
3020  36252  -7838215    6:17.4
3040  36492  -7838214    6:20.9
3060  36732  -7838214    6:23.0
3080  36972  -7838214    6:25.1
3100  37212  -7838213    6:28.8
3120  37452  -7838212    6:31.5
3140  37692  -7838212    6:34.2
3160  37932  -7838212    6:36.6
3180  38172  -7838211    6:39.1
3200  38412  -7838211    6:41.2
3220  38652  -7838211    6:43.7
3240  38892  -7838210    6:45.9
3260  39132  -7838209    6:48.0
3280  39372  -7838209    6:50.1
3300  39612  -7838209    6:52.5
3320  39852  -7838209    6:54.5
3340  40092  -7838209    6:56.8
3360  40332  -7838209    6:58.9
3380  40572  -7838209    7:01.0
3400  40812  -7838209    7:03.2
3420  41052  -7838209    7:05.8
3440  41292  -7838208    7:07.9
3460  41532  -7838208    7:10.1
3480  41772  -7838208    7:13.3
3500  42012  -7838208    7:16.7
3520  42252  -7838208    7:20.0
3540  42492  -7838208    7:23.4
3560  42732  -7838208    7:25.8
3580  42972  -7838208    7:28.3
3600  43212  -7838208    7:30.8
3620  43452  -7838208    7:33.0
3635  43620  -7838208    7:34.5
