Iter. Eval.  Best      Time m:s
0     12     -7.75e+09   0:00.6
1     24     -7.75e+09   0:00.9
2     36     -7.75e+09   0:01.2
3     48     -7.75e+09   0:01.5
20    252    -7.18e+09   0:06.4
40    492    -7.05e+09   0:12.2
60    732    -7.03e+09   0:17.8
80    972    -7.02e+09   0:23.3
100   1212   -7.01e+09   0:28.4
120   1452   -6.99e+09   0:33.3
140   1692   -6.97e+09   0:38.4
160   1932   -6.95e+09   0:43.7
180   2172   -6.9e+09    0:48.8
200   2412   -6.56e+09   0:54.5
220   2652   -4.79e+09   0:59.8
240   2892   -3.74e+09   1:05.6
260   3132   -3.15e+09   1:10.9
280   3372   -2.72e+09   1:16.5
300   3612   -2.66e+09   1:21.6
320   3852   -2.66e+09   1:27.1
340   4092   -2.66e+09   1:32.6
360   4332   -2.63e+09   1:37.8
380   4572   -2.6e+09    1:42.8
400   4812   -2.58e+09   1:47.8
420   5052   -2.55e+09   1:52.9
440   5292   -2.54e+09   1:58.0
460   5532   -2.52e+09   2:03.0
480   5772   -2.5e+09    2:08.0
500   6012   -2.47e+09   2:13.8
520   6252   -2.43e+09   2:20.9
540   6492   -2.36e+09   2:26.7
560   6732   -2.12e+09   2:31.7
580   6972   -1.95e+09   2:36.8
600   7212   -1.92e+09   2:41.7
620   7452   -1.89e+09   2:46.9
640   7692   -1.87e+09   2:52.1
660   7932   -1.85e+09   2:57.5
680   8172   -1.81e+09   3:03.0
700   8412   -1.71e+09   3:08.5
720   8652   -1.63e+09   3:13.5
740   8892   -1.55e+09   3:18.5
760   9132   -1.44e+09   3:23.3
780   9372   -1.2e+09    3:28.4
800   9612   -1.15e+09   3:33.5
820   9852   -1.15e+09   3:38.6
840   10092  -1.14e+09   3:43.7
860   10332  -1.14e+09   3:48.8
880   10572  -1.14e+09   3:53.7
900   10812  -1.14e+09   3:58.3
920   11052  -1.14e+09   4:03.2
940   11292  -1.14e+09   4:08.3
960   11532  -1.14e+09   4:13.1
980   11772  -1.14e+09   4:18.1
1000  12012  -1.14e+09   4:25.2
1020  12252  -1.14e+09   4:31.9
1040  12492  -1.14e+09   4:38.4
1060  12732  -1.14e+09   4:43.4
1080  12972  -1.14e+09   4:48.4
1100  13212  -1.14e+09   4:53.4
1120  13452  -1.14e+09   4:58.7
1140  13692  -1.14e+09   5:04.5
1160  13932  -1.14e+09   5:10.3
1180  14172  -1.14e+09   5:16.0
1200  14412  -1.14e+09   5:21.5
1220  14652  -1.14e+09   5:27.3
1240  14892  -1.14e+09   5:33.1
1260  15132  -1.14e+09   5:38.6
1280  15372  -1.14e+09   5:43.9
1300  15612  -1.14e+09   5:49.3
1320  15852  -1.14e+09   5:55.0
1340  16092  -1.14e+09   6:00.4
1360  16332  -1.14e+09   6:06.0
1380  16572  -1.14e+09   6:11.5
1400  16812  -1.14e+09   6:17.0
1420  17052  -1.14e+09   6:22.2
1440  17292  -1.14e+09   6:27.3
1460  17532  -1.14e+09   6:32.8
1480  17772  -1.14e+09   6:38.7
1500  18012  -1.14e+09   6:44.8
1517  18204  -1.14e+09   6:50.2
