Iter. Eval.  Best      Time m:s
0     12     -7.02e+09   0:00.6
1     24     -6.99e+09   0:00.9
2     36     -6.93e+09   0:01.1
3     48     -6.85e+09   0:01.3
20    252    -6.4e+09    0:04.8
40    492    -5.77e+09   0:09.1
60    732    -4e+09      0:13.2
80    972    -2.86e+09   0:17.3
100   1212   -1.76e+09   0:21.6
120   1452   -1.76e+09   0:25.6
140   1692   -1.68e+09   0:29.8
160   1932   -1.65e+09   0:34.0
180   2172   -1.62e+09   0:39.1
200   2412   -1.59e+09   0:43.4
220   2652   -1.54e+09   0:48.2
240   2892   -1.45e+09   0:53.2
260   3132   -1.44e+09   0:57.9
280   3372   -1.43e+09   1:01.9
300   3612   -1.43e+09   1:06.0
320   3852   -1.43e+09   1:10.1
340   4092   -1.43e+09   1:14.2
360   4332   -1.43e+09   1:18.1
380   4572   -1.43e+09   1:22.0
400   4812   -1.43e+09   1:26.1
420   5052   -1.42e+09   1:30.1
440   5292   -1.4e+09    1:34.2
460   5532   -1.38e+09   1:38.3
480   5772   -1.37e+09   1:42.2
500   6012   -1.32e+09   1:46.7
520   6252   -1.28e+09   1:51.5
540   6492   -1.23e+09   1:55.8
560   6732   -1.17e+09   1:59.9
580   6972   -1.16e+09   2:03.9
600   7212   -1.15e+09   2:07.9
620   7452   -1.14e+09   2:11.9
640   7692   -1.13e+09   2:16.8
660   7932   -1.13e+09   2:21.7
680   8172   -1.12e+09   2:26.7
700   8412   -1.12e+09   2:32.5
720   8652   -1.11e+09   2:37.4
740   8892   -1.11e+09   2:41.5
760   9132   -1.1e+09    2:45.3
780   9372   -1.1e+09    2:49.2
800   9612   -1.1e+09    2:53.2
820   9852   -1.09e+09   2:57.1
840   10092  -1.08e+09   3:00.9
860   10332  -1.05e+09   3:04.7
880   10572  -9.21e+08   3:08.6
900   10812  -8.75e+08   3:12.5
920   11052  -8.48e+08   3:16.1
940   11292  -8.04e+08   3:20.1
960   11532  -7.53e+08   3:23.8
980   11772  -7.27e+08   3:27.9
1000  12012  -7.11e+08   3:32.5
1020  12252  -6.98e+08   3:37.6
1040  12492  -6.67e+08   3:41.8
1060  12732  -6.12e+08   3:45.9
1080  12972  -4.89e+08   3:50.0
1100  13212  -3.59e+08   3:54.1
1120  13452  -2.58e+08   3:58.9
1140  13692  -2.04e+08   4:04.6
1160  13932  -1.72e+08   4:09.7
1180  14172  -1.64e+08   4:15.6
1200  14412  -1.56e+08   4:20.3
1220  14652  -1.48e+08   4:24.9
1240  14892  -1.4e+08    4:29.3
1260  15132  -1.33e+08   4:33.5
1280  15372  -1.17e+08   4:37.7
1300  15612  -1.09e+08   4:41.9
1320  15852  -1.04e+08   4:46.3
1340  16092  -1.01e+08   4:50.5
1360  16332  -9.56e+07   4:54.7
1380  16572  -8.42e+07   4:59.1
1400  16812  -7.72e+07   5:03.5
1420  17052  -6.65e+07   5:07.8
1440  17292  -5.44e+07   5:12.3
1460  17532  -4.38e+07   5:16.9
1480  17772  -3.59e+07   5:21.5
1500  18012  -2.63e+07   5:26.6
1520  18252  -2.34e+07   5:32.3
1540  18492  -1.93e+07   5:36.8
1560  18732  -1.6e+07    5:41.6
1580  18972  -1.45e+07   5:46.3
1600  19212  -1.39e+07   5:51.5
1620  19452  -1.39e+07   5:56.7
1640  19692  -1.39e+07   6:02.5
1660  19932  -1.39e+07   6:07.9
1680  20172  -1.38e+07   6:13.4
1700  20412  -1.38e+07   6:18.4
1720  20652  -1.38e+07   6:22.9
1740  20892  -1.38e+07   6:27.3
1760  21132  -1.38e+07   6:31.7
1780  21372  -1.38e+07   6:36.4
1800  21612  -1.38e+07   6:40.9
1820  21852  -1.37e+07   6:45.4
1840  22092  -1.37e+07   6:49.7
1860  22332  -1.37e+07   6:54.3
1880  22572  -1.37e+07   6:58.8
1900  22812  -1.37e+07   7:03.2
1920  23052  -1.36e+07   7:07.4
1940  23292  -1.36e+07   7:11.8
1960  23532  -1.36e+07   7:16.0
1980  23772  -1.36e+07   7:20.4
2000  24012  -1.36e+07   7:25.1
2020  24252  -1.36e+07   7:30.4
2040  24492  -1.36e+07   7:34.5
2060  24732  -1.36e+07   7:38.7
2080  24972  -1.36e+07   7:42.8
2100  25212  -1.36e+07   7:47.3
2120  25452  -1.36e+07   7:51.9
2140  25692  -1.36e+07   7:56.9
2160  25932  -1.36e+07   8:01.6
2180  26172  -1.36e+07   8:06.0
2200  26412  -1.36e+07   8:10.0
2220  26652  -1.36e+07   8:14.1
2240  26892  -1.36e+07   8:18.3
2260  27132  -1.36e+07   8:22.4
2280  27372  -1.36e+07   8:26.5
2300  27612  -1.36e+07   8:30.6
2320  27852  -1.36e+07   8:34.8
2340  28092  -1.36e+07   8:38.7
2360  28332  -1.36e+07   8:42.6
2380  28572  -1.36e+07   8:46.3
2400  28812  -1.36e+07   8:50.2
2420  29052  -1.36e+07   8:54.3
2440  29292  -1.36e+07   8:59.0
2460  29532  -1.36e+07   9:03.1
2480  29772  -1.36e+07   9:07.5
2500  30012  -1.36e+07   9:12.4
2520  30252  -1.36e+07   9:17.2
2540  30492  -1.36e+07   9:21.4
2560  30732  -1.36e+07   9:25.4
2580  30972  -1.36e+07   9:29.2
2600  31212  -1.36e+07   9:33.2
2620  31452  -1.36e+07   9:37.5
2640  31692  -1.36e+07   9:42.4
2660  31932  -1.36e+07   9:46.9
2680  32172  -1.36e+07   9:51.5
2700  32412  -1.36e+07   9:55.7
2720  32652  -1.36e+07   9:59.9
2740  32892  -1.36e+07  10:04.1
2760  33132  -1.36e+07  10:08.3
2780  33372  -1.36e+07  10:12.5
2800  33612  -1.36e+07  10:17.4
2815  33780  -1.36e+07  10:20.2
