Iter. Eval.  Best      Time m:s
0     12     -3.62e+09   0:00.6
1     24     -3.57e+09   0:01.1
2     36     -3.57e+09   0:01.3
3     48     -3.57e+09   0:01.5
20    252    -2.79e+09   0:05.9
40    492    -2.74e+09   0:11.2
60    732    -2.69e+09   0:16.3
80    972    -2.65e+09   0:21.6
100   1212   -2.63e+09   0:27.6
120   1452   -2.63e+09   0:32.8
140   1692   -2.62e+09   0:38.2
160   1932   -2.61e+09   0:43.5
180   2172   -2.59e+09   0:49.2
200   2412   -2.56e+09   0:54.5
220   2652   -2.48e+09   0:59.7
240   2892   -2.43e+09   1:05.1
260   3132   -2.41e+09   1:10.4
280   3372   -2.33e+09   1:16.2
300   3612   -2.23e+09   1:22.2
320   3852   -2.18e+09   1:27.9
340   4092   -2.08e+09   1:33.8
360   4332   -2.02e+09   1:40.4
380   4572   -2e+09      1:46.6
400   4812   -1.9e+09    1:51.7
420   5052   -1.74e+09   1:57.2
440   5292   -1.72e+09   2:02.4
460   5532   -1.7e+09    2:07.4
480   5772   -1.69e+09   2:12.5
500   6012   -1.67e+09   2:18.5
520   6252   -1.61e+09   2:24.3
540   6492   -1.58e+09   2:29.4
560   6732   -1.54e+09   2:34.7
580   6972   -1.5e+09    2:40.1
600   7212   -1.42e+09   2:45.1
620   7452   -1.39e+09   2:49.9
640   7692   -1.36e+09   2:54.6
660   7932   -1.35e+09   2:59.4
680   8172   -1.32e+09   3:04.3
700   8412   -1.32e+09   3:09.5
720   8652   -1.32e+09   3:13.9
740   8892   -1.31e+09   3:18.5
760   9132   -1.31e+09   3:23.4
780   9372   -1.29e+09   3:28.7
800   9612   -1.23e+09   3:33.6
820   9852   -1.18e+09   3:39.0
840   10092  -1.14e+09   3:44.5
860   10332  -1.12e+09   3:50.4
880   10572  -1.11e+09   3:56.1
900   10812  -1.1e+09    4:01.7
920   11052  -1.09e+09   4:07.1
940   11292  -1.08e+09   4:12.0
960   11532  -1.08e+09   4:16.5
980   11772  -1.07e+09   4:21.1
1000  12012  -1.06e+09   4:26.4
1020  12252  -1.05e+09   4:31.3
1040  12492  -1.03e+09   4:35.7
1060  12732  -1.02e+09   4:40.2
1080  12972  -1.01e+09   4:45.3
1100  13212  -1e+09      4:50.2
1120  13452  -9.93e+08   4:54.6
1140  13692  -9.9e+08    4:59.3
1160  13932  -9.88e+08   5:04.4
1180  14172  -9.86e+08   5:09.0
1200  14412  -9.82e+08   5:13.5
1220  14652  -9.73e+08   5:17.9
1240  14892  -9.12e+08   5:22.3
1260  15132  -4.28e+08   5:26.7
1280  15372  -3.05e+08   5:31.3
1300  15612  -2.73e+08   5:36.3
1320  15852  -1.64e+08   5:41.8
1340  16092  -1.12e+08   5:46.9
1360  16332  -8.79e+07   5:51.9
1380  16572  -8.63e+07   5:57.5
1400  16812  -6.93e+07   6:02.7
1420  17052  -6.19e+07   6:08.4
1440  17292  -5.63e+07   6:13.9
1460  17532  -5.4e+07    6:19.1
1480  17772  -5.15e+07   6:24.4
1500  18012  -4.79e+07   6:29.8
1520  18252  -3.98e+07   6:36.0
1540  18492  -2.61e+07   6:41.3
1560  18732  -1.78e+07   6:46.7
1580  18972  -1.45e+07   6:52.6
1600  19212  -1.4e+07    6:58.4
1620  19452  -1.39e+07   7:03.8
1640  19692  -1.38e+07   7:09.6
1660  19932  -1.04e+07   7:14.7
1680  20172  -1.01e+07   7:19.5
1700  20412  -1e+07      7:24.2
1720  20652  -9991271    7:29.0
1740  20892  -9989842    7:33.8
1760  21132  -9988720    7:38.6
1780  21372  -9988429    7:44.6
1800  21612  -9988305    7:50.1
1820  21852  -9988146    7:55.6
1840  22092  -9988109    8:01.0
1860  22332  -9988089    8:06.8
1880  22572  -9988081    8:12.1
1900  22812  -9988077    8:17.3
1920  23052  -9988075    8:23.0
1940  23292  -9988075    8:28.8
1960  23532  -9988075    8:33.9
1980  23772  -9988075    8:39.6
2000  24012  -9988075    8:45.4
2020  24252  -9988072    8:52.4
2040  24492  -9988072    8:58.7
2060  24732  -9988072    9:04.2
2080  24972  -9988072    9:09.6
2100  25212  -9988072    9:15.3
2120  25452  -9988072    9:21.1
2140  25692  -9988072    9:26.6
2160  25932  -9988072    9:32.2
2180  26172  -9988072    9:37.6
2200  26412  -9988071    9:43.1
2220  26652  -9988071    9:48.5
2240  26892  -9988071    9:54.3
2260  27132  -9988071   10:00.2
2280  27372  -9988071   10:05.9
2300  27612  -9988070   10:11.6
2320  27852  -9988070   10:17.7
2340  28092  -9988070   10:24.0
2360  28332  -9988070   10:29.9
2380  28572  -9988070   10:35.8
2400  28812  -9988070   10:42.0
2420  29052  -9988070   10:47.9
2440  29292  -9988070   10:53.4
2460  29532  -9988069   10:58.6
2480  29772  -9988069   11:04.4
2500  30012  -9988069   11:10.5
2520  30252  -9988069   11:17.2
2540  30492  -9988069   11:22.8
2560  30732  -9988069   11:28.2
2580  30972  -9988069   11:33.9
2600  31212  -9988069   11:39.4
2620  31452  -9988069   11:44.9
2640  31692  -9988069   11:50.2
2649  31788  -9988069   11:52.3
