Iter. Eval.  Best      Time m:s
0     12     -6.39e+09   0:00.8
1     24     -5.57e+09   0:01.1
2     36     -5.57e+09   0:01.4
3     48     -5.49e+09   0:01.7
20    252    -5.21e+09   0:06.6
40    492    -5.21e+09   0:11.6
60    732    -5.16e+09   0:16.8
80    972    -5.11e+09   0:22.0
100   1212   -5.1e+09    0:26.5
120   1452   -5.1e+09    0:31.1
140   1692   -5.1e+09    0:35.7
160   1932   -5.08e+09   0:40.0
180   2172   -5.07e+09   0:44.6
200   2412   -5.05e+09   0:49.6
220   2652   -5.03e+09   0:54.2
240   2892   -5.03e+09   0:58.6
260   3132   -5.02e+09   1:03.3
280   3372   -5.02e+09   1:07.8
300   3612   -5.02e+09   1:12.5
320   3852   -5.02e+09   1:17.6
340   4092   -5.02e+09   1:23.1
360   4332   -5.02e+09   1:28.1
380   4572   -5.01e+09   1:33.1
400   4812   -4.99e+09   1:37.5
420   5052   -4.98e+09   1:42.4
440   5292   -4.95e+09   1:46.8
460   5532   -4.93e+09   1:51.3
480   5772   -4.91e+09   1:56.4
500   6012   -4.87e+09   2:02.1
520   6252   -4.78e+09   2:08.1
540   6492   -4.69e+09   2:13.3
560   6732   -4.33e+09   2:18.2
580   6972   -4.19e+09   2:23.2
600   7212   -4.16e+09   2:28.2
620   7452   -4.14e+09   2:33.0
640   7692   -4.13e+09   2:37.9
660   7932   -4.1e+09    2:42.7
680   8172   -4.09e+09   2:47.7
700   8412   -4.09e+09   2:52.4
720   8652   -4.08e+09   2:57.0
740   8892   -4.08e+09   3:01.6
760   9132   -4.08e+09   3:06.1
780   9372   -4.07e+09   3:11.2
800   9612   -4.07e+09   3:16.1
820   9852   -4.07e+09   3:21.1
840   10092  -4.07e+09   3:27.0
860   10332  -4.07e+09   3:31.8
880   10572  -4.07e+09   3:36.3
900   10812  -4.07e+09   3:40.9
920   11052  -4.07e+09   3:45.4
940   11292  -4.07e+09   3:50.3
960   11532  -4.06e+09   3:54.9
980   11772  -4.06e+09   4:00.2
1000  12012  -4.06e+09   4:06.0
1020  12252  -4.06e+09   4:11.0
1040  12492  -4.06e+09   4:16.4
1060  12732  -4.06e+09   4:21.2
1080  12972  -4.06e+09   4:26.0
1100  13212  -4.06e+09   4:30.8
1120  13452  -4.06e+09   4:35.5
1140  13692  -4.06e+09   4:40.1
1160  13932  -4.06e+09   4:44.8
1180  14172  -4.06e+09   4:49.2
1200  14412  -4.06e+09   4:53.7
1220  14652  -4.06e+09   4:58.3
1240  14892  -4.06e+09   5:02.9
1260  15132  -4.06e+09   5:07.4
1280  15372  -4.06e+09   5:12.3
1300  15612  -4.06e+09   5:16.8
1320  15852  -4.05e+09   5:22.0
1340  16092  -4.05e+09   5:28.0
1360  16332  -4.05e+09   5:33.5
1380  16572  -4.05e+09   5:38.2
1400  16812  -4.05e+09   5:42.7
1420  17052  -4.05e+09   5:47.4
1440  17292  -4.04e+09   5:52.1
1460  17532  -4.03e+09   5:56.9
1480  17772  -3.79e+09   6:02.0
1500  18012  -3.09e+09   6:07.5
1520  18252  -2.78e+09   6:13.1
1540  18492  -2.69e+09   6:18.4
1560  18732  -2.62e+09   6:23.7
1580  18972  -2.42e+09   6:28.4
1600  19212  -2.19e+09   6:33.2
1620  19452  -1.99e+09   6:37.8
1640  19692  -1.91e+09   6:42.7
1660  19932  -1.87e+09   6:47.8
1680  20172  -1.86e+09   6:53.1
1700  20412  -1.83e+09   6:58.9
1720  20652  -1.75e+09   7:04.3
1740  20892  -1.58e+09   7:08.8
1760  21132  -1.54e+09   7:13.8
1780  21372  -1.52e+09   7:18.6
1800  21612  -1.51e+09   7:24.3
1820  21852  -1.5e+09    7:30.0
1840  22092  -1.5e+09    7:35.5
1860  22332  -1.49e+09   7:40.4
1880  22572  -1.48e+09   7:45.5
1900  22812  -1.48e+09   7:50.7
1920  23052  -1.48e+09   7:55.7
1940  23292  -1.47e+09   8:00.6
1960  23532  -1.47e+09   8:05.4
1980  23772  -1.47e+09   8:11.0
2000  24012  -1.46e+09   8:16.1
2020  24252  -1.46e+09   8:21.9
2040  24492  -1.45e+09   8:27.9
2060  24732  -1.44e+09   8:32.8
2080  24972  -1.42e+09   8:37.6
2100  25212  -1.41e+09   8:42.4
2120  25452  -1.41e+09   8:47.2
2140  25692  -1.4e+09    8:52.2
2160  25932  -1.4e+09    8:57.3
2180  26172  -1.4e+09    9:02.5
2200  26412  -1.39e+09   9:07.7
2220  26652  -1.37e+09   9:12.6
2240  26892  -1.33e+09   9:17.8
2260  27132  -1.32e+09   9:23.4
2280  27372  -1.31e+09   9:29.5
2300  27612  -1.31e+09   9:35.5
2320  27852  -1.31e+09   9:40.9
2340  28092  -1.31e+09   9:45.7
2360  28332  -1.31e+09   9:50.8
2380  28572  -1.31e+09   9:56.5
2400  28812  -1.31e+09  10:01.9
2420  29052  -1.31e+09  10:06.9
2440  29292  -9.41e+08  10:11.6
2460  29532  -6.07e+08  10:16.9
2480  29772  -5.44e+08  10:22.3
2500  30012  -3.44e+08  10:28.5
2520  30252  -1.58e+08  10:34.8
2540  30492  -1.24e+08  10:41.4
2560  30732  -1.03e+08  10:47.3
2580  30972  -8.58e+07  10:52.5
2600  31212  -7.87e+07  10:57.4
2620  31452  -7.6e+07   11:02.2
2640  31692  -7.51e+07  11:07.4
2660  31932  -7.45e+07  11:12.8
2680  32172  -7.38e+07  11:18.3
2700  32412  -7.35e+07  11:23.6
2720  32652  -7.33e+07  11:28.7
2740  32892  -7.32e+07  11:34.2
2760  33132  -7.32e+07  11:39.1
2780  33372  -7.32e+07  11:44.7
2800  33612  -7.31e+07  11:51.2
2820  33852  -7.29e+07  11:57.3
2840  34092  -7.27e+07  12:02.6
2860  34332  -7.26e+07  12:07.4
2880  34572  -7.25e+07  12:12.2
2900  34812  -7.23e+07  12:17.4
2920  35052  -7.18e+07  12:22.0
2940  35292  -7.12e+07  12:27.3
2960  35532  -7.11e+07  12:32.8
2980  35772  -7.09e+07  12:39.0
3000  36012  -7.08e+07  12:44.8
3020  36252  -7.07e+07  12:50.9
3040  36492  -7.07e+07  12:57.0
3060  36732  -7.07e+07  13:02.5
3080  36972  -7.07e+07  13:07.5
3100  37212  -7.07e+07  13:12.5
3120  37452  -7.07e+07  13:17.3
3140  37692  -7.07e+07  13:22.3
3160  37932  -7.07e+07  13:26.9
3180  38172  -7.07e+07  13:32.1
3200  38412  -7.07e+07  13:37.8
3220  38652  -7.07e+07  13:42.9
3240  38892  -7.07e+07  13:48.7
3260  39132  -7.07e+07  13:54.4
3280  39372  -7.07e+07  14:00.6
3300  39612  -7.07e+07  14:06.3
3320  39852  -7.07e+07  14:11.3
3340  40092  -7.07e+07  14:16.2
3360  40332  -7.07e+07  14:21.0
3380  40572  -7.07e+07  14:26.4
3400  40812  -7.07e+07  14:31.3
3420  41052  -7.07e+07  14:36.3
3440  41292  -7.07e+07  14:40.9
3460  41532  -7.07e+07  14:46.8
3480  41772  -7.07e+07  14:52.7
3500  42012  -7.07e+07  14:58.7
3520  42252  -7.07e+07  15:04.9
3540  42492  -7.07e+07  15:10.9
3560  42732  -7.05e+07  15:16.5
3580  42972  -7.03e+07  15:22.2
3600  43212  -7.01e+07  15:26.9
3620  43452  -6.99e+07  15:32.7
3640  43692  -6.99e+07  15:38.0
3660  43932  -6.99e+07  15:43.4
3680  44172  -6.98e+07  15:48.6
3700  44412  -6.98e+07  15:53.9
3720  44652  -6.98e+07  15:59.4
3740  44892  -6.98e+07  16:04.9
3760  45132  -6.98e+07  16:10.8
3780  45372  -6.98e+07  16:16.3
3800  45612  -6.98e+07  16:21.8
3820  45852  -6.98e+07  16:26.9
3840  46092  -6.98e+07  16:31.5
3860  46332  -6.98e+07  16:36.6
3880  46572  -6.98e+07  16:41.2
3900  46812  -6.98e+07  16:46.1
3920  47052  -6.98e+07  16:51.1
3940  47292  -6.98e+07  16:56.3
