Iter. Eval.  Best      Time m:s
0     12     -1.12e+10   0:00.7
1     24     -1.06e+10   0:01.0
2     36     -1.03e+10   0:01.3
3     48     -1.01e+10   0:01.6
20    252    -9.17e+09   0:06.1
40    492    -9.04e+09   0:11.6
60    732    -8.91e+09   0:16.9
80    972    -8.82e+09   0:22.3
100   1212   -8.72e+09   0:27.6
120   1452   -8.68e+09   0:32.9
140   1692   -8.64e+09   0:38.2
160   1932   -8.56e+09   0:43.7
180   2172   -8.34e+09   0:49.0
200   2412   -8.1e+09    0:54.2
220   2652   -8.1e+09    0:59.4
240   2892   -8.06e+09   1:04.7
260   3132   -7.99e+09   1:10.4
280   3372   -7.92e+09   1:16.6
300   3612   -7.7e+09    1:21.6
320   3852   -6.97e+09   1:26.8
340   4092   -5.97e+09   1:32.3
360   4332   -5.04e+09   1:37.8
380   4572   -4.52e+09   1:42.9
400   4812   -4.37e+09   1:48.2
420   5052   -4.14e+09   1:53.5
440   5292   -4.07e+09   1:58.5
460   5532   -3.94e+09   2:03.5
480   5772   -3.62e+09   2:08.9
500   6012   -3.35e+09   2:14.9
520   6252   -2.85e+09   2:21.3
540   6492   -1.22e+09   2:26.5
560   6732   -8.37e+08   2:31.8
580   6972   -7.61e+08   2:37.2
600   7212   -7.12e+08   2:42.0
620   7452   -6.06e+08   2:47.3
640   7692   -5.22e+08   2:52.6
660   7932   -4.8e+08    2:57.7
680   8172   -4.5e+08    3:02.8
700   8412   -4.2e+08    3:08.1
720   8652   -3.86e+08   3:13.3
740   8892   -2.94e+08   3:18.7
760   9132   -1.38e+08   3:25.1
780   9372   -1.07e+08   3:31.5
800   9612   -9.66e+07   3:36.8
820   9852   -8.73e+07   3:41.6
840   10092  -8.08e+07   3:46.9
860   10332  -7.47e+07   3:51.9
880   10572  -7.24e+07   3:56.8
900   10812  -7.14e+07   4:01.8
920   11052  -7.12e+07   4:06.4
940   11292  -7.04e+07   4:11.3
960   11532  -6.88e+07   4:16.2
980   11772  -6.48e+07   4:21.2
1000  12012  -5.89e+07   4:27.1
1020  12252  -5.7e+07    4:33.6
1040  12492  -5.56e+07   4:38.3
1060  12732  -5.5e+07    4:42.9
1080  12972  -5.46e+07   4:47.8
1100  13212  -5.44e+07   4:52.9
1120  13452  -5.43e+07   4:58.0
1140  13692  -5.43e+07   5:02.8
1160  13932  -5.43e+07   5:08.2
1180  14172  -5.43e+07   5:13.0
1200  14412  -5.43e+07   5:17.7
1220  14652  -5.43e+07   5:22.7
1240  14892  -5.43e+07   5:27.9
1260  15132  -5.43e+07   5:34.0
1280  15372  -5.43e+07   5:40.4
1300  15612  -5.43e+07   5:46.3
1320  15852  -5.43e+07   5:51.5
1340  16092  -5.43e+07   5:56.3
1360  16332  -5.43e+07   6:01.0
1380  16572  -5.43e+07   6:07.2
1400  16812  -5.43e+07   6:13.9
1420  17052  -5.43e+07   6:19.0
1440  17292  -5.43e+07   6:23.8
1460  17532  -5.43e+07   6:28.4
1480  17772  -5.43e+07   6:34.3
1500  18012  -5.43e+07   6:40.0
1520  18252  -5.43e+07   6:46.6
1540  18492  -5.43e+07   6:52.2
1560  18732  -5.43e+07   6:56.8
1580  18972  -5.43e+07   7:01.5
1599  19188  -5.43e+07   7:05.8
